DB Object Symbol,GO ID,DB Object Type
SLC22A3,GO:0015872,protein
SLC22A3,GO:0015874,protein
SLC22A3,GO:0042908,protein
SLC22A3,GO:0048241,protein
SLC22A3,GO:0051608,protein
SLC22A3,GO:0051610,protein
SLC22A3,GO:0051615,protein
SLC22A3,GO:0051620,protein
SLC22A3,GO:0051625,protein
SLC22A3,GO:0090494,protein
SLC22A3,GO:1990748,protein
TRPA1,GO:0006874,protein
TRPA1,GO:0019233,protein
TRPA1,GO:0051289,protein
TRPA1,GO:0070301,protein
TRPA1,GO:0070588,protein
RAD51D,GO:0000722,protein
RAD51D,GO:0000723,protein
RAD51D,GO:0000724,protein
RAD51D,GO:0042148,protein
PALM,GO:0051491,protein
PALM,GO:0060160,protein
ATP6AP2,GO:0002003,protein
ATP6AP2,GO:0007042,protein
ATP6AP2,GO:0021626,protein
ATP6AP2,GO:0021903,protein
ATP6AP2,GO:0030177,protein
ATP6AP2,GO:0032914,protein
ATP6AP2,GO:0043408,protein
ATP6AP2,GO:0048069,protein
ATP6AP2,GO:0060323,protein
ATP6AP2,GO:0090263,protein
RNASEH2A,GO:0006298,protein
RNASEH2A,GO:0006401,protein
CDC123,GO:1905143,protein
UGT2B17,GO:0008210,protein
UGT2B17,GO:0052695,protein
ZMYND10,GO:0036158,protein
ZMYND10,GO:0036159,protein
ZMYND10,GO:0044458,protein
PPP1R15A,GO:0032515,protein
PPP1R15A,GO:0032516,protein
PPP1R15A,GO:0034976,protein
PPP1R15A,GO:0035308,protein
PPP1R15A,GO:0036496,protein
PPP1R15A,GO:0070972,protein
PPP1R15A,GO:1902310,protein
PPP1R15A,GO:1903917,protein
BCAR3,GO:0007173,protein
BCAR3,GO:0008284,protein
BCAR3,GO:0008286,protein
BCAR3,GO:0043410,protein
BCAR3,GO:0043547,protein
BCAR3,GO:0086100,protein
POP7,GO:0001682,protein
RPP40,GO:0001682,protein
EIF3G,GO:0006413,protein
EIF3G,GO:0075525,protein
CBR3,GO:0050890,protein
CNMD,GO:0016525,protein
PSMD10,GO:0000122,protein
PSMD10,GO:0007253,protein
PSMD10,GO:0030307,protein
PSMD10,GO:0031398,protein
PSMD10,GO:0032088,protein
PSMD10,GO:0032436,protein
PSMD10,GO:0043066,protein
PSMD10,GO:0043409,protein
PSMD10,GO:0043518,protein
PSMD10,GO:0045737,protein
PSMD10,GO:0070682,protein
PSMD10,GO:0090201,protein
CIB2,GO:0007204,protein
CIB2,GO:0071318,protein
KLF7,GO:0000122,protein
KLF7,GO:0042593,protein
KLF7,GO:0045604,protein
KLF7,GO:0045944,protein
KLF7,GO:0061179,protein
KLF7,GO:1904178,protein
UPK1B,GO:0030855,protein
ZMPSTE24,GO:0050688,protein
ZMPSTE24,GO:0051604,protein
IDH1,GO:0006102,protein
IDH1,GO:0006103,protein
GATB,GO:0032543,protein
GATB,GO:0070681,protein
SCO1,GO:0033617,protein
TNFSF13,GO:0048298,protein
ALDH1L1,GO:0006740,protein
ALDH1L1,GO:0009258,protein
SULT1C4,GO:0006068,protein
SULT1C4,GO:0006805,protein
SULT1C4,GO:0009812,protein
SULT1C4,GO:0044598,protein
SULT1C4,GO:0050427,protein
SULT1C4,GO:0051923,protein
GABBR2,GO:0007193,protein
GABBR2,GO:0007214,protein
DGAT1,GO:0019432,protein
DGAT1,GO:0006640,protein
DGAT1,GO:0034379,protein
DGAT1,GO:0046339,protein
SOAT2,GO:0008203,protein
SOAT2,GO:0033344,protein
SOAT2,GO:0034379,protein
CCNK,GO:0006974,protein
CCNK,GO:0006366,protein
CCNK,GO:0009966,protein
CCNK,GO:0032968,protein
CCNK,GO:0044828,protein
DGKI,GO:0046834,protein
PAK3,GO:0030833,protein
ARL6IP5,GO:0015031,protein
ARL6IP5,GO:0071407,protein
ARL6IP5,GO:0008631,protein
ARL6IP5,GO:0010917,protein
ARL6IP5,GO:0032874,protein
ARL6IP5,GO:0043065,protein
ARL6IP5,GO:0043280,protein
SERF1A,GO:0031648,protein
SERF1A,GO:1990000,protein
DYSF,GO:0002280,protein
DYSF,GO:0002281,protein
DYSF,GO:0050765,protein
PIAS1,GO:0006974,protein
PIAS1,GO:0016925,protein
PIAS1,GO:0033235,protein
PIAS2,GO:0016925,protein
PIAS2,GO:0060766,protein
BCAS2,GO:0000398,protein
DCTN3,GO:0061640,protein
BBOX1,GO:0045329,protein
RAD17,GO:0006974,protein
RAD17,GO:0008156,protein
RAD17,GO:0031573,protein
RAD17,GO:0042325,protein
RAD17,GO:1990166,protein
ATP5PD,GO:0042776,protein
LYZL6,GO:0007342,protein
LYZL6,GO:0009566,protein
LYZL6,GO:0042742,protein
FLOT1,GO:0034143,protein
FLOT1,GO:0044857,protein
FLOT1,GO:0001819,protein
FLOT1,GO:0001934,protein
FLOT1,GO:0002090,protein
FLOT1,GO:0022617,protein
FLOT1,GO:0032092,protein
FLOT1,GO:0032728,protein
FLOT1,GO:0033227,protein
FLOT1,GO:0034116,protein
FLOT1,GO:0034141,protein
FLOT1,GO:0034976,protein
FLOT1,GO:0043123,protein
FLOT1,GO:0044854,protein
FLOT1,GO:0045807,protein
FLOT1,GO:0048643,protein
FLOT1,GO:0050821,protein
FLOT1,GO:0051580,protein
FLOT1,GO:0070528,protein
FLOT1,GO:0071360,protein
FLOT1,GO:0072659,protein
FLOT1,GO:1901741,protein
FLOT1,GO:1901890,protein
FLOT1,GO:2000049,protein
CDK2AP2,GO:2000134,protein
TRIO,GO:0048812,protein
TRIO,GO:0099170,protein
ATP5MG,GO:0042776,protein
SNAPC5,GO:0042795,protein
SNAPC5,GO:0042796,protein
GLRX3,GO:0006879,protein
GLRX3,GO:0016226,protein
GLRX3,GO:0044571,protein
GLRX3,GO:0045454,protein
GLRX3,GO:0097428,protein
RSL1D1,GO:0032880,protein
RSL1D1,GO:0001649,protein
RSL1D1,GO:0042981,protein
RSL1D1,GO:2000772,protein
WFS1,GO:0000122,protein
WFS1,GO:0001822,protein
WFS1,GO:0003091,protein
WFS1,GO:0007601,protein
WFS1,GO:0007605,protein
WFS1,GO:0031398,protein
WFS1,GO:0032469,protein
WFS1,GO:0034976,protein
WFS1,GO:0036503,protein
WFS1,GO:0042593,protein
WFS1,GO:0043066,protein
WFS1,GO:0043069,protein
WFS1,GO:0043524,protein
WFS1,GO:0050821,protein
WFS1,GO:0050877,protein
WFS1,GO:0051247,protein
WFS1,GO:0051928,protein
WFS1,GO:0055074,protein
WFS1,GO:1903573,protein
WFS1,GO:1903892,protein
WFS1,GO:2000675,protein
ANXA9,GO:0098609,protein
CLPX,GO:0006508,protein
CLPX,GO:0046034,protein
CLPX,GO:0051603,protein
CDKL5,GO:0046777,protein
CDKL5,GO:0050804,protein
CDKL5,GO:0099175,protein
CDKL5,GO:1902017,protein
NEBL,GO:0071691,protein
NEURL1,GO:0008285,protein
NEURL1,GO:0043065,protein
NEURL1,GO:0045746,protein
STC2,GO:0010629,protein
STC2,GO:0046885,protein
TM7SF2,GO:0006695,protein
RNF8,GO:0006302,protein
RNF8,GO:0006511,protein
RNF8,GO:0006974,protein
RNF8,GO:0010212,protein
RNF8,GO:0034244,protein
RNF8,GO:0040029,protein
RNF8,GO:0045739,protein
RNF8,GO:0051865,protein
RNF8,GO:0070534,protein
RNF8,GO:0070936,protein
RNF8,GO:0085020,protein
RNF8,GO:0140861,protein
RNF8,GO:1905168,protein
CIAO1,GO:0016226,protein
CIAO1,GO:0097428,protein
DFFB,GO:0006309,protein
DFFB,GO:0006308,protein
DFFB,GO:0030263,protein
DFFB,GO:1902511,protein
SLC22A5,GO:0009609,protein
SLC22A5,GO:0015697,protein
SLC22A5,GO:0015879,protein
SLC22A5,GO:0034341,protein
SLC22A5,GO:0034612,protein
SLC22A5,GO:0060731,protein
SLC22A5,GO:0070715,protein
SLC22A5,GO:1900749,protein
SLC22A5,GO:1902270,protein
PDE9A,GO:0046068,protein
PDE9A,GO:0046069,protein
BEST1,GO:0006821,protein
BEST1,GO:0030321,protein
BEST1,GO:0051259,protein
FGF18,GO:0001936,protein
FGF18,GO:1903670,protein
FGF18,GO:0043406,protein
FGF18,GO:0043536,protein
FGF18,GO:0045766,protein
FGF18,GO:2000546,protein
JTB,GO:0000278,protein
JTB,GO:0000281,protein
JTB,GO:0045860,protein
CST7,GO:0010466,protein
DXO,GO:0006402,protein
DXO,GO:0110155,protein
TRPM2,GO:0014074,protein
TRPM2,GO:0032956,protein
TRPM2,GO:0051209,protein
TRPM2,GO:0051289,protein
TRPM2,GO:0051489,protein
TRPM2,GO:0070301,protein
TRPM2,GO:0070588,protein
TRPM2,GO:0071277,protein
TRPM2,GO:0071577,protein
TRPM2,GO:0097553,protein
DDAH1,GO:0000052,protein
DDAH1,GO:0006527,protein
DDAH1,GO:0008285,protein
DDAH1,GO:0043116,protein
DDAH1,GO:1900038,protein
RECQL4,GO:0000723,protein
RECQL4,GO:0006260,protein
RECQL4,GO:0032508,protein
RECQL4,GO:0061820,protein
RECQL5,GO:0000278,protein
RECQL5,GO:0006260,protein
RECQL5,GO:0006281,protein
RECQL5,GO:0034244,protein
RECQL5,GO:0051304,protein
RECQL5,GO:1990506,protein
URI1,GO:0000122,protein
URI1,GO:0001558,protein
URI1,GO:0006357,protein
URI1,GO:0009615,protein
URI1,GO:0010923,protein
URI1,GO:0071363,protein
URI1,GO:0071383,protein
URI1,GO:2001243,protein
B3GAT3,GO:0015012,protein
B3GAT3,GO:0050650,protein
B3GAT3,GO:0050651,protein
B3GAT3,GO:0006024,protein
B3GAT3,GO:0043085,protein
B3GAT3,GO:0090316,protein
STK17B,GO:0006468,protein
STK17B,GO:0035556,protein
STK17B,GO:2000271,protein
MTA2,GO:0006338,protein
DPM2,GO:0006506,protein
DPM2,GO:0019348,protein
AQP8,GO:0006833,protein
AQP8,GO:0015843,protein
AQP8,GO:0045540,protein
AQP8,GO:0072488,protein
AQP8,GO:0080170,protein
AQP8,GO:1990748,protein
USP1,GO:0006282,protein
USP1,GO:0009411,protein
USP1,GO:0016579,protein
USP1,GO:0035520,protein
USP1,GO:0046427,protein
ALDH1A2,GO:0002138,protein
ALDH1A2,GO:0008285,protein
ALDH1A2,GO:0021915,protein
ALDH1A2,GO:0032526,protein
ALDH1A2,GO:0034097,protein
ALDH1A2,GO:0042573,protein
ALDH1A2,GO:0051289,protein
STK10,GO:0046777,protein
STK10,GO:2000401,protein
ACTL6B,GO:0006338,protein
ACTL6B,GO:0016358,protein
ACTL6B,GO:0042551,protein
TPPP,GO:0001578,protein
TPPP,GO:0030953,protein
TPPP,GO:0032273,protein
TPPP,GO:0046785,protein
TPPP,GO:0051418,protein
TPPP,GO:0070507,protein
TPPP,GO:1904428,protein
BAIAP3,GO:0001956,protein
BAIAP3,GO:0035774,protein
BAIAP3,GO:0042147,protein
BAIAP3,GO:1905413,protein
BAIAP3,GO:1990502,protein
SLIT2,GO:0021834,protein
SLIT2,GO:0001657,protein
SLIT2,GO:0001933,protein
SLIT2,GO:0002042,protein
SLIT2,GO:0002689,protein
SLIT2,GO:0007411,protein
SLIT2,GO:0008045,protein
SLIT2,GO:0010593,protein
SLIT2,GO:0010596,protein
SLIT2,GO:0014912,protein
SLIT2,GO:0021836,protein
SLIT2,GO:0021972,protein
SLIT2,GO:0030308,protein
SLIT2,GO:0030336,protein
SLIT2,GO:0030837,protein
SLIT2,GO:0031290,protein
SLIT2,GO:0035385,protein
SLIT2,GO:0043065,protein
SLIT2,GO:0043116,protein
SLIT2,GO:0048754,protein
SLIT2,GO:0048846,protein
SLIT2,GO:0050919,protein
SLIT2,GO:0050929,protein
SLIT2,GO:0051058,protein
SLIT2,GO:0070100,protein
SLIT2,GO:0071504,protein
SLIT2,GO:0071672,protein
SLIT2,GO:0071676,protein
SLIT2,GO:0090024,protein
SLIT2,GO:0090260,protein
SLIT2,GO:0090288,protein
ATG12,GO:0016236,protein
ATG12,GO:0050687,protein
ATG12,GO:1901096,protein
ATG12,GO:1904973,protein
LTN1,GO:0072344,protein
LTN1,GO:1990116,protein
ATP10B,GO:0097212,protein
TOMM70,GO:0002218,protein
TOMM70,GO:0002230,protein
TOMM70,GO:0032728,protein
TOMM70,GO:0042981,protein
TOMM70,GO:0098586,protein
PLEKHG5,GO:0043123,protein
IPO13,GO:0006606,protein
MICAL2,GO:0007010,protein
MICAL2,GO:0030042,protein
MICAL2,GO:0045944,protein
SEC24D,GO:0006888,protein
SEC24D,GO:0090110,protein
SUPT7L,GO:0051457,protein
FCHSD2,GO:0072583,protein
FCHSD2,GO:2000601,protein
UFL1,GO:0008284,protein
UFL1,GO:0032434,protein
UFL1,GO:0032880,protein
UFL1,GO:0034976,protein
UFL1,GO:0071569,protein
UFL1,GO:0000077,protein
UFL1,GO:0001649,protein
UFL1,GO:0002841,protein
UFL1,GO:0006974,protein
UFL1,GO:0031397,protein
UFL1,GO:0032088,protein
UFL1,GO:0032790,protein
UFL1,GO:0033146,protein
UFL1,GO:0050868,protein
UFL1,GO:0061709,protein
UFL1,GO:0072344,protein
UFL1,GO:0140501,protein
UFL1,GO:1903895,protein
UFL1,GO:1990592,protein
TMCC1,GO:0007029,protein
TMCC1,GO:0016197,protein
TMCC1,GO:0090148,protein
TMCC1,GO:0097750,protein
TMCC1,GO:0140285,protein
SASH1,GO:0000209,protein
SASH1,GO:0010595,protein
SASH1,GO:0031666,protein
SASH1,GO:0043507,protein
SASH1,GO:0045766,protein
SASH1,GO:1900044,protein
SASH1,GO:1900745,protein
SASH1,GO:1901224,protein
SASH1,GO:1902498,protein
SASH1,GO:0010632,protein
FARP2,GO:0016322,protein
FARP2,GO:0016601,protein
KLHL18,GO:0016567,protein
KLHL18,GO:1901992,protein
ZNF432,GO:0006974,protein
TOX,GO:0001779,protein
SUN1,GO:0090292,protein
ERLIN2,GO:0032933,protein
ERLIN2,GO:0036503,protein
ERLIN2,GO:0045540,protein
ERLIN2,GO:0045541,protein
ERLIN2,GO:0045717,protein
PRPF6,GO:0006403,protein
PRPF6,GO:0045944,protein
PRPF6,GO:0000244,protein
PRPF6,GO:0000398,protein
DKK1,GO:0090090,protein
DKK1,GO:0000122,protein
DKK1,GO:0002090,protein
DKK1,GO:0010628,protein
DKK1,GO:0030178,protein
DKK1,GO:0032091,protein
DKK1,GO:0033137,protein
DKK1,GO:0042662,protein
DKK1,GO:0042663,protein
DKK1,GO:0046330,protein
DKK1,GO:0060392,protein
DKK1,GO:1904723,protein
DKK1,GO:2000726,protein
ABCA8,GO:0006686,protein
ABCA8,GO:0006855,protein
ABCA8,GO:0010874,protein
ABCA8,GO:0010875,protein
ABCA8,GO:0042908,protein
PCF11,GO:0006369,protein
NFAT5,GO:0006974,protein
NFAT5,GO:0043123,protein
NFAT5,GO:0045944,protein
NFAT5,GO:0062176,protein
NFAT5,GO:0071345,protein
NFAT5,GO:1904996,protein
CDK14,GO:0000086,protein
CDK14,GO:0060828,protein
GLCE,GO:0015012,protein
GLS,GO:0006537,protein
GLS,GO:0006543,protein
GLS,GO:0051289,protein
GLS,GO:0090461,protein
HAUS5,GO:0007098,protein
HAUS5,GO:0051225,protein
ABLIM3,GO:0030032,protein
ABLIM3,GO:0060271,protein
ABLIM3,GO:1903955,protein
SLITRK3,GO:0099560,protein
SLITRK3,GO:1905606,protein
RHOBTB3,GO:0042147,protein
SLCO2B1,GO:0015711,protein
SLCO2B1,GO:0055085,protein
USP19,GO:0016579,protein
USP19,GO:0036503,protein
USP19,GO:0050821,protein
USP19,GO:1900037,protein
USP19,GO:1904292,protein
TRIM37,GO:0016558,protein
TRIM37,GO:0000122,protein
TRIM37,GO:0006513,protein
TRIM37,GO:0032088,protein
TRIM37,GO:0045814,protein
TRIM37,GO:0046600,protein
TRIM37,GO:0050821,protein
TRIM37,GO:0051091,protein
TRIM37,GO:0051092,protein
TRIM37,GO:0051865,protein
TRIM37,GO:0070842,protein
AP2A2,GO:0072583,protein
SEC31A,GO:0051592,protein
SEC31A,GO:0090110,protein
CAMTA2,GO:0006357,protein
CAMTA2,GO:0014898,protein
CAMTA2,GO:0045944,protein
CEP152,GO:0007099,protein
CEP152,GO:0051298,protein
ARHGEF15,GO:0050790,protein
SLITRK5,GO:0099560,protein
HEXIM1,GO:0000122,protein
HEXIM1,GO:0002218,protein
HEXIM1,GO:0032897,protein
HEXIM1,GO:0034244,protein
HEXIM1,GO:1901798,protein
SOX30,GO:0030178,protein
UPP2,GO:0006218,protein
UPP2,GO:0006249,protein
OR2A4,GO:0032467,protein
OR2A4,GO:0032956,protein
INMT,GO:0009308,protein
INMT,GO:0032259,protein
DIRAS1,GO:0043406,protein
RPP14,GO:0001682,protein
UBR5,GO:0010628,protein
UBR5,GO:0000209,protein
UBR5,GO:0006974,protein
UBR5,GO:0033696,protein
UBR5,GO:0035519,protein
UBR5,GO:0042307,protein
UBR5,GO:0043161,protein
UBR5,GO:0050847,protein
UBR5,GO:0070936,protein
UBR5,GO:0070979,protein
UBR5,GO:0071629,protein
UBR5,GO:0071630,protein
UBR5,GO:0090263,protein
UBR5,GO:0140455,protein
UBR5,GO:0140861,protein
SCAF4,GO:2000805,protein
ZNF202,GO:0000122,protein
S1PR2,GO:0007186,protein
S1PR2,GO:0003376,protein
S1PR2,GO:0010800,protein
S1PR2,GO:0030036,protein
S1PR2,GO:0046847,protein
S1PR2,GO:1903142,protein
NDUFB6,GO:0032981,protein
NDUFB6,GO:0042775,protein
MFN2,GO:0034497,protein
MFN2,GO:0006626,protein
MFN2,GO:0007006,protein
MFN2,GO:0008053,protein
MFN2,GO:0009060,protein
MFN2,GO:0046580,protein
MFN2,GO:0051646,protein
MFN2,GO:1904707,protein
MFN2,GO:1905461,protein
SNUPN,GO:0006404,protein
TNFSF15,GO:0006919,protein
TNFSF15,GO:0007250,protein
TSPOAP1,GO:0046928,protein
UBE4B,GO:0043161,protein
UBE4B,GO:0008626,protein
UBE4B,GO:0009411,protein
GABARAP,GO:0008625,protein
GABARAP,GO:0032436,protein
GABARAP,GO:0035020,protein
GABARAP,GO:1902524,protein
NDUFA3,GO:0032981,protein
NDUFB4,GO:0006979,protein
NDUFB4,GO:0032981,protein
NDUFB8,GO:0032981,protein
SCEL,GO:0030216,protein
SCEL,GO:0090263,protein
NDUFB2,GO:0032981,protein
CACNA1H,GO:0032342,protein
CACNA1H,GO:0034651,protein
CACNA1H,GO:0042391,protein
CACNA1H,GO:0070509,protein
CACNA1H,GO:0098662,protein
CACNA1H,GO:2000344,protein
UNC5C,GO:1990791,protein
RTN3,GO:0071786,protein
RTN3,GO:0071787,protein
RTN3,GO:1902430,protein
ZNF205,GO:0000122,protein
ZNF205,GO:0010729,protein
ZNF205,GO:1901030,protein
LETM1,GO:0006816,protein
LETM1,GO:0006851,protein
LETM1,GO:0007007,protein
LETM1,GO:0042407,protein
LETM1,GO:0051560,protein
LETM1,GO:0051562,protein
LETM1,GO:0099093,protein
LETM1,GO:0140141,protein
LETM1,GO:1900069,protein
EPN2,GO:0030948,protein
EPN2,GO:0045747,protein
EPN2,GO:1903671,protein
STBD1,GO:0005980,protein
STBD1,GO:0046907,protein
STBD1,GO:0061723,protein
SNX4,GO:0015031,protein
SNX4,GO:0032456,protein
SNX4,GO:1903595,protein
SNX4,GO:2000786,protein
ZWINT,GO:0000070,protein
ZWINT,GO:0007094,protein
ZWINT,GO:0051649,protein
VENTX,GO:0045944,protein
LUC7L3,GO:0008380,protein
KIF20A,GO:0000281,protein
KIF20A,GO:0001578,protein
KIF20A,GO:0032465,protein
KIF20A,GO:0061952,protein
APOL3,GO:0043123,protein
LRAT,GO:0042572,protein
SPDEF,GO:0000122,protein
SPDEF,GO:0043065,protein
KIF4A,GO:0000281,protein
KIF4A,GO:0051256,protein
GOSR1,GO:0042147,protein
KAT7,GO:0001558,protein
KAT7,GO:0006275,protein
KAT7,GO:0006355,protein
KAT7,GO:0018393,protein
KAT7,GO:0030174,protein
KAT7,GO:0031098,protein
KAT7,GO:0045740,protein
KAT7,GO:0045815,protein
KAT7,GO:0051726,protein
KAT7,GO:0072708,protein
KAT7,GO:0072710,protein
KAT7,GO:0072716,protein
KAT7,GO:0072720,protein
KAT7,GO:0072739,protein
KAT7,GO:0140889,protein
KAT7,GO:1900182,protein
KAT7,GO:1902035,protein
KAT7,GO:2000278,protein
KAT7,GO:2000819,protein
ABCC6,GO:0010467,protein
ABCC6,GO:0015867,protein
ABCC6,GO:0046034,protein
ABCC6,GO:0055062,protein
ABCC6,GO:0055074,protein
ABCC6,GO:0071716,protein
IL18RAP,GO:0035655,protein
IL18RAP,GO:0051092,protein
GADD45G,GO:0043065,protein
GADD45G,GO:0046330,protein
GADD45G,GO:1900745,protein
SLC25A14,GO:0015698,protein
SLC25A14,GO:1900407,protein
KCNH1,GO:0042127,protein
KCNH1,GO:0071277,protein
KCNH1,GO:0071805,protein
ATE1,GO:0010498,protein
ATE1,GO:0006511,protein
HTR3B,GO:0007210,protein
HTR3B,GO:0098662,protein
RASGRP1,GO:1900744,protein
RASGRP1,GO:0001934,protein
RASGRP1,GO:0030101,protein
RASGRP1,GO:0032725,protein
RASGRP1,GO:0032729,protein
RASGRP1,GO:0032760,protein
RASGRP1,GO:0042098,protein
RASGRP1,GO:0042100,protein
RASGRP1,GO:0042110,protein
RASGRP1,GO:0042113,protein
RASGRP1,GO:0043406,protein
RASGRP1,GO:0043547,protein
RASGRP1,GO:0045954,protein
RASGRP1,GO:0046330,protein
RASGRP1,GO:0046579,protein
RASGRP1,GO:0070372,protein
RASGRP1,GO:0070374,protein
RASGRP1,GO:0090630,protein
TNKS,GO:0018105,protein
TNKS,GO:0018107,protein
TNKS,GO:0000209,protein
TNKS,GO:0032212,protein
TNKS,GO:0045944,protein
TNKS,GO:0051973,protein
TNKS,GO:0070198,protein
TNKS,GO:0070212,protein
TNKS,GO:0070213,protein
TNKS,GO:0090263,protein
TNKS,GO:1904355,protein
TNKS,GO:1904357,protein
TNKS,GO:1904743,protein
TNKS,GO:1904908,protein
LYPD3,GO:0034392,protein
EPM2A,GO:0005977,protein
EPM2A,GO:0006470,protein
EPM2A,GO:0035335,protein
KCNK5,GO:0006813,protein
VAPB,GO:0006874,protein
VAPB,GO:0006888,protein
VAPB,GO:0007029,protein
VAPB,GO:0030301,protein
VAPB,GO:0030968,protein
VAPB,GO:0036498,protein
VAPB,GO:0045070,protein
VAPB,GO:0090114,protein
RASAL1,GO:1903861,protein
SNAPIN,GO:0008333,protein
SNAPIN,GO:0016079,protein
SNAPIN,GO:0032418,protein
SNAPIN,GO:0043393,protein
SNAPIN,GO:0048489,protein
NDUFC2,GO:0032981,protein
NDUFA10,GO:0032981,protein
CELF2,GO:0006376,protein
PGLS,GO:0006098,protein
PAPSS2,GO:0000103,protein
PAPSS2,GO:0042445,protein
PAPSS2,GO:0050428,protein
ABCB11,GO:0006805,protein
ABCB11,GO:0006855,protein
ABCB11,GO:0008206,protein
ABCB11,GO:0015721,protein
ABCB11,GO:0015722,protein
ABCB11,GO:0016567,protein
ABCB11,GO:0046618,protein
SIX3,GO:0001654,protein
SIX3,GO:0021798,protein
SIX3,GO:0045892,protein
SMC2,GO:0007076,protein
SMC2,GO:1905821,protein
ATG7,GO:0006497,protein
ATG7,GO:0006914,protein
ATG7,GO:0031401,protein
ATG7,GO:0000045,protein
ATG7,GO:0000423,protein
ATG7,GO:0009267,protein
ATG7,GO:0016236,protein
ATG7,GO:0043065,protein
ATG7,GO:0045732,protein
ATG7,GO:0051607,protein
ATG7,GO:0071455,protein
TRIM16,GO:0032731,protein
TRIM16,GO:0045618,protein
TRIM16,GO:0045893,protein
TRIM16,GO:0048386,protein
TRIM16,GO:0060416,protein
FARS2,GO:0006432,protein
FARS2,GO:0008033,protein
ZBTB7A,GO:0000122,protein
ZBTB7A,GO:0000381,protein
ZBTB7A,GO:0006110,protein
ZBTB7A,GO:0006338,protein
ZBTB7A,GO:0006357,protein
ZBTB7A,GO:0030512,protein
ZBTB7A,GO:0034504,protein
ZBTB7A,GO:0042981,protein
ZBTB7A,GO:0043249,protein
ZBTB7A,GO:0045444,protein
ZBTB7A,GO:0045892,protein
ZBTB7A,GO:0051092,protein
ZBTB7A,GO:0060766,protein
ZBTB7A,GO:2000677,protein
LYPLA2,GO:0002084,protein
LYPLA2,GO:0046464,protein
LYPLA2,GO:1905344,protein
ARIH2,GO:0000209,protein
ARIH2,GO:0006511,protein
ARIH2,GO:0016567,protein
ARIH2,GO:0048588,protein
ARIH2,GO:0070534,protein
ARIH2,GO:0070936,protein
ARIH2,GO:0071425,protein
ARIH2,GO:1903955,protein
TNFAIP8,GO:0043065,protein
MAP3K6,GO:0006468,protein
CCN4,GO:0001817,protein
CCN4,GO:0045669,protein
CCN4,GO:0050729,protein
CCN6,GO:0008285,protein
CCN6,GO:0016525,protein
CCN6,GO:0051881,protein
CCN6,GO:1903426,protein
GDF11,GO:0032924,protein
GDF11,GO:0060391,protein
SLU7,GO:0000375,protein
SLU7,GO:0000380,protein
SLU7,GO:0000389,protein
SLU7,GO:0006886,protein
SLU7,GO:0034605,protein
BMP10,GO:0030509,protein
BMP10,GO:0010596,protein
BMP10,GO:0010613,protein
BMP10,GO:0030308,protein
BMP10,GO:0030336,protein
BMP10,GO:0032924,protein
BMP10,GO:0045893,protein
BMP10,GO:0055117,protein
BMP10,GO:0060298,protein
BMP10,GO:0060391,protein
BMP10,GO:1903242,protein
PGM3,GO:0006048,protein
PGM3,GO:0006487,protein
PGM3,GO:0006493,protein
MOCS3,GO:0002098,protein
MOCS3,GO:0006777,protein
MOCS3,GO:0034227,protein
MOCS3,GO:0043545,protein
RAPGEF3,GO:0032486,protein
RAPGEF3,GO:0032956,protein
RAPGEF3,GO:0034242,protein
RAPGEF3,GO:0035556,protein
RAPGEF3,GO:0043547,protein
RAPGEF3,GO:0045765,protein
RAPGEF3,GO:0045766,protein
RAPGEF3,GO:0046827,protein
RAPGEF3,GO:0051496,protein
RAPGEF3,GO:0051896,protein
RAPGEF3,GO:0060143,protein
RAPGEF3,GO:0061028,protein
RAPGEF3,GO:0071320,protein
MED26,GO:0006357,protein
ZFYVE9,GO:0007179,protein
MYO18A,GO:0007249,protein
MYO18A,GO:0043066,protein
SVIL,GO:0007519,protein
BAG4,GO:0071356,protein
BAG4,GO:1903215,protein
AHSA1,GO:0032781,protein
SLC34A2,GO:0006817,protein
SLC34A2,GO:0030643,protein
APOM,GO:0033344,protein
APOM,GO:0034375,protein
APOM,GO:0034445,protein
GJB6,GO:0016264,protein
GJB6,GO:0055085,protein
GJB6,GO:1990349,protein
PARN,GO:0000495,protein
PARN,GO:0010587,protein
PARN,GO:0032212,protein
PARN,GO:0071051,protein
PARN,GO:0090669,protein
PARN,GO:1904872,protein
PSMG1,GO:0051131,protein
LARGE1,GO:0006486,protein
LARGE1,GO:0035269,protein
FMNL1,GO:0008360,protein
FMNL1,GO:0030866,protein
GNAS,GO:0071107,protein
SGPL1,GO:0006631,protein
SGPL1,GO:0006672,protein
SGPL1,GO:0030149,protein
SGPL1,GO:0097190,protein
CTDNEP1,GO:0006470,protein
CTDNEP1,GO:0006998,protein
CTDNEP1,GO:0010867,protein
CTDNEP1,GO:0034504,protein
ABCA1,GO:0007040,protein
ABCA1,GO:0007186,protein
ABCA1,GO:0007189,protein
ABCA1,GO:0008203,protein
ABCA1,GO:0009306,protein
ABCA1,GO:0016197,protein
ABCA1,GO:0023061,protein
ABCA1,GO:0032367,protein
ABCA1,GO:0032489,protein
ABCA1,GO:0033344,protein
ABCA1,GO:0033700,protein
ABCA1,GO:0034380,protein
ABCA1,GO:0034616,protein
ABCA1,GO:0042632,protein
ABCA1,GO:0043691,protein
ABCA1,GO:0045332,protein
ABCA1,GO:0055091,protein
ABCA1,GO:0060155,protein
H6PD,GO:0009051,protein
