DB Object Symbol,GO ID,DB Object Type
DHX9,GO:0035195,protein
DHX9,GO:0039695,protein
DHX9,GO:0044806,protein
DHX9,GO:0045739,protein
DHX9,GO:0045740,protein
DHX9,GO:0045944,protein
DHX9,GO:0046833,protein
DHX9,GO:0048146,protein
DHX9,GO:0050434,protein
DHX9,GO:0050684,protein
DHX9,GO:0051092,protein
DHX9,GO:0060760,protein
DHX9,GO:0065003,protein
DHX9,GO:0070922,protein
DHX9,GO:0070934,protein
DHX9,GO:0071356,protein
DHX9,GO:0071360,protein
DHX9,GO:1900152,protein
DHX9,GO:1903608,protein
DHX9,GO:2000373,protein
DHX9,GO:2000765,protein
DHX9,GO:2000767,protein
CRYZ,GO:0042178,protein
CACNB2,GO:0051928,protein
CACNB2,GO:0070509,protein
CACNB2,GO:0086045,protein
CACNB2,GO:0086091,protein
CACNB2,GO:0098912,protein
IL10RB,GO:0046427,protein
IL10RB,GO:0140105,protein
IL10RB,GO:1901857,protein
DDR1,GO:0010715,protein
DDR1,GO:0014909,protein
DDR1,GO:0038063,protein
DDR1,GO:0038083,protein
DDR1,GO:0044319,protein
DDR1,GO:0046777,protein
DDR1,GO:0061302,protein
GOLGA2,GO:0006486,protein
GOLGA2,GO:0007020,protein
GOLGA2,GO:0007098,protein
GOLGA2,GO:0010507,protein
GOLGA2,GO:0032091,protein
GOLGA2,GO:0051225,protein
GOLGA2,GO:0060050,protein
GOLGA2,GO:0090161,protein
GOLGA2,GO:0090307,protein
EHHADH,GO:0006635,protein
DMTN,GO:0008360,protein
DMTN,GO:0010591,protein
DMTN,GO:0032956,protein
DMTN,GO:0051489,protein
DMTN,GO:0065003,protein
DMTN,GO:0071320,protein
PDE4D,GO:0032729,protein
PDE4D,GO:0032743,protein
PDE4D,GO:0032754,protein
PDE4D,GO:0050852,protein
PDE4D,GO:0106072,protein
PDE4D,GO:1901844,protein
SPOCK1,GO:0010812,protein
SPOCK1,GO:0010951,protein
SPOCK1,GO:0010977,protein
CD47,GO:1904669,protein
CD47,GO:0008284,protein
CD47,GO:0022409,protein
CD47,GO:0032649,protein
CD47,GO:0032653,protein
CD47,GO:0032655,protein
CD47,GO:0032675,protein
CD47,GO:0032680,protein
CD47,GO:0050870,protein
CD47,GO:0071349,protein
PPID,GO:0000122,protein
PPID,GO:0000413,protein
PPID,GO:0034389,protein
PPID,GO:0043065,protein
PPID,GO:0045070,protein
PPID,GO:0050714,protein
PPID,GO:0061077,protein
PPID,GO:0065003,protein
PPID,GO:0071492,protein
FGL1,GO:0072574,protein
SSRP1,GO:0006337,protein
SSRP1,GO:1902275,protein
RBL2,GO:0010629,protein
RBL2,GO:0043550,protein
CAMSAP2,GO:0000226,protein
CAMSAP2,GO:0031113,protein
CAMSAP2,GO:0033043,protein
CAMSAP2,GO:0050773,protein
CAMSAP2,GO:0061564,protein
CAMSAP2,GO:1903358,protein
SPIRE1,GO:0030036,protein
SPIRE1,GO:0051295,protein
SPIRE1,GO:0070649,protein
SPIRE1,GO:0090141,protein
SPIRE1,GO:2000781,protein
MZT1,GO:0033566,protein
ACSM2A,GO:0036112,protein
NSUN2,GO:0006397,protein
NSUN2,GO:0010793,protein
NSUN2,GO:0030488,protein
DMPK,GO:0006468,protein
DMPK,GO:0006998,protein
DMPK,GO:0008016,protein
DMPK,GO:0010657,protein
RBBP4,GO:0006334,protein
RBBP4,GO:0006335,protein
RBBP4,GO:0006338,protein
RBBP4,GO:0006355,protein
NCBP1,GO:0000184,protein
NCBP1,GO:0000245,protein
NCBP1,GO:0006370,protein
NCBP1,GO:0006401,protein
NCBP1,GO:0006406,protein
NCBP1,GO:0006408,protein
NCBP1,GO:0006446,protein
NCBP1,GO:0008334,protein
NCBP1,GO:0016071,protein
NCBP1,GO:0030307,protein
NCBP1,GO:0031442,protein
NCBP1,GO:0042789,protein
NCBP1,GO:0048026,protein
NCBP1,GO:0051607,protein
NCBP1,GO:1905216,protein
MGAT3,GO:0008104,protein
MGAT3,GO:0030334,protein
MGAT5,GO:0006487,protein
MGAT5,GO:0018279,protein
MGAT5,GO:0030335,protein
MGAT5,GO:1903614,protein
MGAT5,GO:1904894,protein
KCNA1,GO:0010960,protein
KCNA1,GO:0042391,protein
KCNA1,GO:0050905,protein
KCNA1,GO:0071805,protein
KCNA1,GO:0086011,protein
EP300,GO:0000122,protein
EP300,GO:0001666,protein
EP300,GO:0006110,protein
EP300,GO:0006473,protein
EP300,GO:0006475,protein
EP300,GO:0006915,protein
EP300,GO:0007249,protein
EP300,GO:0010507,protein
EP300,GO:0010742,protein
EP300,GO:0010976,protein
EP300,GO:0018076,protein
EP300,GO:0018393,protein
EP300,GO:0018394,protein
EP300,GO:0030511,protein
EP300,GO:0031333,protein
EP300,GO:0031648,protein
EP300,GO:0031669,protein
EP300,GO:0034644,protein
EP300,GO:0042307,protein
EP300,GO:0042771,protein
EP300,GO:0043627,protein
EP300,GO:0043923,protein
EP300,GO:0045721,protein
EP300,GO:0045815,protein
EP300,GO:0045893,protein
EP300,GO:0045944,protein
EP300,GO:0046427,protein
EP300,GO:0051091,protein
EP300,GO:0060765,protein
EP300,GO:0061921,protein
EP300,GO:0071233,protein
EP300,GO:0090043,protein
EP300,GO:0140066,protein
EP300,GO:0140067,protein
EP300,GO:1904263,protein
EP300,GO:2000330,protein
AHNAK,GO:1901385,protein
IFFO1,GO:0006303,protein
IFFO1,GO:1990166,protein
IFFO1,GO:1990683,protein
SLC10A7,GO:0006874,protein
SLC10A7,GO:0030210,protein
SLC10A7,GO:0034436,protein
SLC10A7,GO:0048193,protein
SLC10A7,GO:0060348,protein
TBC1D8B,GO:0003094,protein
TBC1D8B,GO:0016192,protein
FCHO2,GO:0048268,protein
FCHO2,GO:0072583,protein
LMOD3,GO:0006941,protein
LMOD3,GO:0030240,protein
LMOD3,GO:0045010,protein
LMOD3,GO:0048743,protein
INCA1,GO:0045736,protein
CGNL1,GO:0007015,protein
CGNL1,GO:0051058,protein
CGNL1,GO:0051497,protein
CGNL1,GO:0150105,protein
LAMTOR4,GO:0008361,protein
LAMTOR4,GO:0032008,protein
LAMTOR4,GO:0061462,protein
LAMTOR4,GO:0071230,protein
LAMTOR4,GO:1904263,protein
NEXN,GO:0030334,protein
MGAT2,GO:0018279,protein
GALNT2,GO:0006493,protein
GALNT2,GO:0016266,protein
GALNT2,GO:0018242,protein
GALNT2,GO:0018243,protein
GALNT2,GO:0051604,protein
GALNT1,GO:0006493,protein
GALNT1,GO:0018242,protein
GALNT1,GO:0018243,protein
MN1,GO:0033689,protein
MN1,GO:0070564,protein
MN1,GO:1902806,protein
DBP,GO:0045944,protein
BST1,GO:0001952,protein
BST1,GO:0008284,protein
BST1,GO:0032956,protein
BST1,GO:0050727,protein
BST1,GO:0050730,protein
BST1,GO:0050848,protein
BST1,GO:0090022,protein
BST2,GO:0002737,protein
BST2,GO:0009615,protein
BST2,GO:0030308,protein
BST2,GO:0030336,protein
BST2,GO:0043123,protein
BST2,GO:0045071,protein
BST2,GO:0045087,protein
BST2,GO:0051607,protein
BST2,GO:1901253,protein
PMPCA,GO:0006627,protein
FUT5,GO:0006487,protein
FUT5,GO:0006493,protein
FUT5,GO:0006672,protein
FUT5,GO:0009311,protein
FUT7,GO:0006486,protein
FUT7,GO:0006672,protein
FUT7,GO:0007566,protein
FUT7,GO:0022407,protein
FUT7,GO:0022409,protein
FUT7,GO:0045785,protein
FUT7,GO:0046626,protein
FUT7,GO:0060353,protein
FUT7,GO:1903037,protein
FUT7,GO:1903236,protein
FUT7,GO:1904996,protein
ST3GAL1,GO:0010706,protein
ST3GAL1,GO:1990743,protein
ST3GAL4,GO:0006486,protein
ST3GAL4,GO:0009101,protein
ST3GAL4,GO:0009247,protein
ST3GAL4,GO:0009312,protein
ST3GAL4,GO:0030259,protein
ST3GAL4,GO:0050890,protein
ST3GAL4,GO:0097503,protein
ST3GAL4,GO:1903238,protein
ST3GAL4,GO:1990743,protein
TMEM94,GO:0160176,protein
NUP160,GO:0006406,protein
NUP160,GO:0072006,protein
SCAP,GO:0032933,protein
SCAP,GO:0045542,protein
SREBF2,GO:0010886,protein
SREBF2,GO:0090370,protein
SREBF2,GO:0045944,protein
SREBF2,GO:0000122,protein
SREBF2,GO:0009267,protein
SREBF2,GO:0032933,protein
SREBF2,GO:0045542,protein
SREBF2,GO:1901524,protein
SREBF2,GO:1903955,protein
ARHGEF5,GO:0070372,protein
ARHGEF5,GO:0043087,protein
ARHGEF5,GO:0032956,protein
ARHGEF5,GO:0043507,protein
ARHGEF5,GO:0051091,protein
ARHGEF5,GO:0051493,protein
ARHGEF5,GO:0051496,protein
ARHGEF5,GO:1904591,protein
FOXO1,GO:0006915,protein
FOXO1,GO:0009267,protein
FOXO1,GO:0010508,protein
FOXO1,GO:0032873,protein
FOXO1,GO:0043065,protein
FOXO1,GO:0043066,protein
FOXO1,GO:0045722,protein
FOXO1,GO:0045732,protein
FOXO1,GO:0045893,protein
FOXO1,GO:0045944,protein
FOXO1,GO:0071455,protein
TBL3,GO:0042274,protein
KCNMA1,GO:0001666,protein
KCNMA1,GO:0006813,protein
KCNMA1,GO:0006970,protein
KCNMA1,GO:0030007,protein
KCNMA1,GO:0034465,protein
KCNMA1,GO:0042391,protein
KCNMA1,GO:0043065,protein
KCNMA1,GO:0045794,protein
KCNMA1,GO:0051592,protein
KCNMA1,GO:0060073,protein
KCNMA1,GO:0060083,protein
TWF1,GO:0043538,protein
HYAL1,GO:0000302,protein
HYAL1,GO:0006954,protein
HYAL1,GO:0009615,protein
HYAL1,GO:0010634,protein
HYAL1,GO:0030212,protein
HYAL1,GO:0030213,protein
HYAL1,GO:0030214,protein
HYAL1,GO:0030307,protein
HYAL1,GO:0030308,protein
HYAL1,GO:0036120,protein
HYAL1,GO:0044344,protein
HYAL1,GO:0045766,protein
HYAL1,GO:0045785,protein
HYAL1,GO:0045927,protein
HYAL1,GO:0046677,protein
HYAL1,GO:0050679,protein
HYAL1,GO:0071347,protein
HYAL1,GO:0071467,protein
HYAL1,GO:0071493,protein
HYAL1,GO:1900087,protein
HYAL1,GO:1900106,protein
ASPH,GO:0045862,protein
ASPH,GO:0097202,protein
TFCP2,GO:0006357,protein
TFCP2,GO:0042789,protein
TFCP2,GO:0045944,protein
AKAP13,GO:0007186,protein
AKAP13,GO:0035025,protein
AKAP13,GO:0043123,protein
AKAP13,GO:0071875,protein
EFEMP1,GO:0006355,protein
EFEMP1,GO:0007173,protein
EFEMP1,GO:0018108,protein
EFEMP1,GO:0032331,protein
KCNH2,GO:0086091,protein
KCNH2,GO:0042391,protein
KCNH2,GO:0045893,protein
KCNH2,GO:0055075,protein
KCNH2,GO:0060048,protein
KCNH2,GO:0060306,protein
KCNH2,GO:0060307,protein
KCNH2,GO:0071466,protein
KCNH2,GO:0071805,protein
KCNH2,GO:0086005,protein
KCNH2,GO:0086009,protein
KCNH2,GO:0086010,protein
KCNH2,GO:0086011,protein
KCNH2,GO:0086013,protein
KCNH2,GO:0097623,protein
KCNH2,GO:0098915,protein
KCNH2,GO:1901379,protein
KCNH2,GO:1901380,protein
KCNH2,GO:1901381,protein
KCNH2,GO:1903765,protein
KCNH2,GO:1990573,protein
SMARCB1,GO:0039692,protein
SMARCB1,GO:0006337,protein
SMARCB1,GO:0006338,protein
SMARCB1,GO:0043923,protein
SMARCB1,GO:0045815,protein
SMARCB1,GO:0045944,protein
SMARCB1,GO:0051091,protein
SMARCB1,GO:1901838,protein
SMARCB1,GO:1902661,protein
RAB40B,GO:1990748,protein
BPTF,GO:0000122,protein
BPTF,GO:0006338,protein
BPTF,GO:0006355,protein
BPTF,GO:0006357,protein
BPTF,GO:0007420,protein
BPTF,GO:0045944,protein
CDC20,GO:0031145,protein
CDC20,GO:0045842,protein
CDC20,GO:1904668,protein
CDC20,GO:1990949,protein
ZP4,GO:0002922,protein
ZP4,GO:0042102,protein
ZP4,GO:0060478,protein
ZP4,GO:2000344,protein
ZP4,GO:2000360,protein
POU4F2,GO:0000165,protein
POU4F2,GO:0030520,protein
POU4F2,GO:0045944,protein
STX4,GO:0002639,protein
STX4,GO:0008284,protein
STX4,GO:0017157,protein
STX4,GO:0030335,protein
STX4,GO:0034599,protein
STX4,GO:0035774,protein
STX4,GO:0043085,protein
STX4,GO:0043311,protein
STX4,GO:0045785,protein
STX4,GO:0048284,protein
STX4,GO:0050921,protein
STX4,GO:0060291,protein
STX4,GO:1902041,protein
STX4,GO:1903078,protein
STX4,GO:1903575,protein
STX4,GO:2000010,protein
GRSF1,GO:0000962,protein
MAP4K2,GO:0006468,protein
MAP4K2,GO:0035556,protein
MAP4K2,GO:0043507,protein
MAP4K2,GO:0046330,protein
MAP3K12,GO:0006468,protein
MAP3K12,GO:0045893,protein
MAP3K12,GO:0070374,protein
NFIA,GO:0045944,protein
CDH17,GO:0007229,protein
CDH17,GO:0033626,protein
MERTK,GO:0006909,protein
MERTK,GO:0050766,protein
MERTK,GO:2000107,protein
CHD3,GO:0000122,protein
CHD3,GO:0006338,protein
CHD3,GO:0007051,protein
CHD3,GO:0007098,protein
SF3A3,GO:0000398,protein
SF3A3,GO:0006397,protein
SF3A3,GO:1903241,protein
GRIN2A,GO:1904646,protein
GRIN2A,GO:0045471,protein
GRIN2A,GO:0097553,protein
DPYD,GO:0006145,protein
DPYD,GO:0006208,protein
DPYD,GO:0006210,protein
DPYD,GO:0006212,protein
DPYD,GO:0006214,protein
FAP,GO:0006508,protein
FAP,GO:0010710,protein
FAP,GO:0010716,protein
FAP,GO:0043542,protein
FAP,GO:0051603,protein
FAP,GO:1903054,protein
COX10,GO:0006784,protein
COX10,GO:0008535,protein
TP53BP1,GO:0006974,protein
TP53BP1,GO:0006303,protein
TP53BP1,GO:0045830,protein
TP53BP1,GO:0045944,protein
TP53BP1,GO:0051260,protein
TP53BP1,GO:0097680,protein
TP53BP1,GO:1990166,protein
TP53BP1,GO:2000042,protein
HYAL2,GO:0000302,protein
HYAL2,GO:0006027,protein
HYAL2,GO:0009615,protein
HYAL2,GO:0010764,protein
HYAL2,GO:0019064,protein
HYAL2,GO:0030214,protein
HYAL2,GO:0030308,protein
HYAL2,GO:0032755,protein
HYAL2,GO:0032757,protein
HYAL2,GO:0042117,protein
HYAL2,GO:0043407,protein
HYAL2,GO:0044344,protein
HYAL2,GO:0050729,protein
HYAL2,GO:0051898,protein
HYAL2,GO:0061099,protein
HYAL2,GO:0071347,protein
HYAL2,GO:0071493,protein
HYAL2,GO:0071560,protein
TMEM115,GO:0006890,protein
IFRD2,GO:0017148,protein
TRIM26,GO:0043161,protein
TRIM26,GO:0044790,protein
TRIM26,GO:0045087,protein
TRIM26,GO:0046597,protein
TRIM26,GO:0051091,protein
TRIM26,GO:0070979,protein
TRIM26,GO:1901224,protein
AIMP1,GO:0001937,protein
AIMP1,GO:0007267,protein
AIMP1,GO:0050900,protein
ILF2,GO:0045893,protein
ILF3,GO:0006468,protein
ILF3,GO:0045892,protein
ILF3,GO:0045893,protein
LMAN2,GO:0006890,protein
LMAN2,GO:0050766,protein
PTPRJ,GO:0008285,protein
PTPRJ,GO:0010642,protein
PTPRJ,GO:0030155,protein
PTPRJ,GO:0030220,protein
PTPRJ,GO:0030308,protein
PTPRJ,GO:0030336,protein
PTPRJ,GO:0035335,protein
PTPRJ,GO:0042059,protein
PTPRJ,GO:0043116,protein
PTPRJ,GO:0043407,protein
PTPRJ,GO:0045785,protein
PTPRJ,GO:0048008,protein
PTPRJ,GO:0050860,protein
PTPRJ,GO:0050918,protein
PTPRJ,GO:0051894,protein
PTPRJ,GO:0051897,protein
PTPRJ,GO:0051898,protein
PTPN13,GO:0001933,protein
PTPN13,GO:0006470,protein
PTPN13,GO:0035335,protein
PTPN13,GO:0051896,protein
TRAP1,GO:0009386,protein
TRAP1,GO:1901856,protein
TRAF2,GO:0045087,protein
TRAF2,GO:0002726,protein
TRAF2,GO:0032743,protein
TRAF2,GO:0033209,protein
TRAF2,GO:0038061,protein
TRAF2,GO:0042981,protein
TRAF2,GO:0043254,protein
TRAF2,GO:0043507,protein
TRAF2,GO:0051091,protein
TRAF2,GO:0051092,protein
TRAF2,GO:0051865,protein
TRAF2,GO:0070534,protein
TRAF2,GO:2001238,protein
FOXF1,GO:0001568,protein
FOXF1,GO:0001701,protein
FOXF1,GO:0001763,protein
FOXF1,GO:0003197,protein
FOXF1,GO:0003214,protein
FOXF1,GO:0007494,protein
FOXF1,GO:0007507,protein
FOXF1,GO:0030323,protein
FOXF1,GO:0030324,protein
FOXF1,GO:0031016,protein
FOXF1,GO:0045893,protein
FOXF1,GO:0045944,protein
FOXF1,GO:0048557,protein
FOXF1,GO:0048565,protein
FOXF1,GO:0048613,protein
FOXF1,GO:0060426,protein
FOXF1,GO:0060438,protein
FOXF1,GO:0060841,protein
FOXF1,GO:0072189,protein
FOXF1,GO:0097070,protein
FOXF2,GO:0045944,protein
FOXF2,GO:0032434,protein
FOXF2,GO:0045893,protein
FOXF2,GO:0048806,protein
FOXF2,GO:0060021,protein
FOXF2,GO:1902914,protein
FOXC1,GO:0001654,protein
FOXC1,GO:0007507,protein
FOXC1,GO:0045893,protein
FOXC1,GO:0006355,protein
FOXC1,GO:0008283,protein
FOXC1,GO:0010718,protein
FOXC1,GO:0016477,protein
FOXC1,GO:0042475,protein
FOXC1,GO:0043388,protein
FOXC1,GO:0045618,protein
FOXC1,GO:0045930,protein
FOXC1,GO:0045944,protein
FOXC1,GO:0071364,protein
FOXI1,GO:0045944,protein
FOXL1,GO:0007507,protein
ANK3,GO:0000281,protein
ANK3,GO:0007009,protein
ANK3,GO:0043001,protein
ANK3,GO:0045184,protein
ANK3,GO:0071709,protein
ANK3,GO:0072659,protein
ANK3,GO:0072660,protein
DLG1,GO:1901222,protein
DLG1,GO:0000122,protein
DLG1,GO:0001935,protein
DLG1,GO:0007015,protein
DLG1,GO:0008360,protein
DLG1,GO:0030866,protein
DLG1,GO:0030953,protein
DLG1,GO:0031503,protein
DLG1,GO:0042391,protein
DLG1,GO:0043268,protein
DLG1,GO:0043622,protein
DLG1,GO:0051660,protein
DLG1,GO:0070373,protein
DLG1,GO:0070830,protein
DLG1,GO:0072659,protein
DLG1,GO:0098609,protein
DLG1,GO:1902473,protein
DLG1,GO:1903078,protein
DLG1,GO:1903753,protein
DLG1,GO:2000134,protein
TAF10,GO:0006352,protein
TAF10,GO:0006357,protein
TAF10,GO:0006367,protein
TAF10,GO:0042789,protein
TAF10,GO:0060261,protein
MYO1E,GO:0006897,protein
NFATC3,GO:0045944,protein
NFATC3,GO:1902894,protein
NFATC3,GO:1905064,protein
ABR,GO:0090630,protein
NPRL3,GO:0034198,protein
NPRL3,GO:1904262,protein
BNIP1,GO:0007029,protein
BNIP1,GO:0016320,protein
BNIP1,GO:0140208,protein
BNIP3,GO:0016239,protein
BNIP3,GO:0043069,protein
BNIP3,GO:0071456,protein
BNIP3,GO:0010637,protein
BNIP3,GO:0035694,protein
BNIP3,GO:0043065,protein
BNIP3,GO:0043068,protein
BNIP3,GO:0043243,protein
BNIP3,GO:0043653,protein
BNIP3,GO:0045837,protein
BNIP3,GO:0046902,protein
BNIP3,GO:0051607,protein
BNIP3,GO:0071279,protein
BNIP3,GO:0072593,protein
BNIP3,GO:0090141,protein
BNIP3,GO:0090200,protein
BNIP3,GO:0097345,protein
BNIP3,GO:0140507,protein
BNIP3,GO:1990144,protein
NFX1,GO:0000122,protein
NFX1,GO:0051865,protein
CSTF3,GO:0180010,protein
GRIK2,GO:0048172,protein
GRIK2,GO:0050804,protein
GRIK2,GO:0050806,protein
GRIK3,GO:0042391,protein
GRIK3,GO:0007215,protein
GRIK3,GO:0007216,protein
TIAM1,GO:0007160,protein
TIAM1,GO:0008284,protein
TIAM1,GO:0010717,protein
TIAM1,GO:0016477,protein
TIAM1,GO:0016601,protein
TIAM1,GO:0030335,protein
TIAM1,GO:0032092,protein
TIAM1,GO:0065003,protein
TIAM1,GO:0090630,protein
MLLT11,GO:0043065,protein
MLLT11,GO:0045893,protein
MLLT11,GO:0051901,protein
MLLT11,GO:0090200,protein
MLLT11,GO:0097191,protein
MLLT11,GO:0097193,protein
PLA2R1,GO:0001819,protein
PLA2R1,GO:0043517,protein
PLA2R1,GO:0072593,protein
PLA2R1,GO:0090399,protein
PLA2R1,GO:0090403,protein
PLA2R1,GO:1904635,protein
AKAP6,GO:0060306,protein
AKAP6,GO:0071320,protein
AKAP6,GO:1901381,protein
AKAP6,GO:1902261,protein
PRDM2,GO:0000122,protein
PRDM2,GO:0045944,protein
STRN3,GO:0035331,protein
CDC16,GO:0031145,protein
CDC16,GO:0070936,protein
CDC16,GO:0070979,protein
STK4,GO:0000902,protein
STK4,GO:0001934,protein
STK4,GO:0006468,protein
STK4,GO:0032092,protein
STK4,GO:0033138,protein
STK4,GO:0046777,protein
STK4,GO:0050821,protein
STK4,GO:0006606,protein
STK4,GO:0006915,protein
STK4,GO:0018105,protein
STK4,GO:0035329,protein
STK4,GO:0035556,protein
STK4,GO:0043065,protein
STK4,GO:0090090,protein
TRIM32,GO:0000045,protein
TRIM32,GO:0000209,protein
TRIM32,GO:0006511,protein
TRIM32,GO:0006979,protein
TRIM32,GO:0010508,protein
TRIM32,GO:0010994,protein
TRIM32,GO:0016567,protein
TRIM32,GO:0030307,protein
TRIM32,GO:0030335,protein
TRIM32,GO:0032897,protein
TRIM32,GO:0034144,protein
TRIM32,GO:0042594,protein
TRIM32,GO:0043123,protein
TRIM32,GO:0044790,protein
TRIM32,GO:0045087,protein
TRIM32,GO:0045787,protein
TRIM32,GO:0045862,protein
TRIM32,GO:0051091,protein
TRIM32,GO:0051092,protein
TRIM32,GO:0070534,protein
TRIM32,GO:1902018,protein
TRIM32,GO:1902230,protein
TRIM32,GO:2000786,protein
COASY,GO:0015937,protein
TRDN,GO:0060047,protein
NAIP,GO:0042981,protein
NAIP,GO:0010804,protein
NAIP,GO:0043154,protein
NAIP,GO:0046330,protein
TRAF1,GO:0051092,protein
TRAF1,GO:2001236,protein
PLA2G7,GO:0034374,protein
PLA2G7,GO:0034440,protein
PLA2G7,GO:0034441,protein
PLA2G7,GO:0034638,protein
PLA2G7,GO:0046469,protein
PLA2G7,GO:0062234,protein
PLA2G7,GO:0090026,protein
LCP2,GO:0050852,protein
GPS1,GO:0000338,protein
IFT88,GO:0045724,protein
ZBTB17,GO:0070314,protein
ZBTB17,GO:0008285,protein
ZBTB17,GO:0045944,protein
USP4,GO:0000244,protein
USP4,GO:0016579,protein
USP4,GO:0031397,protein
USP4,GO:0031647,protein
USP4,GO:0034394,protein
USP4,GO:1904263,protein
CHAF1A,GO:0006334,protein
CHAF1A,GO:0006335,protein
CHAF1B,GO:0006334,protein
CHAF1B,GO:0006335,protein
TRAF3,GO:0030162,protein
TRAF3,GO:0032088,protein
TRAF3,GO:0032481,protein
TRAF3,GO:0033209,protein
TRAF3,GO:0034142,protein
DUSP4,GO:0016311,protein
DUSP4,GO:0070373,protein
KLF10,GO:0045944,protein
IK,GO:0000278,protein
IK,GO:0000398,protein
IK,GO:0007094,protein
IK,GO:0034501,protein
MTAP,GO:0006738,protein
REST,GO:0000122,protein
REST,GO:0001666,protein
REST,GO:0008285,protein
REST,GO:0010629,protein
REST,GO:0032348,protein
REST,GO:0043065,protein
REST,GO:0043280,protein
REST,GO:0043922,protein
REST,GO:0045665,protein
REST,GO:0045892,protein
REST,GO:0045893,protein
REST,GO:0046676,protein
REST,GO:0050877,protein
REST,GO:0071257,protein
REST,GO:0071385,protein
REST,GO:0071466,protein
REST,GO:1902459,protein
REST,GO:1902894,protein
REST,GO:2000065,protein
REST,GO:2000740,protein
REST,GO:2000798,protein
PRKAA1,GO:1905691,protein
PRKAA1,GO:0006468,protein
PRKAA1,GO:0010508,protein
PRKAA1,GO:0010628,protein
PRKAA1,GO:0031669,protein
PRKAA1,GO:0042149,protein
PRKAA1,GO:0061744,protein
PRKAA1,GO:0061762,protein
PRKAA1,GO:0070050,protein
PRKAA1,GO:1903944,protein
PRKAA1,GO:1904262,protein
PRKAA1,GO:1990044,protein
NR1H3,GO:0009755,protein
NR1H3,GO:0010867,protein
NR1H3,GO:0010875,protein
NR1H3,GO:0010887,protein
NR1H3,GO:0032369,protein
NR1H3,GO:0032376,protein
NR1H3,GO:0032570,protein
NR1H3,GO:0034145,protein
NR1H3,GO:0042632,protein
NR1H3,GO:0042789,protein
NR1H3,GO:0043277,protein
NR1H3,GO:0045723,protein
NR1H3,GO:0045893,protein
NR1H3,GO:0045944,protein
NR1H3,GO:0046889,protein
NR1H3,GO:0048550,protein
NR1H3,GO:0051006,protein
NR1H3,GO:0051247,protein
NR1H3,GO:0071222,protein
PPFIA1,GO:0051497,protein
PPFIA1,GO:1903077,protein
CALCOCO2,GO:0034341,protein
CALCOCO2,GO:0098792,protein
CALCOCO2,GO:1901098,protein
EIF2B5,GO:0001541,protein
EIF2B5,GO:0002183,protein
EIF2B5,GO:0006413,protein
EIF2B5,GO:0009408,protein
EIF2B5,GO:0014002,protein
EIF2B5,GO:0014003,protein
EIF2B5,GO:0034976,protein
EIF2B5,GO:0042552,protein
EIF2B5,GO:0048708,protein
EIF2B5,GO:0050852,protein
BAMBI,GO:0045668,protein
BAMBI,GO:0030514,protein
BAMBI,GO:0008284,protein
BAMBI,GO:0008360,protein
BAMBI,GO:0010718,protein
BAMBI,GO:0016477,protein
BAMBI,GO:0030512,protein
BAMBI,GO:0032092,protein
BAMBI,GO:0045893,protein
BAMBI,GO:0090263,protein
TARDBP,GO:0001933,protein
TARDBP,GO:0008380,protein
TARDBP,GO:0010629,protein
TARDBP,GO:0031647,protein
TARDBP,GO:0042981,protein
TARDBP,GO:0043922,protein
TARDBP,GO:0051726,protein
TARDBP,GO:0061158,protein
TARDBP,GO:0070935,protein
TARDBP,GO:0071765,protein
TARDBP,GO:1990000,protein
PAK1,GO:0000165,protein
PAK1,GO:0016477,protein
PAK1,GO:0030036,protein
PAK1,GO:0001934,protein
PAK1,GO:0006338,protein
PAK1,GO:0006468,protein
PAK1,GO:0006974,protein
PAK1,GO:0008284,protein
PAK1,GO:0016310,protein
PAK1,GO:0030335,protein
PAK1,GO:0031116,protein
PAK1,GO:0033138,protein
PAK1,GO:0033148,protein
PAK1,GO:0042060,protein
PAK1,GO:0043507,protein
PAK1,GO:0046777,protein
PAK1,GO:0048012,protein
PAK1,GO:0048754,protein
PAK1,GO:0051496,protein
PAK1,GO:0060244,protein
PAK1,GO:0090063,protein
PAK1,GO:1903608,protein
RPA4,GO:0033260,protein
RPA4,GO:0000077,protein
RPA4,GO:0006281,protein
RPA4,GO:0006289,protein
FADD,GO:0006915,protein
FADD,GO:0008625,protein
FADD,GO:0032757,protein
FADD,GO:0032760,protein
FADD,GO:0036462,protein
FADD,GO:0043065,protein
FADD,GO:0045651,protein
FADD,GO:0045862,protein
FADD,GO:0045944,protein
FADD,GO:0051607,protein
FADD,GO:0060340,protein
FADD,GO:0071550,protein
FADD,GO:0097190,protein
FADD,GO:0097191,protein
FADD,GO:0097202,protein
FADD,GO:0097527,protein
FADD,GO:2001238,protein
MAPK7,GO:0034115,protein
MAPK7,GO:0045944,protein
MAPK7,GO:0051247,protein
MAPK7,GO:0060761,protein
MAPK7,GO:0070301,protein
MAPK7,GO:0071363,protein
MAPK7,GO:0071499,protein
MAPK7,GO:0071560,protein
MAPK7,GO:1902176,protein
MAPK7,GO:2000352,protein
MAPK7,GO:2001240,protein
PAK2,GO:0006468,protein
PAK2,GO:0046777,protein
PAK2,GO:0016310,protein
PAK2,GO:0018105,protein
PAK2,GO:0034333,protein
PAK2,GO:0043066,protein
PAK2,GO:0050731,protein
PAK2,GO:0051493,protein
PAK2,GO:0051497,protein
PAK2,GO:0070830,protein
