DrugID,DiseaseID,genes_count_ppi,genes_count_msi,same_genes_count,Jaccard_similarity
U83,C0032285,31,24,24,0.7741935483870968
U858,C0023380,76,72,72,0.9473684210526315
U488,C0020429,57,50,42,0.6461538461538462
U867,C0030193,77,59,58,0.7435897435897436
U52,C0013595,32,28,28,0.875
U874,C0013604,66,41,40,0.5970149253731343
U875,C0010200,23,19,19,0.8260869565217391
U560,C0020429,75,62,61,0.8026315789473685
U513,C0030193,77,61,60,0.7692307692307693
U594,C0020429,78,72,72,0.9230769230769231
U614,C0030193,67,46,43,0.6142857142857143
U351,C0013595,32,27,27,0.84375
U765,C0018989,27,21,21,0.7777777777777778
U230,C0700590,77,53,52,0.6666666666666666
U533,C0010200,22,17,17,0.7727272727272727
U944,C0851578,24,19,19,0.7916666666666666
U439,C0019825,31,17,17,0.5483870967741935
U36,C0018681,36,30,30,0.8333333333333334
U169,C0000737,85,44,43,0.5
U349,C0010200,23,21,21,0.9130434782608695
U396,C0020429,78,72,72,0.9230769230769231
U837,C0039070,23,20,20,0.8695652173913043
U321,C0018681,35,21,21,0.6
U248,C0039070,22,20,19,0.8260869565217391
U607,C0000737,92,79,79,0.8586956521739131
U959,C0010200,23,21,21,0.9130434782608695
U50,C0030193,77,64,63,0.8076923076923077
U135,C0851578,24,14,14,0.5833333333333334
U5,C0000737,92,78,78,0.8478260869565217
U590,C0042963,87,14,11,0.12222222222222222
U803,C0015967,106,57,54,0.4954128440366973
U627,C0020429,77,70,69,0.8846153846153846
U859,C0020429,78,71,71,0.9102564102564102
U826,C0000737,92,76,76,0.8260869565217391
U841,C0012833,27,25,25,0.9259259259259259
U463,C0009806,155,117,117,0.7548387096774194
U872,C0030193,73,53,52,0.7027027027027027
U447,C0030193,76,54,54,0.7105263157894737
U999,C0008031,37,35,35,0.9459459459459459
U776,C0008031,37,35,35,0.9459459459459459
U443,C0008031,36,33,33,0.9166666666666666
U691,C0030193,75,54,51,0.6538461538461539
U635,C0018989,27,17,17,0.6296296296296297
U180,C0237326,131,95,95,0.7251908396946565
U779,C0010200,23,20,20,0.8695652173913043
U382,C0015967,124,109,109,0.8790322580645161
U430,C0018681,36,30,30,0.8333333333333334
U40,C0022346,2,11,1,0.08333333333333333
U382,C0011991,115,96,95,0.8189655172413793
U77,C0009421,53,14,14,0.2641509433962264
U526,C0013595,32,20,20,0.625
U265,C0036572,542,320,304,0.5448028673835126
U505,C0237326,132,116,116,0.8787878787878788
U6,C0009421,57,48,48,0.8421052631578947
U120,C0030193,77,64,63,0.8076923076923077
U963,C0020429,78,72,72,0.9230769230769231
U693,C0020429,77,67,66,0.8461538461538461
U211,C0030193,72,50,49,0.6712328767123288
U202,C0030193,78,67,67,0.8589743589743589
U858,C0020429,78,71,71,0.9102564102564102
U914,C0020429,75,59,58,0.7631578947368421
U58,C0020429,64,44,37,0.5211267605633803
U578,C0030193,78,68,68,0.8717948717948718
U363,C0013595,32,21,21,0.65625
U971,C0000737,92,70,70,0.7608695652173914
U10,C0009806,154,118,117,0.7548387096774194
U247,C0231835,19,7,7,0.3684210526315789
U463,C0237326,131,106,106,0.8091603053435115
U58,C0030193,63,39,33,0.4782608695652174
U360,C0042571,27,25,25,0.9259259259259259
U670,C0000737,92,73,73,0.7934782608695652
U54,C0042963,110,84,84,0.7636363636363637
U670,C0042798,169,136,136,0.8047337278106509
U206,C0030193,77,62,61,0.782051282051282
U372,C0015967,123,103,102,0.8225806451612904
U26,C0018681,36,27,27,0.75
U834,C0020429,54,47,36,0.5538461538461539
U532,C0013595,32,28,28,0.875
U124,C0030193,70,47,45,0.625
U296,C0020429,36,22,15,0.3488372093023256
U730,C0042963,110,104,104,0.9454545454545454
U559,C0020429,78,71,71,0.9102564102564102
U196,C0023380,76,61,61,0.8026315789473685
U195,C0036572,541,268,256,0.4629294755877034
U582,C0015967,123,107,106,0.8548387096774194
U767,C0010200,23,21,21,0.9130434782608695
U171,C0030193,77,62,61,0.782051282051282
U697,C0030193,77,67,66,0.8461538461538461
U24,C0030193,78,64,64,0.8205128205128205
U630,C0003862,89,76,76,0.8539325842696629
U338,C0011991,114,81,79,0.6810344827586207
U162,C0012833,27,27,27,1.0
U496,C0013595,32,27,27,0.84375
U146,C0010200,23,20,20,0.8695652173913043
U829,C0011570,18,6,4,0.2
U297,C0030193,76,62,61,0.7922077922077922
U387,C0020429,75,57,56,0.7368421052631579
U566,C0011991,114,73,73,0.6403508771929824
U116,C0013604,64,37,36,0.5538461538461539
U447,C0237326,129,87,86,0.6615384615384615
U86,C0018681,30,24,20,0.5882352941176471
U268,C0012833,27,24,24,0.8888888888888888
U118,C0011991,114,94,92,0.7931034482758621
U584,C0237326,113,58,55,0.47413793103448276
U58,C0011991,100,40,38,0.37254901960784315
U958,C0010200,22,19,19,0.8636363636363636
U247,C0020429,53,46,36,0.5714285714285714
U195,C0020429,73,58,57,0.7702702702702703
U530,C0018681,36,28,28,0.7777777777777778
U734,C0013604,67,51,51,0.7611940298507462
U642,C0000737,88,55,54,0.6067415730337079
U451,C0020429,78,72,72,0.9230769230769231
U54,C0020429,78,66,66,0.8461538461538461
U207,C0010200,23,21,21,0.9130434782608695
U146,C0020429,77,62,61,0.782051282051282
U87,C0013604,67,52,52,0.7761194029850746
U637,C0020429,75,54,53,0.6973684210526315
U961,C0013604,67,47,47,0.7014925373134329
U205,C0973461,22,19,19,0.8636363636363636
U477,C0000737,91,67,66,0.717391304347826
U242,C0008031,35,26,26,0.7428571428571429
U914,C0011991,113,67,66,0.5789473684210527
U995,C0042571,27,25,25,0.9259259259259259
U146,C0039070,23,23,23,1.0
U640,C0015967,121,97,95,0.7723577235772358
U150,C0008031,37,37,37,1.0
U820,C0030193,14,33,10,0.2702702702702703
U206,C0020429,77,68,67,0.8589743589743589
U642,C0020429,75,55,54,0.7105263157894737
U861,C0011991,112,65,65,0.5803571428571429
U172,C0033774,55,30,29,0.5178571428571429
U627,C0000737,90,66,65,0.7142857142857143
U37,C0010200,23,19,19,0.8260869565217391
U504,C0010200,21,17,17,0.8095238095238095
U195,C0000737,88,55,54,0.6067415730337079
U789,C0010200,8,5,4,0.4444444444444444
U496,C0036572,560,353,344,0.6045694200351494
U325,C0030193,77,69,68,0.8717948717948718
U661,C0008031,37,34,34,0.918918918918919
U375,C0011991,115,99,98,0.8448275862068966
U516,C0020429,77,62,61,0.782051282051282
U629,C0011991,80,28,24,0.2857142857142857
U612,C0231835,3,1,0,0.0
U952,C0030193,74,45,45,0.6081081081081081
U711,C0020429,59,44,39,0.609375
U793,C0037317,34,21,21,0.6176470588235294
U679,C0032285,31,26,26,0.8387096774193549
U242,C0020429,54,44,36,0.5806451612903226
U721,C0542476,32,28,28,0.875
U382,C0020429,78,71,71,0.9102564102564102
U360,C0011991,114,94,92,0.7931034482758621
U440,C0030193,78,67,67,0.8589743589743589
U201,C0020429,78,72,72,0.9230769230769231
U164,C0032285,31,27,27,0.8709677419354839
U484,C0010200,23,21,21,0.9130434782608695
U262,C0011991,114,84,82,0.7068965517241379
U852,C0010200,23,18,18,0.782608695652174
