node,type
GO:0015700,GO
GO:0015702,GO
GO:0015703,GO
GO:0015704,GO
GO:1902025,GO
GO:0015707,GO
GO:0015708,GO
GO:0015709,GO
GO:0015710,GO
GO:0015712,GO
GO:1901264,GO
GO:0015713,GO
GO:0042873,GO
GO:0015714,GO
GO:0015715,GO
GO:0015716,GO
GO:0015717,GO
GO:0015719,GO
GO:0015720,GO
GO:0015724,GO
GO:0015726,GO
GO:0034219,GO
GO:0015728,GO
GO:0015731,GO
GO:0071715,GO
GO:0015733,GO
GO:0042918,GO
GO:0015735,GO
GO:0015736,GO
GO:0015737,GO
GO:0015738,GO
GO:0015743,GO
GO:0015745,GO
GO:0042869,GO
GO:0015750,GO
GO:0015751,GO
GO:0015752,GO
GO:0015753,GO
GO:0015754,GO
GO:0015756,GO
GO:0015759,GO
GO:0015761,GO
GO:0015762,GO
GO:0015763,GO
GO:0015764,GO
GO:0015765,GO
GO:1901656,GO
GO:0015766,GO
GO:0015772,GO
GO:0015767,GO
GO:0015768,GO
GO:0015769,GO
GO:0015771,GO
GO:0015773,GO
GO:2001088,GO
GO:0015774,GO
GO:0015775,GO
GO:0015776,GO
GO:0015777,GO
GO:0015778,GO
GO:0015779,GO
GO:0015780,GO
GO:0015783,GO
GO:0090480,GO
GO:0015787,GO
GO:0015789,GO
GO:0015791,GO
GO:0015792,GO
GO:0015794,GO
GO:0015795,GO
GO:0015796,GO
GO:0015797,GO
GO:0015799,GO
GO:0015802,GO
GO:0015803,GO
GO:0015806,GO
GO:0072337,GO
GO:0015814,GO
GO:0042938,GO
GO:1902022,GO
GO:0015830,GO
GO:1901571,GO
GO:0015834,GO
GO:0015836,GO
GO:0015838,GO
GO:0015839,GO
GO:0015841,GO
GO:0015842,GO
GO:0015849,GO
GO:0015854,GO
GO:0015855,GO
GO:0015856,GO
GO:0015857,GO
GO:0015859,GO
GO:0072530,GO
GO:0015864,GO
GO:0015863,GO
GO:0015868,GO
GO:0015869,GO
GO:1901374,GO
GO:0051937,GO
GO:0015876,GO
GO:0015916,GO
GO:0015877,GO
GO:0015880,GO
GO:0015883,GO
GO:0015885,GO
GO:1901678,GO
GO:0015890,GO
GO:0015891,GO
GO:0015895,GO
GO:0015899,GO
GO:0015901,GO
GO:0015903,GO
GO:0015904,GO
GO:0015905,GO
GO:0015919,GO
GO:1901337,GO
GO:0043574,GO
GO:0034030,GO
GO:0034033,GO
GO:0015938,GO
GO:0034031,GO
GO:0034034,GO
GO:0015940,GO
GO:0015941,GO
GO:0015943,GO
GO:0015944,GO
GO:0015945,GO
GO:0015946,GO
GO:0015947,GO
GO:0043446,GO
GO:0015948,GO
GO:0015975,GO
GO:0043447,GO
GO:0015949,GO
GO:0015950,GO
GO:0015951,GO
GO:0015952,GO
GO:0015953,GO
GO:0015954,GO
GO:0015955,GO
GO:0015956,GO
GO:0015957,GO
GO:0015958,GO
GO:0015959,GO
GO:0015960,GO
GO:0015961,GO
GO:0015962,GO
GO:0015963,GO
GO:0015965,GO
GO:0015967,GO
GO:0015968,GO
GO:0015969,GO
GO:0034035,GO
GO:0015970,GO
GO:0034036,GO
GO:0015971,GO
GO:0034037,GO
GO:0015972,GO
GO:0015973,GO
GO:0015974,GO
GO:0015976,GO
GO:0015985,GO
GO:0015986,GO
GO:0015987,GO
GO:0015988,GO
GO:0015990,GO
GO:0015994,GO
GO:0046149,GO
GO:0046341,GO
GO:0016031,GO
GO:0016036,GO
GO:0016037,GO
GO:0016038,GO
GO:0016039,GO
GO:0071840,GO
GO:0016048,GO
GO:0016053,GO
GO:0016054,GO
GO:0016056,GO
GO:0016057,GO
GO:0016058,GO
GO:0016059,GO
GO:0016060,GO
GO:1900737,GO
GO:0030265,GO
GO:0016063,GO
GO:0046154,GO
GO:0099003,GO
GO:0016080,GO
GO:0016081,GO
GO:0016090,GO
GO:0016091,GO
GO:0016092,GO
GO:0016093,GO
GO:0016099,GO
GO:0016114,GO
GO:0016100,GO
GO:0016115,GO
GO:0016103,GO
GO:0016108,GO
GO:0016109,GO
GO:0016110,GO
GO:0016111,GO
GO:0016112,GO
GO:0016113,GO
GO:0016116,GO
GO:0016117,GO
GO:0016118,GO
GO:0042214,GO
GO:0016120,GO
GO:0046246,GO
GO:0046247,GO
GO:0016123,GO
GO:0016124,GO
GO:1901616,GO
GO:0016130,GO
GO:0016131,GO
GO:0016133,GO
GO:0016134,GO
GO:0016135,GO
GO:0016136,GO
GO:0016143,GO
GO:0016144,GO
GO:0016145,GO
GO:0016182,GO
GO:0070142,GO
GO:0016183,GO
GO:0016185,GO
GO:0016188,GO
GO:0016189,GO
GO:0016191,GO
GO:0016198,GO
GO:0016199,GO
GO:0016200,GO
GO:0016201,GO
GO:0016202,GO
GO:1901861,GO
GO:0016203,GO
GO:0016204,GO
GO:0031163,GO
GO:0016257,GO
GO:0016258,GO
GO:0016259,GO
GO:0016260,GO
GO:0016261,GO
GO:0016267,GO
GO:0016269,GO
GO:0016270,GO
GO:0016318,GO
GO:0016319,GO
GO:0016321,GO
GO:0016325,GO
GO:0016330,GO
GO:0016332,GO
GO:0016333,GO
GO:0016335,GO
GO:0016336,GO
GO:0016338,GO
GO:0016340,GO
GO:0016344,GO
GO:0016345,GO
GO:0016346,GO
GO:0016348,GO
GO:0016360,GO
GO:0060582,GO
GO:0016475,GO
GO:2000181,GO
GO:0016539,GO
GO:0030908,GO
GO:0016543,GO
GO:0016544,GO
GO:0016545,GO
GO:0048065,GO
GO:0016546,GO
GO:0016555,GO
GO:0044743,GO
GO:0016598,GO
GO:0016998,GO
GO:0017001,GO
GO:0017003,GO
GO:0017006,GO
GO:0017007,GO
GO:0017008,GO
GO:0017009,GO
GO:0017010,GO
GO:0017011,GO
GO:0017012,GO
GO:0017013,GO
GO:0017014,GO
GO:0090092,GO
GO:1903844,GO
GO:0045898,GO
GO:0017062,GO
GO:0017085,GO
GO:0017126,GO
GO:0017143,GO
GO:1903305,GO
GO:0018202,GO
GO:0018199,GO
GO:0018200,GO
GO:0018214,GO
GO:0017189,GO
GO:0018194,GO
GO:0018197,GO
GO:0017193,GO
GO:0018201,GO
GO:0017194,GO
GO:0018203,GO
GO:0017195,GO
GO:0017197,GO
GO:0017198,GO
GO:0018209,GO
GO:0030920,GO
GO:0017199,GO
GO:0018210,GO
GO:0120257,GO
GO:0018000,GO
GO:0018001,GO
GO:0018213,GO
GO:0018004,GO
GO:0018256,GO
GO:0018005,GO
GO:0018006,GO
GO:0018321,GO
GO:0018007,GO
GO:0018198,GO
GO:0018011,GO
GO:0018012,GO
GO:0018014,GO
GO:0018015,GO
GO:0018207,GO
GO:0035568,GO
GO:0018019,GO
GO:0018020,GO
GO:0018028,GO
GO:0018029,GO
GO:0018032,GO
GO:0018058,GO
GO:0031363,GO
GO:0018059,GO
GO:0018060,GO
GO:0018061,GO
GO:0018062,GO
GO:0018211,GO
GO:0018335,GO
GO:0018067,GO
GO:0018336,GO
GO:0018068,GO
GO:0018070,GO
GO:0018215,GO
GO:0018072,GO
GO:0018082,GO
GO:0018083,GO
GO:0018084,GO
GO:0018085,GO
GO:0018193,GO
GO:0018366,GO
GO:0018102,GO
GO:0018103,GO
GO:0018104,GO
GO:0018106,GO
GO:0018109,GO
GO:0018195,GO
GO:0018115,GO
GO:0018116,GO
GO:0018175,GO
GO:0018131,GO
GO:0046484,GO
GO:0018143,GO
GO:0018144,GO
GO:0018147,GO
GO:0018315,GO
GO:0050844,GO
GO:0018148,GO
GO:0018153,GO
GO:0018262,GO
GO:0018159,GO
GO:0018160,GO
GO:0018161,GO
GO:0046453,GO
GO:0018165,GO
GO:0018177,GO
GO:0018167,GO
GO:0018168,GO
GO:0018172,GO
GO:0018173,GO
GO:0018174,GO
GO:0018178,GO
GO:0018180,GO
GO:0018182,GO
GO:0018184,GO
GO:0018185,GO
GO:0018186,GO
GO:0018187,GO
GO:0018188,GO
GO:0018189,GO
GO:0072351,GO
GO:0018190,GO
GO:0018204,GO
GO:0018217,GO
GO:0018218,GO
GO:0018219,GO
GO:0018533,GO
GO:0018220,GO
GO:0018221,GO
GO:0018226,GO
GO:0018227,GO
GO:0018228,GO
GO:0018231,GO
GO:0018235,GO
GO:0018238,GO
GO:0018240,GO
GO:0018280,GO
GO:0018241,GO
GO:0018244,GO
GO:0018245,GO
GO:0018246,GO
GO:0018247,GO
GO:0018249,GO
GO:0018250,GO
GO:0018251,GO
GO:0018254,GO
GO:0018257,GO
GO:0018258,GO
GO:0018259,GO
GO:0018260,GO
GO:0018261,GO
GO:0018265,GO
GO:0018266,GO
GO:0018267,GO
GO:0018268,GO
GO:0018269,GO
GO:0018270,GO
GO:0018352,GO
GO:0018275,GO
GO:0018278,GO
GO:0018281,GO
GO:0042082,GO
GO:0018282,GO
GO:0018284,GO
GO:0018285,GO
GO:0018287,GO
GO:0018288,GO
GO:0018289,GO
GO:0018290,GO
GO:0018291,GO
GO:0018292,GO
GO:0018294,GO
GO:0018295,GO
GO:0018296,GO
GO:0018297,GO
GO:0018299,GO
GO:0018301,GO
GO:0018302,GO
GO:0018303,GO
GO:0018304,GO
GO:0018305,GO
GO:0018306,GO
GO:0042040,GO
GO:0018316,GO
GO:0018317,GO
GO:0018339,GO
GO:0018340,GO
GO:0018341,GO
GO:0097354,GO
GO:0018353,GO
GO:0018355,GO
GO:0018356,GO
GO:0018357,GO
GO:0018358,GO
GO:0018359,GO
GO:0018360,GO
GO:0018361,GO
GO:0018362,GO
GO:0018363,GO
GO:0018378,GO
GO:0018379,GO
GO:0018386,GO
GO:0018387,GO
GO:0018388,GO
GO:0018389,GO
GO:0018396,GO
GO:0018400,GO
GO:0019471,GO
GO:0018402,GO
GO:0030204,GO
GO:0018403,GO
GO:0018404,GO
GO:0018405,GO
GO:0018406,GO
GO:0018411,GO
GO:0018412,GO
GO:0018413,GO
GO:0018414,GO
GO:0018415,GO
GO:0018416,GO
GO:0018417,GO
GO:0018418,GO
GO:0018419,GO
GO:0018425,GO
GO:0042077,GO
GO:0018426,GO
GO:0018427,GO
GO:0018428,GO
GO:0018429,GO
GO:0018441,GO
GO:0018864,GO
GO:0043452,GO
GO:0120244,GO
GO:0018865,GO
GO:0050898,GO
GO:0018866,GO
GO:0018867,GO
GO:0033073,GO
GO:0018868,GO
GO:0018870,GO
GO:0018873,GO
GO:0018965,GO
GO:0018874,GO
GO:0018876,GO
GO:0018877,GO
GO:0019497,GO
GO:0018878,GO
GO:0018879,GO
GO:0018880,GO
GO:0042196,GO
GO:0018881,GO
GO:0018882,GO
GO:0018883,GO
GO:0072338,GO
GO:0018884,GO
GO:0018885,GO
GO:0042197,GO
GO:0018886,GO
GO:0018887,GO
GO:0018888,GO
GO:0018889,GO
GO:0018890,GO
GO:0018891,GO
GO:0018892,GO
GO:0018893,GO
GO:0018894,GO
GO:0018895,GO
GO:0018896,GO
GO:0018897,GO
GO:0018898,GO
GO:0018899,GO
GO:0018900,GO
GO:0018901,GO
GO:0018903,GO
GO:0018905,GO
GO:0018906,GO
GO:0018907,GO
GO:0018909,GO
GO:0018910,GO
GO:0120252,GO
GO:0018911,GO
GO:0018912,GO
GO:0018915,GO
GO:0018914,GO
GO:0018919,GO
GO:0018920,GO
GO:0018921,GO
GO:0018922,GO
GO:0018923,GO
GO:0043692,GO
GO:1900673,GO
GO:0018924,GO
GO:0018925,GO
GO:0042212,GO
GO:0018926,GO
GO:0019694,GO
GO:0018928,GO
GO:0018929,GO
GO:0018930,GO
GO:0018933,GO
GO:0018934,GO
GO:0018935,GO
GO:0018936,GO
GO:0018937,GO
GO:0018938,GO
GO:0018939,GO
GO:0018940,GO
GO:0072490,GO
GO:0018942,GO
GO:0018943,GO
GO:0018944,GO
GO:0018945,GO
GO:0018946,GO
GO:0018947,GO
GO:0018948,GO
GO:0018949,GO
GO:0018950,GO
GO:0018951,GO
GO:0018952,GO
GO:0018953,GO
GO:0018954,GO
GO:0018955,GO
GO:0018956,GO
GO:0042216,GO
GO:0018957,GO
GO:0018959,GO
GO:0018961,GO
GO:0018962,GO
GO:0018963,GO
GO:0018964,GO
GO:0018966,GO
GO:0018967,GO
GO:0018968,GO
GO:0018969,GO
GO:0018970,GO
GO:0018971,GO
GO:0018972,GO
GO:0018973,GO
GO:0019326,GO
GO:0018974,GO
GO:0018975,GO
GO:0072491,GO
GO:0018976,GO
GO:0018977,GO
GO:0018978,GO
GO:0018979,GO
GO:0018980,GO
GO:0018982,GO
GO:0018983,GO
GO:0019330,GO
GO:0018984,GO
GO:0018985,GO
GO:0018989,GO
GO:0018990,GO
GO:0018991,GO
GO:0018992,GO
GO:0018993,GO
GO:0018996,GO
GO:0019042,GO
GO:0019043,GO
GO:0019044,GO
GO:0019045,GO
GO:0019048,GO
GO:0044003,GO
GO:0052031,GO
GO:0019057,GO
GO:0039656,GO
GO:0019058,GO
GO:0030581,GO
GO:0019061,GO
GO:0044650,GO
GO:0039663,GO
GO:0019069,GO
GO:0019070,GO
GO:0019072,GO
GO:0019073,GO
GO:0035891,GO
GO:0019080,GO
GO:0019084,GO
GO:0019087,GO
GO:0019090,GO
GO:0170037,GO
GO:0019091,GO
GO:0019092,GO
GO:0019093,GO
GO:0019094,GO
GO:0060811,GO
GO:0019095,GO
GO:0019096,GO
GO:0019097,GO
GO:0019099,GO
GO:0019100,GO
GO:0019101,GO
GO:0019102,GO
GO:0019121,GO
GO:0019122,GO
GO:0019123,GO
GO:0019124,GO
GO:0019125,GO
GO:0019126,GO
GO:0019128,GO
GO:0019129,GO
GO:0019226,GO
GO:0019227,GO
GO:0098870,GO
GO:0019230,GO
GO:0019231,GO
GO:0019232,GO
GO:0019234,GO
GO:0019235,GO
GO:0019241,GO
GO:0019242,GO
GO:0019243,GO
GO:0019244,GO
GO:0019245,GO
GO:0019246,GO
GO:0019247,GO
GO:0019248,GO
GO:0019250,GO
GO:0019251,GO
GO:0019253,GO
GO:0019256,GO
GO:0050899,GO
GO:0019257,GO
GO:0019258,GO
GO:0046263,GO
GO:0019260,GO
GO:0042206,GO
GO:0019261,GO
GO:0019263,GO
GO:0019264,GO
GO:0019266,GO
GO:0019267,GO
GO:0019270,GO
GO:0046442,GO
GO:0019271,GO
GO:0019272,GO
GO:0042852,GO
GO:0019273,GO
GO:0019277,GO
GO:0019278,GO
GO:0019279,GO
GO:0019280,GO
GO:0019281,GO
GO:0019283,GO
GO:0019284,GO
GO:0019285,GO
GO:0031456,GO
GO:0019286,GO
GO:0019287,GO
GO:0019289,GO
GO:0046494,GO
GO:0019292,GO
GO:0019293,GO
GO:0019294,GO
GO:0046364,GO
GO:0046400,GO
GO:0019295,GO
GO:0019296,GO
GO:0019297,GO
GO:0019298,GO
GO:0019299,GO
GO:0019300,GO
GO:0019301,GO
GO:0019302,GO
GO:0019304,GO
GO:0019305,GO
GO:0046383,GO
GO:0019306,GO
GO:0046382,GO
GO:0019307,GO
GO:0019308,GO
GO:0046371,GO
GO:0019309,GO
GO:0046174,GO
GO:0019311,GO
GO:0019312,GO
GO:0019314,GO
GO:0019315,GO
GO:0019316,GO
GO:0019317,GO
GO:0046365,GO
GO:0019324,GO
GO:0019325,GO
GO:0019327,GO
GO:0019328,GO
GO:0019396,GO
GO:0019329,GO
GO:0019331,GO
GO:0019332,GO
GO:0019333,GO
GO:0019334,GO
GO:0043694,GO
GO:0019335,GO
GO:0019336,GO
GO:0019337,GO
GO:0042205,GO
GO:0019338,GO
GO:0019339,GO
GO:0019340,GO
GO:0019341,GO
GO:0019342,GO
GO:0046206,GO
GO:0019345,GO
GO:0019347,GO
GO:0046376,GO
GO:0019349,GO
GO:0019519,GO
GO:0019350,GO
GO:0046374,GO
GO:0019351,GO
GO:0046450,GO
GO:0019352,GO
GO:0019353,GO
GO:0033526,GO
GO:0019354,GO
GO:0046156,GO
GO:0019356,GO
GO:0019357,GO
GO:0019363,GO
GO:0046497,GO
GO:0019358,GO
GO:0019365,GO
GO:0019360,GO
GO:0019361,GO
GO:0046432,GO
GO:0019362,GO
GO:0072525,GO
GO:0072526,GO
GO:0043173,GO
GO:0019368,GO
GO:0019379,GO
GO:0019380,GO
GO:0019381,GO
GO:0042204,GO
GO:0019382,GO
GO:0019383,GO
GO:0019384,GO
GO:0019385,GO
GO:0019386,GO
GO:0019387,GO
GO:0019389,GO
GO:0019390,GO
GO:0019392,GO
GO:0019577,GO
GO:0019393,GO
GO:0019578,GO
GO:0019394,GO
GO:0019579,GO
GO:0019397,GO
GO:0042195,GO
GO:0019398,GO
GO:0019399,GO
GO:0019402,GO
GO:0019403,GO
GO:0019404,GO
GO:0019405,GO
GO:0019409,GO
GO:0019410,GO
GO:0019411,GO
GO:0019412,GO
GO:0019413,GO
GO:0019414,GO
GO:0019415,GO
GO:0019416,GO
GO:0019417,GO
GO:0019418,GO
GO:0019420,GO
GO:0019422,GO
GO:0019423,GO
GO:0019427,GO
GO:0019428,GO
GO:0019429,GO
GO:0120253,GO
GO:0019431,GO
GO:0019434,GO
GO:0019435,GO
GO:0019436,GO
GO:0019442,GO
GO:0019444,GO
GO:0019445,GO
GO:0019447,GO
GO:0046438,GO
GO:0046439,GO
GO:0019449,GO
GO:0019450,GO
GO:0019451,GO
GO:0019452,GO
GO:0019453,GO
GO:0019454,GO
GO:0019455,GO
GO:0019456,GO
GO:0019457,GO
GO:0019458,GO
GO:0019460,GO
GO:0019461,GO
GO:0019462,GO
GO:0019463,GO
GO:0019465,GO
GO:0019466,GO
GO:0019467,GO
GO:0019468,GO
GO:0046418,GO
GO:0019469,GO
GO:0046419,GO
GO:0019472,GO
GO:0019473,GO
GO:0019477,GO
GO:0019474,GO
GO:0019475,GO
GO:0019665,GO
GO:0019666,GO
GO:0019476,GO
GO:0046441,GO
GO:0046440,GO
GO:0019479,GO
GO:0019480,GO
GO:0019482,GO
GO:0019483,GO
GO:0019484,GO
GO:0019485,GO
GO:0019486,GO
GO:0019487,GO
GO:0043454,GO
GO:0019488,GO
GO:0046363,GO
GO:1901159,GO
GO:0019489,GO
GO:0019490,GO
GO:0019491,GO
GO:0042399,GO
GO:0019492,GO
GO:0043102,GO
GO:0019495,GO
GO:0019496,GO
GO:0019498,GO
GO:0019499,GO
GO:0019500,GO
GO:0019501,GO
GO:0019502,GO
GO:0019503,GO
GO:0019504,GO
GO:0019505,GO
GO:0019506,GO
GO:0046412,GO
GO:0019507,GO
GO:0019508,GO
GO:0051166,GO
GO:0019510,GO
GO:0046498,GO
GO:0019512,GO
GO:0019513,GO
GO:0019515,GO
GO:0019516,GO
GO:0019517,GO
GO:0019518,GO
GO:0019520,GO
GO:0019521,GO
GO:0019522,GO
GO:0019523,GO
GO:0019524,GO
GO:0019525,GO
GO:0046181,GO
GO:0019526,GO
GO:0019527,GO
GO:0019528,GO
GO:0051159,GO
GO:0019529,GO
GO:0046306,GO
GO:0019533,GO
GO:0019536,GO
GO:0019537,GO
GO:0019539,GO
GO:0019541,GO
GO:0019542,GO
GO:0019543,GO
GO:0019626,GO
GO:0019544,GO
GO:0019545,GO
GO:0019546,GO
GO:0019547,GO
GO:0019548,GO
GO:0019549,GO
GO:0019550,GO
GO:0019551,GO
GO:0019552,GO
GO:0019670,GO
GO:0019553,GO
GO:0019554,GO
GO:0019555,GO
GO:0019556,GO
GO:0043606,GO
GO:0019557,GO
GO:0019558,GO
GO:0019559,GO
GO:0019560,GO
GO:0019561,GO
GO:0019563,GO
GO:0019564,GO
GO:0019566,GO
GO:0019567,GO
GO:0019568,GO
GO:0019569,GO
GO:0019572,GO
GO:0019570,GO
GO:0019571,GO
GO:0046372,GO
GO:0046373,GO
GO:0019573,GO
GO:0019574,GO
GO:0019576,GO
GO:0019580,GO
GO:0019583,GO
GO:0019584,GO
GO:0046176,GO
GO:0019586,GO
GO:0019588,GO
GO:0019662,GO
GO:0019589,GO
GO:0051143,GO
GO:0019590,GO
GO:0051158,GO
GO:0019592,GO
GO:0019594,GO
GO:0019593,GO
GO:0019595,GO
GO:0046430,GO
GO:0019596,GO
GO:0019597,GO
GO:0019598,GO
GO:0019599,GO
GO:0046431,GO
GO:0019600,GO
GO:0019601,GO
GO:0019602,GO
GO:0019603,GO
GO:0019604,GO
GO:0019606,GO
GO:0046361,GO
GO:0019607,GO
GO:0042443,GO
GO:1901161,GO
GO:0019608,GO
GO:0019609,GO
GO:0019610,GO
GO:0019611,GO
GO:0019612,GO
GO:0019614,GO
GO:0019615,GO
GO:0042952,GO
GO:0019616,GO
GO:0019617,GO
GO:0019619,GO
GO:0019618,GO
GO:0046278,GO
GO:0019620,GO
GO:0019621,GO
GO:0019622,GO
GO:0046435,GO
GO:0019623,GO
GO:0019624,GO
GO:0019625,GO
GO:0042199,GO
GO:0019628,GO
GO:0019629,GO
GO:0019630,GO
GO:0019631,GO
GO:0019632,GO
GO:0019633,GO
GO:0019634,GO
GO:0019635,GO
GO:0046433,GO
GO:0019636,GO
GO:0019638,GO
GO:0019639,GO
GO:1901502,GO
GO:0019640,GO
GO:0019643,GO
GO:0019645,GO
GO:0019647,GO
GO:0019649,GO
GO:0019648,GO
GO:0051167,GO
GO:0046292,GO
GO:0019650,GO
GO:0019660,GO
GO:0034077,GO
GO:0019651,GO
GO:0072352,GO
GO:0019652,GO
GO:0019653,GO
GO:0019654,GO
GO:0019655,GO
GO:0019656,GO
GO:0019659,GO
GO:0019657,GO
GO:0042867,GO
GO:0019658,GO
GO:0019661,GO
GO:0019664,GO
GO:0019667,GO
GO:0019668,GO
GO:0019669,GO
GO:0019671,GO
GO:0019672,GO
GO:0019676,GO
GO:0019678,GO
GO:0019679,GO
GO:0019680,GO
GO:0019681,GO
GO:0019683,GO
GO:0019684,GO
GO:0019686,GO
GO:0019687,GO
GO:0019688,GO
GO:0019689,GO
GO:0019690,GO
GO:0046125,GO
GO:0019696,GO
GO:0019697,GO
GO:0019698,GO
GO:0046396,GO
GO:0046397,GO
GO:0019700,GO
GO:0019701,GO
GO:0019703,GO
GO:0019704,GO
GO:0019708,GO
GO:0019709,GO
GO:0019711,GO
GO:0019715,GO
GO:0042264,GO
GO:0019716,GO
GO:0019728,GO
GO:0019736,GO
GO:0141067,GO
GO:0019741,GO
GO:0019742,GO
GO:0019743,GO
GO:0019744,GO
GO:0019745,GO
GO:0019746,GO
GO:0019749,GO
GO:0051644,GO
GO:0042341,GO
GO:0080028,GO
GO:0019760,GO
GO:0019762,GO
GO:0019801,GO
GO:0019802,GO
GO:0019803,GO
GO:0046874,GO
GO:0019817,GO
GO:0019836,GO
GO:1901334,GO
GO:0019853,GO
GO:1901336,GO
GO:0019854,GO
GO:0019872,GO
GO:0030648,GO
GO:0046343,GO
GO:0019876,GO
GO:0042198,GO
GO:0019877,GO
GO:0019878,GO
GO:0019879,GO
GO:0051235,GO
GO:0019916,GO
GO:0019917,GO
GO:0035247,GO
GO:0019919,GO
GO:0019920,GO
GO:0019921,GO
GO:0019930,GO
GO:0019939,GO
GO:0045234,GO
GO:0043632,GO
GO:0019990,GO
GO:0019991,GO
GO:0020013,GO
GO:0044068,GO
GO:0034117,GO
GO:0020014,GO
GO:0020027,GO
GO:0020028,GO
GO:0020033,GO
GO:0042783,GO
GO:0020035,GO
GO:0021501,GO
GO:0021502,GO
GO:0021503,GO
GO:0021504,GO
GO:0021505,GO
GO:0021506,GO
GO:0021507,GO
GO:0060608,GO
GO:0021508,GO
GO:0021509,GO
GO:0021510,GO
GO:0021511,GO
GO:0021512,GO
GO:0021514,GO
GO:0021515,GO
GO:0021953,GO
GO:0021516,GO
GO:0021518,GO
GO:0021519,GO
GO:0021520,GO
GO:0021521,GO
GO:0060573,GO
GO:0021522,GO
GO:0021523,GO
GO:0021524,GO
GO:0021525,GO
GO:0021526,GO
GO:0021527,GO
GO:0021528,GO
GO:0021529,GO
GO:0021530,GO
GO:0021778,GO
GO:0021531,GO
GO:0060019,GO
GO:0021534,GO
GO:0021535,GO
GO:0021536,GO
GO:0021538,GO
GO:0021539,GO
GO:0021952,GO
GO:0021541,GO
GO:0021542,GO
GO:0021543,GO
GO:0021544,GO
GO:0021675,GO
GO:0021546,GO
GO:0021547,GO
GO:0021548,GO
GO:0021550,GO
GO:0021551,GO
GO:0021552,GO
GO:0021553,GO
GO:0021555,GO
GO:0021558,GO
GO:0021560,GO
GO:0021561,GO
GO:0021562,GO
GO:0021563,GO
GO:0021564,GO
GO:0021565,GO
GO:0021566,GO
GO:0021567,GO
GO:0021568,GO
GO:0021569,GO
GO:0021570,GO
GO:0021571,GO
GO:0021572,GO
GO:0021573,GO
GO:0021574,GO
GO:0021575,GO
GO:0021576,GO
GO:0021577,GO
GO:0021578,GO
GO:0021579,GO
GO:0021580,GO
GO:0021581,GO
GO:0021582,GO
GO:0021583,GO
GO:0021584,GO
GO:0021585,GO
GO:0021586,GO
GO:0021587,GO
GO:0021588,GO
GO:0021589,GO
GO:0021590,GO
GO:0021592,GO
GO:0021593,GO
GO:0021594,GO
GO:0021595,GO
GO:0021597,GO
GO:0021598,GO
GO:0021602,GO
GO:0021603,GO
GO:0021600,GO
GO:0021604,GO
GO:0021601,GO
GO:0021605,GO
GO:0021682,GO
GO:0021606,GO
GO:0021607,GO
GO:0021608,GO
GO:0021609,GO
GO:0021610,GO
GO:0021611,GO
GO:0021612,GO
GO:0021613,GO
GO:0021614,GO
GO:0021615,GO
GO:0021616,GO
GO:0021617,GO
GO:0021618,GO
GO:0021619,GO
GO:0021620,GO
GO:0021621,GO
GO:0021622,GO
GO:0021623,GO
GO:0021624,GO
GO:0021625,GO
GO:0021627,GO
GO:0021628,GO
GO:0021629,GO
GO:0021630,GO
GO:0021631,GO
GO:0021632,GO
GO:0021633,GO
GO:0021634,GO
GO:0021635,GO
GO:0021636,GO
GO:0021637,GO
GO:0021638,GO
GO:0021639,GO
GO:0021640,GO
GO:0021641,GO
GO:0021642,GO
GO:0021643,GO
GO:0021644,GO
GO:0021645,GO
GO:0021646,GO
GO:0021647,GO
GO:0021648,GO
GO:0021649,GO
GO:0021651,GO
GO:0021652,GO
GO:0021653,GO
GO:0021654,GO
GO:0021655,GO
GO:0021656,GO
GO:0021657,GO
GO:0021658,GO
GO:0021659,GO
GO:0021660,GO
GO:0021661,GO
GO:0021662,GO
GO:0021663,GO
GO:0021664,GO
GO:0021665,GO
GO:0021666,GO
GO:0021667,GO
GO:0021668,GO
GO:0021669,GO
GO:0021670,GO
GO:0021671,GO
GO:0021672,GO
GO:0021673,GO
GO:0021674,GO
GO:0021676,GO
GO:0021677,GO
GO:0021678,GO
GO:0021679,GO
GO:0021680,GO
GO:0021681,GO
GO:0021683,GO
GO:0021684,GO
GO:0021685,GO
GO:0021686,GO
GO:0021687,GO
GO:0021688,GO
GO:0021689,GO
GO:0021690,GO
GO:0021691,GO
GO:0021693,GO
GO:0021694,GO
GO:0021696,GO
GO:0021697,GO
GO:0021698,GO
GO:0021699,GO
GO:0021701,GO
GO:0021702,GO
GO:0021703,GO
GO:0048857,GO
GO:0021704,GO
GO:0021705,GO
GO:0021706,GO
GO:1905962,GO
GO:0021708,GO
GO:0021709,GO
GO:0021710,GO
GO:0021711,GO
GO:0021712,GO
GO:0021713,GO
GO:0021714,GO
GO:0021715,GO
GO:0021716,GO
GO:0021717,GO
GO:0021718,GO
GO:0021719,GO
GO:0021720,GO
GO:0021721,GO
GO:0021722,GO
GO:0021723,GO
GO:0021724,GO
GO:0021725,GO
GO:0021726,GO
GO:0021727,GO
GO:0021728,GO
GO:0021729,GO
GO:0021730,GO
GO:0021731,GO
GO:0021732,GO
GO:0021735,GO
GO:0021736,GO
GO:0021737,GO
GO:0021738,GO
GO:0021739,GO
GO:0021740,GO
GO:0021741,GO
GO:0021742,GO
GO:0021743,GO
GO:0021744,GO
GO:0021745,GO
GO:0021746,GO
GO:0021747,GO
GO:0021748,GO
