Symptom,EntrezID,Symbol
C0085636,326,AIRE
C0085636,5429,POLH
C0085636,2780,GNAT2
C0085636,26504,CNNM4
C0085636,8302,KLRC4
C0085636,2978,GUCA1A
C0085636,6094,ROM1
C0085636,7439,BEST1
C0085636,6775,STAT4
C0085636,2706,GJB2
C0085636,3106,HLA-B
C0085636,1678,TIMM8A
C0085636,3586,IL10
C0085636,6121,RPE65
C0085636,10002,NR2E3
C0085636,3000,GUCY2D
C0085636,6103,RPGR
C0085636,9094,UNC119
C0085636,3694,ITGB6
C0085636,2303,FOXC2
C0085636,9227,LRAT
C0085636,55630,SLC39A4
C0085636,23418,CRB1
C0085636,5949,RBP3
C0085636,26121,PRPF31
C0085636,1258,CNGB1
C0085636,9128,PRPF4
C0085636,7508,XPC
C0085636,3614,IMPDH1
C0085636,4286,MITF
C0085636,4053,LTBP2
C0085636,762,CA4
C0085636,26160,IFT172
C0085636,5149,PDE6H
C0085636,6100,RP9
C0085636,5146,PDE6C
C0085636,10908,PNPLA6
C0085636,3105,HLA-A
C0085636,720,C4A
C0085636,4948,OCA2
C0085636,5956,OPN1LW
C0085636,51752,ERAP1
C0085636,24148,PRPF6
C0085636,24,ABCA4
C0085636,51360,MBTPS2
C0085636,1643,DDB2
C0085636,8481,OFD1
C0085636,8842,PROM1
C0085636,7507,XPA
C0085636,10461,MERTK
C0085636,10804,GJB6
C0085636,7401,CLRN1
C0085636,1130,LYST
C0085636,6017,RLBP1
C0085636,23020,SNRNP200
C0085636,23746,AIPL1
C0085636,1261,CNGA3
C0085636,9129,PRPF3
C0085636,778,CACNA1F
C0085636,6323,SCN1A
C0085636,4157,MC1R
C0085636,2979,GUCA1B
C0085636,9445,ITM2B
C0085636,25794,FSCN2
C0085636,8754,ADAM9
C0085636,5148,PDE6G
C0085636,7045,TGFBI
C0085636,3420,IDH3B
C0085636,1497,CTNS
C0085636,5961,PRPH2
C0085636,2068,ERCC2
C0085636,9364,RAB28
C0085636,5130,PCYT1A
C0085636,4901,NRL
C0085636,8626,TP63
C0085636,6303,SAT1
C0085636,4070,TACSTD2
C0022346,226,ALDOA
C0022346,3592,IL12A
C0022346,286,ANK1
C0022346,1482,NKX2-5
C0022346,3663,IRF5
C0022346,9409,PEX16
C0022346,10599,SLCO1B1
C0022346,8799,PEX11B
C0022346,55687,TRMU
C0022346,5193,PEX12
C0022346,3783,KCNN4
C0022346,50506,DUOX2
C0022346,5449,POU1F1
C0022346,2109,ETFB
C0022346,8022,LHX3
C0022346,1716,DGUOK
C0022346,5873,RAB27A
C0022346,5213,PFKM
C0022346,5265,SERPINA1
C0022346,5828,PEX2
C0022346,2108,ETFA
C0022346,5189,PEX1
C0022346,55670,PEX26
C0022346,7167,TPI1
C0022346,8504,PEX3
C0022346,5830,PEX5
C0022346,6718,AKR1D1
C0022346,7068,THRB
C0022346,2110,ETFDH
C0022346,3930,LBR
C0022346,5194,PEX13
C0022346,9652,TTC37
C0022346,5190,PEX6
C0022346,5774,PTPN3
C0022346,5192,PEX10
C0022346,9076,CLDN1
C0022346,9420,CYP7B1
C0022346,9966,TNFSF15
C0022346,540,ATP7B
C0022346,5195,PEX14
C0022346,5551,PRF1
C0022346,51124,IER3IP1
C0022346,3043,HBB
C0022346,1244,ABCC2
C0022346,3594,IL12RB1
C0022346,5244,ABCB4
C0022346,5626,PROP1
C0022346,5824,PEX19
C0022346,4023,LPL
C0022346,6513,SLC2A1
C0022346,2582,GALE
C0022346,7038,TG
C0022346,26276,VPS33B
C0022346,54658,UGT1A1
C0022346,5450,POU2AF1
C0022346,7252,TSHB
C0022346,229,ALDOB
C0022346,7849,PAX8
C0022346,23534,TNPO3
C0022346,2821,GPI
C0022346,7067,THRA
C0022346,1130,LYST
C0022346,2592,GALT
C0022346,5313,PKLR
C0022346,6689,SPIB
C0022346,5825,ABCD3
C0022346,669,BPGM
C0022346,10483,SEC23B
C0022346,8647,ABCB11
C0022346,6528,SLC5A5
C0022346,8820,HESX1
C0022346,3098,HK1
C0022346,5205,ATP8B1
C0022346,6005,RHAG
C0022346,7253,TSHR
C0022346,2040,STOM
C0022346,1371,CPOX
C0022346,6710,SPTB
C0022346,6521,SLC4A1
C0033774,488,ATP2A2
C0033774,3269,HRH1
C0033774,5896,RAG1
C0033774,9420,CYP7B1
C0033774,7177,TPSAB1
C0033774,9966,TNFSF15
C0033774,3592,IL12A
C0033774,2150,F2RL1
C0033774,540,ATP7B
C0033774,26154,ABCA12
C0033774,1294,COL7A1
C0033774,4988,OPRM1
C0033774,5897,RAG2
C0033774,3815,KIT
C0033774,6774,STAT3
C0033774,7066,THPO
C0033774,2057,EPOR
C0033774,6689,SPIB
C0033774,362,AQP5
C0033774,7051,TGM1
C0033774,1041,CDSN
C0033774,242,ALOX12B
C0033774,5184,PEPD
C0033774,8647,ABCB11
C0033774,940,CD28
C0033774,3594,IL12RB1
C0033774,3663,IRF5
C0033774,5244,ABCB4
C0033774,3122,HLA-DRA
C0033774,9414,TJP2
C0033774,55636,CHD7
C0033774,10654,PMVK
C0033774,3981,LIG4
C0033774,4312,MMP1
C0033774,100,ADA
C0033774,4352,MPL
C0033774,570,BAAT
C0033774,5317,PKP1
C0033774,3561,IL2RG
C0033774,3575,IL7R
C0033774,1776,DNASE1L3
C0033774,7133,TNFRSF1B
C0033774,5450,POU2AF1
C0033774,2271,FH
C0033774,1493,CTLA4
C0033774,5205,ATP8B1
C0033774,3930,LBR
C0033774,6335,SCN9A
C0033774,5156,PDGFRA
C0033774,4598,MVK
C0033774,2235,FECH
C0033774,2052,EPHX1
C0033774,6023,RMRP
C0033774,3717,JAK2
C0033774,5774,PTPN3
C0033774,9180,OSMR
C0033774,6863,TAC1
C0033774,23534,TNPO3
C0034150,7454,WAS
C0034150,7456,WIPF1
C0034150,2812,GP1BB
C0034150,975,CD81
C0034150,5627,PROS1
C0034150,11277,TREX1
C0034150,11093,ADAMTS13
C0034150,7066,THPO
C0034150,2147,F2
C0034150,3207,HOXA11
C0034150,1380,CR2
C0034150,23495,TNFRSF13B
C0034150,7056,THBD
C0034150,4352,MPL
C0034150,4791,NFKB2
C0034150,4790,NFKB1
C0034150,29851,ICOS
C0034150,1401,CRP
C0034150,5580,PRKCD
C0034150,2152,F3
C0034150,7450,VWF
C0034150,462,SERPINC1
C0034150,5624,PROC
C0034150,350,APOH
C0034150,973,CD79A
C0034150,3690,ITGB3
C0034150,930,CD19
C0034150,2811,GP1BA
C0034150,10544,PROCR
C0034150,959,CD40LG
C0034150,931,MS4A1
C0034150,2629,GBA
C0034150,23474,ETHE1
C0034150,3674,ITGA2B
C0034150,2815,GP9
C0034150,9049,AIP
C0034150,7124,TNF
C0034150,8742,TNFSF12
C0034150,6786,STIM1
C0034150,717,C2
C0034150,54,ACP5
C0015230,132,ADK
C0015230,2707,GJB3
C0015230,8997,KALRN
C0015230,374,AREG
C0015230,686,BTD
C0015230,5295,PIK3R1
C0015230,3543,IGLL1
C0015230,5657,PRTN3
C0015230,7299,TYR
C0015230,2752,GLUL
C0015230,50937,CDON
C0015230,8517,IKBKG
C0015230,3557,IL1RN
C0015230,54106,TLR9
C0015230,6774,STAT3
C0015230,783,CACNB2
C0015230,2697,GJA1
C0015230,8091,HMGA2
C0015230,1896,EDA
C0015230,335,APOA1
C0015230,3569,IL6
C0015230,4157,MC1R
C0015230,3339,HSPG2
C0015230,3507,IGHM
C0015230,940,CD28
C0015230,3265,HRAS
C0015230,5550,PREP
C0015230,5167,ENPP1
C0015230,567,B2M
C0015230,3123,HLA-DRB1
C0015230,3115,HLA-DPB1
C0015230,253827,MSRB3
C0015230,3845,KRAS
C0015230,712,C1QA
C0015230,3759,KCNJ2
C0015230,3852,KRT5
C0015230,1956,EGFR
C0015230,56155,TEX14
C0015230,23765,IL17RA
C0015230,3141,HLCS
C0015230,1401,CRP
C0015230,2064,ERBB2
C0015230,3561,IL2RG
C0015230,2243,FGA
C0015230,1776,DNASE1L3
C0015230,7133,TNFRSF1B
C0015230,10758,TRAF3IP2
C0015230,368,ABCC6
C0015230,611,OPN1SW
C0015230,6929,TCF3
C0015230,7010,TEK
C0015230,10642,IGF2BP1
C0015230,973,CD79A
C0015230,114548,NLRP3
C0015230,5696,PSMB8
C0015230,123228,SENP8
C0015230,3930,LBR
C0015230,4069,LYZ
C0015230,639,PRDM1
C0015230,26191,PTPN22
C0015230,1493,CTLA4
C0015230,959,CD40LG
C0015230,3558,IL2
C0015230,695,BTK
C0015230,6737,TRIM21
C0015230,4282,MIF
C0015230,652,BMP4
C0015230,54535,CCHCR1
C0015230,4598,MVK
C0015230,7132,TNFRSF1A
C0015230,29760,BLNK
C0015230,2475,MTOR
C0015230,3106,HLA-B
C0015230,7124,TNF
C0015230,974,CD79B
C0155320,4519,CYTB
C0155320,85440,DOCK7
C0155320,4512,COX1
C0155320,8813,DPM1
C0155320,7994,KAT6A
C0155320,51124,IER3IP1
C0155320,6323,SCN1A
C0155320,4514,COX3
C0155320,5277,PIGA
C0155320,271,AMPD2
C0155320,440,ASNS
C0155320,1729,DIAPH1
C0155320,5428,POLG
C0155320,4535,ND1
C0155320,4668,NAGA
C0155320,22930,RAB3GAP1
C0155320,2902,GRIN1
C0155320,776,CACNA1D
C0155320,501,ALDH7A1
C0155320,22931,RAB18
C0155320,396,ARHGDIA
C0155320,4541,ND6
C0155320,4513,COX2
C0155320,25782,RAB3GAP2
C0155320,4540,ND5
C0155320,1678,TIMM8A
C0155320,8869,ST3GAL5
C0018989,4519,CYTB
C0018989,2018,EMX2
C0018989,7248,TSC1
C0018989,773,CACNA1A
C0018989,3592,IL12A
C0018989,4512,COX1
C0018989,11277,TREX1
C0018989,5621,PRNP
C0018989,7099,TLR4
C0018989,6323,SCN1A
C0018989,7174,TPP2
C0018989,4514,COX3
C0018989,4535,ND1
C0018989,4210,MEFV
C0018989,8302,KLRC4
C0018989,1230,CCR1
C0018989,1282,COL4A1
C0018989,50640,PNPLA8
C0018989,720,C4A
C0018989,478,ATP1A3
C0018989,7276,TTR
C0018989,51752,ERAP1
C0018989,355,FAS
C0018989,6469,SHH
C0018989,4541,ND6
C0018989,477,ATP1A2
C0018989,6775,STAT4
C0018989,4513,COX2
C0018989,4540,ND5
C0018989,3106,HLA-B
C0018989,3586,IL10
C0018989,6496,SIX3
C0018989,6507,SLC1A3
C0018989,2632,GBE1
C0022116,54205,CYCS
C0022116,4846,NOS3
C0022116,1906,EDN1
C0022116,134,ADORA1
C0022116,1514,CTSL
C0022116,4208,MEF2C
C0022116,2697,GJA1
C0022116,3162,HMOX1
C0022116,5563,PRKAA2
C0022116,1958,EGR1
C0022116,2670,GFAP
C0022116,6548,SLC9A1
C0022116,4843,NOS2
C0022116,6387,CXCL12
C0022116,6647,SOD1
C0022116,4151,MB
C0022116,3767,KCNJ11
C0022116,6403,SELP
C0022116,6648,SOD2
C0022116,7498,XDH
C0022116,1020,CDK5
C0022116,2056,EPO
C0022116,90550,MCU
C0022116,140,ADORA3
C0022116,596,BCL2
C0022116,3383,ICAM1
C0022116,10525,HYOU1
C0022116,3091,HIF1A
C0022116,5444,PON1
C0022116,24145,PANX1
C0022116,1636,ACE
C0022116,7442,TRPV1
C0022116,4133,MAP2
C0022116,351,APP
C0022116,3303,HSPA1A
C0022116,3827,KNG1
C0022116,857,CAV1
C0022116,5327,PLAT
C0022116,3308,HSPA4
C0022116,4217,MAP3K5
C0022116,836,CASP3
C0022116,7422,VEGFA
C0022116,4353,MPO
C0022116,8996,NOL3
C0018780,9132,KCNQ4
C0018780,5077,PAX3
C0018780,2707,GJB3
C0018780,2070,EYA4
C0018780,5269,SERPINB6
C0018780,10804,GJB6
C0018780,4286,MITF
C0018780,7399,USH2A
C0018780,64072,CDH23
C0018780,84131,CEP78
C0018780,4627,MYH9
C0018780,5456,POU3F4
C0018780,23562,CLDN14
C0018780,126326,GIPC3
C0018780,525,ATP6V1B1
C0018780,4647,MYO7A
C0018780,6103,RPGR
C0018780,50617,ATP6V0A4
C0018780,478,ATP1A3
C0018780,1280,COL2A1
C0018780,1834,DSPP
C0018780,1687,GSDME
C0018780,1690,COCH
C0018780,9381,OTOF
C0018780,1749,DLX5
C0018780,2706,GJB2
C0018780,117531,TMC1
C0018780,23126,POGZ
C0018780,1287,COL4A5
C0018780,7466,WFS1
C0018780,4646,MYO6
C0018780,55699,IARS2
C0018780,51168,MYO15A
C0018780,25861,WHRN
C0032285,1440,CSF3
C0032285,3567,IL5
C0032285,7356,SCGB1A1
C0032285,3596,IL13
C0032285,54106,TLR9
C0032285,6348,CCL3
C0032285,7099,TLR4
C0032285,7097,TLR2
C0032285,6440,SFTPC
C0032285,3569,IL6
C0032285,5286,PIK3C2A
C0032285,6441,SFTPD
C0032285,727897,MUC5B
C0032285,6352,CCL5
C0032285,2920,CXCL2
C0032285,7100,TLR5
C0032285,1401,CRP
C0032285,54210,TREM1
C0032285,1991,ELANE
C0032285,959,CD40LG
C0032285,2919,CXCL1
C0032285,114294,LACTB
C0032285,6439,SFTPB
C0032285,6356,CCL11
C0032285,3553,IL1B
C0032285,3576,CXCL8
C0032285,3586,IL10
C0032285,7124,TNF
C0032285,4153,MBL2
C0032285,6347,CCL2
C0032285,4353,MPO
C0026837,23317,DNAJC13
C0026837,4852,NPY
C0026837,2639,GCDH
C0026837,2643,GCH1
C0026837,5805,PTS
C0026837,1436,CSF1R
C0026837,26154,ABCA12
C0026837,6311,ATXN2
C0026837,25793,FBXO7
C0026837,5159,PDGFRB
C0026837,7054,TH
C0026837,5621,PRNP
C0026837,25978,CHMP2B
C0026837,4922,NTS
C0026837,8867,SYNJ1
C0026837,11315,PARK7
C0026837,1565,CYP2D6
C0026837,1639,DCTN1
C0026837,8398,PLA2G6
C0026837,2332,FMR1
C0026837,9445,ITM2B
C0026837,1410,CRYAB
C0026837,55532,SLC30A10
C0026837,5155,PDGFB
C0026837,6531,SLC6A3
C0026837,5428,POLG
C0026837,6575,SLC20A2
C0026837,3939,LDHA
C0026837,103,ADAR
C0026837,6908,TBP
C0026837,4929,NR4A2
C0026837,11152,WDR45
C0026837,7138,TNNT1
C0026837,6622,SNCA
C0026837,6609,SMPD1
C0026837,9829,DNAJC6
C0026837,4204,MECP2
C0026837,9627,SNCAIP
C0026837,2629,GBA
C0026837,2512,FTL
C0026837,4137,MAPT
C0026837,4287,ATXN3
C0026837,51741,WWOX
C0026837,23400,ATP13A2
C0026837,5654,HTRA1
C0026837,1509,CTSD
C0026837,6261,RYR1
C0427190,6310,ATXN1
C0427190,7436,VLDLR
C0427190,215,ABCD1
C0427190,5621,PRNP
C0427190,10479,SLC9A6
C0427190,54840,APTX
C0427190,10466,COG5
C0427190,1938,EEF2
C0427190,2895,GRID2
C0427190,51761,ATP8A2
C0427190,3752,KCND3
C0427190,55129,ANO10
C0427190,2259,FGF14
C0427190,55280,CWF19L1
C0427190,478,ATP1A3
C0427190,4204,MECP2
C0427190,9289,ADGRG1
C0427190,10273,STUB1
C0427190,4287,ATXN3
C0427190,6507,SLC1A3
C0152200,22926,ATF6
C0152200,286257,PAXX
C0152200,60506,NYX
C0152200,1258,CNGB1
C0152200,1261,CNGA3
C0152200,1270,CNTF
C0152200,2780,GNAT2
C0152200,5149,PDE6H
C0152200,26504,CNNM4
C0152200,2781,GNAZ
C0152200,1527,TEX28
C0152200,5146,PDE6C
C0152200,1735,DIO3
C0152200,611,OPN1SW
C0152200,5956,OPN1LW
C0152200,4901,NRL
C0152200,83552,MFRP
C0152200,6121,RPE65
C0152200,23621,BACE1
C0152200,10002,NR2E3
C0152200,6103,RPGR
C0231528,6239,RREB1
C0231528,11232,POLG2
C0231528,7290,HIRA
C0231528,10616,RBCK1
C0231528,3592,IL12A
C0231528,6899,TBX1
C0231528,2812,GP1BB
C0231528,1376,CPT2
C0231528,859,CAV3
C0231528,9499,MYOT
C0231528,1499,CTNNB1
C0231528,7099,TLR4
C0231528,291,SLC25A4
C0231528,2332,FMR1
C0231528,7148,TNXB
C0231528,7555,CNBP
C0231528,2027,ENO3
C0231528,844,CASQ1
C0231528,2717,GLA
C0231528,1230,CCR1
C0231528,8302,KLRC4
C0231528,4210,MEFV
C0231528,1312,COMT
C0231528,3939,LDHA
C0231528,4000,LMNA
C0231528,11107,PRDM5
C0231528,3145,HMBS
C0231528,4625,MYH7
C0231528,720,C4A
C0231528,22845,DOLK
C0231528,51752,ERAP1
C0231528,3930,LBR
C0231528,355,FAS
C0231528,6335,SCN9A
C0231528,3032,HADHB
C0231528,9632,SEC24C
C0231528,6775,STAT4
C0231528,5156,PDGFRA
C0231528,3030,HADHA
C0231528,324,APC
C0231528,4598,MVK
C0231528,1371,CPOX
C0231528,7132,TNFRSF1A
C0231528,421,ARVCF
C0231528,3106,HLA-B
C0231528,3586,IL10
C0231528,1763,DNA2
C0231528,6945,MLX
C0231528,1756,DMD
C0231528,23175,LPIN1
C0231528,3593,IL12B
C0231528,6329,SCN4A
C0231528,9663,LPIN2
C0746674,4221,MEN1
C0746674,5216,PFN1
C0746674,5446,PON3
C0746674,4744,NEFH
C0746674,23435,TARDBP
C0746674,2043,EPHA4
C0746674,2521,FUS
C0746674,7415,VCP
C0746674,6311,ATXN2
C0746674,7170,TPM3
C0746674,55624,POMGNT1
C0746674,8074,FGF23
C0746674,9782,MATR3
C0746674,595,CCND1
C0746674,25978,CHMP2B
C0746674,29940,DSE
C0746674,1144,CHRND
C0746674,3178,HNRNPA1
C0746674,8398,PLA2G6
C0746674,6647,SOD1
C0746674,54209,TREM2
C0746674,5445,PON2
C0746674,291,SLC25A4
C0746674,29110,TBK1
C0746674,23025,UNC13A
C0746674,9131,AIFM1
C0746674,7273,TTN
C0746674,58,ACTA1
C0746674,8292,COLQ
C0746674,5428,POLG
C0746674,29978,UBQLN2
C0746674,9217,VAPB
C0746674,8878,SQSTM1
C0746674,4620,MYH2
C0746674,283,ANG
C0746674,5444,PON1
C0746674,1134,CHRNA1
C0746674,5630,PRPH
C0746674,4703,NEB
C0746674,4625,MYH7
C0746674,10891,PPARGC1A
C0746674,2066,ERBB4
C0746674,5339,PLEC
C0746674,9896,FIG4
C0746674,4534,MTM1
C0746674,3032,HADHB
C0746674,3030,HADHA
C0746674,29954,POMT2
C0746674,3758,KCNJ1
C0746674,6559,SLC12A3
C0746674,7169,TPM2
C0746674,6557,SLC12A1
C0746674,10133,OPTN
C0746674,1639,DCTN1
C0746674,1610,DAO
C0746674,6261,RYR1
C0240735,540,ATP7B
C0240735,7415,VCP
C0240735,3064,HTT
C0240735,5621,PRNP
C0240735,25978,CHMP2B
C0240735,5663,PSEN1
C0240735,9096,TBX18
C0240735,8398,PLA2G6
C0240735,54209,TREM2
C0240735,29110,TBK1
C0240735,8891,EIF2B3
C0240735,7305,TYROBP
C0240735,8878,SQSTM1
C0240735,4929,NR4A2
C0240735,8890,EIF2B4
C0240735,2896,GRN
C0240735,8892,EIF2B2
C0240735,23230,VPS13A
C0240735,9627,SNCAIP
C0240735,8893,EIF2B5
C0240735,4137,MAPT
C0240735,4001,LMNB1
C0240735,1967,EIF2B1
C3668816,5020,OXT
C3668816,3929,LBP
C3668816,1437,CSF2
C3668816,7097,TLR2
C3668816,3569,IL6
C3668816,213,ALB
C3668816,1356,CP
C3668816,6352,CCL5
C3668816,4057,LTF
C3668816,6372,CXCL6
C3668816,3906,LALBA
C3668816,3383,ICAM1
C3668816,6590,SLPI
C3668816,1447,CSN2
C3668816,64127,NOD2
C3668816,3240,HP
C3668816,3576,CXCL8
C3668816,6776,STAT5A
C3668816,3605,IL17A
C3668816,1448,CSN3
C0002418,55084,SOBP
C0002418,1130,LYST
C0002418,6899,TBX1
C0002418,26229,B3GAT3
C0002418,5080,PAX6
C0002418,1301,COL11A1
C0002418,10381,TUBB3
C0002418,778,CACNA1F
C0002418,401,PHOX2A
C0002418,23556,PIGN
C0002418,1804,DPP6
C0002418,646960,PRSS56
C0002418,1420,CRYGC
C0002418,1298,COL9A2
C0002418,9469,CHST3
C0002418,2581,GALC
C0002418,1299,COL9A3
C0002418,283989,TSEN54
C0002418,2902,GRIN1
C0002418,1123,CHN1
C0002418,1409,CRYAA
C0002418,1297,COL9A1
C0002418,4935,GPR143
C0002418,6334,SCN8A
C0002418,4952,OCRL
C0002418,7020,TFAP2A
C0002418,875,CBS
C0002418,5728,PTEN
C0002418,83552,MFRP
C0002418,10133,OPTN
C0002418,140885,SIRPA
C0002418,9935,MAFB
C0009398,22926,ATF6
C0009398,9927,MFN2
C0009398,2158,F9
C0009398,6017,RLBP1
C0009398,23746,AIPL1
C0009398,1261,CNGA3
C0009398,2804,GOLGB1
C0009398,7287,TULP1
C0009398,778,CACNA1F
C0009398,2539,G6PD
C0009398,8754,ADAM9
C0009398,2780,GNAT2
C0009398,5149,PDE6H
C0009398,26504,CNNM4
C0009398,80223,RAB11FIP1
C0009398,5961,PRPH2
C0009398,5146,PDE6C
C0009398,6785,ELOVL4
C0009398,2978,GUCA1A
C0009398,10002,NR2E3
C0009398,23093,TTLL5
C0009398,9364,RAB28
C0009398,4976,OPA1
C0009398,611,OPN1SW
C0009398,22999,RIMS1
C0009398,5956,OPN1LW
C0009398,5130,PCYT1A
C0009398,7439,BEST1
C0009398,24,ABCA4
C0009398,8481,OFD1
C0009398,8842,PROM1
C0009398,57060,PCBP4
C0009398,83552,MFRP
C0009398,3000,GUCY2D
C0009398,6103,RPGR
C0009398,9094,UNC119
C0009398,1406,CRX
C0700078,410,ARSA
C0700078,2314,FLII
C0700078,51103,NDUFAF1
C0700078,779,CACNA1S
C0700078,4722,NDUFS3
C0700078,55149,MTPAP
C0700078,25978,CHMP2B
C0700078,2273,FHL1
C0700078,4723,NDUFV1
C0700078,8803,SUCLA2
C0700078,50,ACO2
C0700078,6663,SOX10
C0700078,4038,LRP4
C0700078,9531,BAG3
C0700078,5264,PHYH
C0700078,6785,ELOVL4
C0700078,4361,MRE11
C0700078,4729,NDUFV2
C0700078,4359,MPZ
C0700078,23334,SZT2
C0700078,2074,ERCC6
C0700078,51807,TUBA8
C0700078,4709,NDUFB3
C0700078,23230,VPS13A
C0700078,1785,DNM2
C0700078,4715,NDUFB9
C0700078,26353,HSPB8
C0700078,7043,TGFB3
C0700078,5193,PEX12
C0700078,55699,IARS2
C0700078,54332,GDAP1
C0700078,4694,NDUFA1
C0700078,3315,HSPB1
C0700078,9711,RUBCN
C0700078,10743,RAI1
C0700078,1959,EGR2
C0700078,5828,PEX2
C0700078,7259,TSPYL1
C0700078,3339,HSPG2
C0700078,5189,PEX1
C0700078,2332,FMR1
C0700078,4669,NAGLU
C0700078,2705,GJB1
C0700078,29078,NDUFAF4
C0700078,7167,TPI1
C0700078,1786,DNMT1
C0700078,2556,GABRA3
C0700078,25915,NDUFAF3
C0700078,3508,IGHMBP2
C0700078,5373,PMM2
C0700078,8878,SQSTM1
C0700078,1778,DYNC1H1
C0700078,1187,CLCNKA
C0700078,5830,PEX5
C0700078,7809,BSND
C0700078,4358,MPV17
C0700078,4703,NEB
C0700078,6609,SMPD1
C0700078,55157,DARS2
C0700078,5376,PMP22
C0700078,9896,FIG4
C0700078,538,ATP7A
C0700078,6335,SCN9A
C0700078,50717,DCAF8
C0700078,23095,KIF1B
C0700078,547,KIF1A
C0700078,7915,ALDH5A1
C0700078,4720,NDUFS2
C0700078,9927,MFN2
C0700078,2521,FUS
C0700078,4747,NEFL
C0700078,1337,COX6A1
C0700078,54840,APTX
C0700078,23556,PIGN
C0700078,58,ACTA1
C0700078,5428,POLG
C0700078,9217,VAPB
C0700078,2218,FKTN
C0700078,4719,NDUFS1
C0700078,10908,PNPLA6
C0700078,2200,FBN1
C0700078,4724,NDUFS4
C0700078,7276,TTR
C0700078,7879,RAB7A
C0700078,10558,SPTLC1
C0700078,51741,WWOX
C0700078,55005,RMND1
C0700078,23175,LPIN1
C0700078,1756,DMD
C0700078,7507,XPA
C0700078,2318,FLNC
C0700078,9516,LITAF
C0700078,1130,LYST
C0700078,6311,ATXN2
C0700078,5191,PEX7
C0700078,19,ABCA1
C0700078,26090,ABHD12
C0700078,9499,MYOT
C0700078,8867,SYNJ1
C0700078,23533,PIK3R5
C0700078,10397,NDRG1
C0700078,10280,SIGMAR1
C0700078,29110,TBK1
C0700078,9786,KIAA0586
C0700078,5660,PSAP
C0700078,23299,BICD2
C0700078,6606,SMN1
C0700078,367,AR
C0700078,4000,LMNA
C0700078,3752,KCND3
C0700078,2068,ERCC2
C0700078,3098,HK1
C0700078,22954,TRIM32
C0700078,4726,NDUFS6
C0700078,9829,DNAJC6
C0700078,55572,FOXRED1
C0700078,29954,POMT2
C0700078,7169,TPM2
C0270948,4744,NEFH
C0270948,5446,PON3
C0270948,51103,NDUFAF1
C0270948,4722,NDUFS3
C0270948,23396,PIP5K1C
C0270948,1760,DMPK
C0270948,9782,MATR3
C0270948,767,CA8
C0270948,23347,SMCHD1
C0270948,25978,CHMP2B
C0270948,50846,DHH
C0270948,6647,SOD1
C0270948,54209,TREM2
C0270948,2273,FHL1
C0270948,4723,NDUFV1
C0270948,8803,SUCLA2
C0270948,9131,AIFM1
C0270948,4509,ATP8
C0270948,8802,SUCLG1
C0270948,5264,PHYH
C0270948,3643,INSR
C0270948,4758,NEU1
C0270948,51761,ATP8A2
C0270948,7040,TGFB1
C0270948,4729,NDUFV2
C0270948,4709,NDUFB3
C0270948,5339,PLEC
C0270948,5354,PLP1
C0270948,23230,VPS13A
C0270948,50484,RRM2B
C0270948,2673,GFPT1
C0270948,4715,NDUFB9
C0270948,55033,FKBP14
C0270948,9990,SLC12A6
C0270948,1639,DCTN1
C0270948,158,ADSL
C0270948,4694,NDUFA1
C0270948,7436,VLDLR
C0270948,5832,ALDH18A1
C0270948,5213,PFKM
C0270948,54820,NDE1
C0270948,472,ATM
C0270948,2483,FRG1
C0270948,5255,PHKA1
C0270948,3339,HSPG2
C0270948,3181,HNRNPA2B1
C0270948,29078,NDUFAF4
C0270948,11284,PNKP
C0270948,7167,TPI1
C0270948,25915,NDUFAF3
C0270948,8878,SQSTM1
C0270948,5630,PRPH
C0270948,55157,DARS2
C0270948,2066,ERBB4
C0270948,3074,HEXB
C0270948,9896,FIG4
C0270948,4534,MTM1
C0270948,6335,SCN9A
C0270948,1292,COL6A2
C0270948,547,KIF1A
C0270948,3679,ITGA7
C0270948,283,ANG
C0270948,11160,ERLIN2
C0270948,6261,RYR1
C0270948,4720,NDUFS2
C0270948,5566,PRKACA
C0270948,2521,FUS
C0270948,7415,VCP
C0270948,953,ENTPD1
C0270948,8988,HSPB3
C0270948,50940,PDE11A
C0270948,54902,TTC19
C0270948,28982,FLVCR1
C0270948,5296,PIK3R2
C0270948,29920,PYCR2
C0270948,2733,GLE1
C0270948,5445,PON2
C0270948,7148,TNXB
C0270948,23025,UNC13A
C0270948,10939,AFG3L2
C0270948,966,CD59
C0270948,9197,SLC33A1
C0270948,649,BMP1
C0270948,5428,POLG
C0270948,29978,UBQLN2
C0270948,9217,VAPB
C0270948,9056,SLC7A7
C0270948,2218,FKTN
C0270948,5573,PRKAR1A
C0270948,4719,NDUFS1
C0270948,5444,PON1
C0270948,2720,GLB1
C0270948,4724,NDUFS4
C0270948,10891,PPARGC1A
C0270948,26235,FBXL4
C0270948,1280,COL2A1
C0270948,51010,EXOSC3
C0270948,4204,MECP2
C0270948,2778,GNAS
C0270948,10558,SPTLC1
C0270948,3094,HINT1
C0270948,132,ADK
C0270948,5216,PFN1
C0270948,23435,TARDBP
C0270948,2992,GYG1
C0270948,2043,EPHA4
C0270948,6311,ATXN2
C0270948,5191,PEX7
C0270948,11285,B4GALT7
C0270948,9499,MYOT
C0270948,10479,SLC9A6
C0270948,3178,HNRNPA1
C0270948,55526,DHTKD1
C0270948,29110,TBK1
