ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
Isoproterenol,D007545,7683-59-2,ADRB2,154,protein,Homo sapiens,9606,Atenolol inhibits the reaction [Isoproterenol binds to and results in increased activity of ADRB2 protein],affects^binding|decreases^reaction|increases^activity,12920204
Isoproterenol,D007545,7683-59-2,ADRB3,155,protein,Homo sapiens,9606,Isoproterenol binds to and results in increased activity of ADRB3 protein,affects^binding|increases^activity,14730417|1682311
Isoproterenol,D007545,7683-59-2,ARRB1,408,protein,Homo sapiens,9606,Isoproterenol promotes the reaction [ADRB1 protein binds to ARRB1 protein],affects^binding|increases^reaction,18787115
Isoproterenol,D007545,7683-59-2,ARRB2,409,protein,Homo sapiens,9606,Isoproterenol promotes the reaction [ADRB1 protein binds to ARRB2 protein],affects^binding|increases^reaction,18787115
Isoproterenol,D007545,7683-59-2,KCNE1,3753,protein,Homo sapiens,9606,Isoproterenol results in increased activity of [KCNQ1 protein binds to KCNE1 protein],affects^binding|increases^activity,16909339
Isoproterenol,D007545,7683-59-2,KCNQ1,3784,protein,Homo sapiens,9606,Isoproterenol results in increased activity of [KCNQ1 protein binds to KCNE1 protein],affects^binding|increases^activity,16909339
Isoproterenol,D007545,7683-59-2,MAPK1,5594,protein,Homo sapiens,9606,[Isoproterenol binds to ADRB2 protein] which results in increased phosphorylation of MAPK1 protein,affects^binding|increases^phosphorylation,17925438
Isoproterenol,D007545,7683-59-2,MAPK3,5595,protein,Homo sapiens,9606,[Isoproterenol binds to ADRB2 protein] which results in increased phosphorylation of MAPK3 protein,affects^binding|increases^phosphorylation,17925438
Isoproterenol,D007545,7683-59-2,SOD1,6647,protein,Homo sapiens,9606,Isoproterenol binds to SOD1 protein,affects^binding,23612299
isoprothiolane,C023889,50512-35-1,ESR1,2099,protein,Homo sapiens,9606,isoprothiolane binds to and results in increased activity of ESR1 protein,affects^binding|increases^activity,17904202
isoprothiolane,C023889,50512-35-1,NR1I2,8856,protein,Homo sapiens,9606,isoprothiolane binds to and results in increased activity of NR1I2 protein,affects^binding|increases^activity,21115097
Isoquinolines,D007546,,DRD1,1812,protein,Homo sapiens,9606,Isoquinolines binds to and results in increased activity of DRD1 protein,affects^binding|increases^activity,15985612
Isoquinolines,D007546,,HPGDS,27306,protein,Homo sapiens,9606,Isoquinolines analog binds to and results in decreased activity of HPGDS protein,affects^binding|decreases^activity,22546671
Isoquinolines,D007546,,NR3C1,2908,protein,Homo sapiens,9606,Isoquinolines analog binds to and results in decreased activity of NR3C1 protein,affects^binding|decreases^activity,17822897
isorhapontigenin,C432307,,CTNNB1,1499,protein,Homo sapiens,9606,[sodium bichromate co-treated with isorhapontigenin] inhibits the reaction [CTNNB1 protein modified form binds to NEDD9 protein],affects^binding|affects^cotreatment|decreases^reaction,37619952
isorhapontigenin,C432307,,NEDD9,4739,protein,Homo sapiens,9606,[sodium bichromate co-treated with isorhapontigenin] inhibits the reaction [CTNNB1 protein modified form binds to NEDD9 protein],affects^binding|affects^cotreatment|decreases^reaction,37619952
isosilybin A,C523198,,PTPN1,5770,protein,Homo sapiens,9606,isosilybin A binds to and results in decreased activity of PTPN1 protein,affects^binding|decreases^activity,30160205
isospaglumic acid,C027172,,FOLH1,2346,protein,Homo sapiens,9606,"[2-(3-(1,3-dicarboxypropyl)ureido)pentanedioic acid binds to Aminocaproic Acid binds to 1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane binds to Valerates binds to bombesin (7-14) binds to Copper] inhibits the reaction [isospaglumic acid binds to FOLH1 protein]",affects^binding|decreases^reaction,24508213
Isotretinoin,D015474,4759-48-2,NR1I2,8856,protein,Homo sapiens,9606,Isotretinoin promotes the reaction [[RXRA protein binds to NR1I2 protein] which results in increased expression of CYP3A4 mRNA],affects^binding|increases^expression|increases^reaction,16632523
Isotretinoin,D015474,4759-48-2,RXRA,6256,protein,Homo sapiens,9606,Isotretinoin promotes the reaction [[RXRA protein binds to NR1I2 protein] which results in increased expression of CYP3A4 mRNA],affects^binding|increases^expression|increases^reaction,16632523
Isoxazoles,D007555,,NCOA1,8648,protein,Homo sapiens,9606,Isoxazoles analog promotes the reaction [NR1I3 protein modified form binds to NCOA1 protein],affects^binding|increases^reaction,21924250
Isoxazoles,D007555,,NR1I3,9970,protein,Homo sapiens,9606,Isoxazoles analog promotes the reaction [NR1I3 protein modified form binds to NCOA1 protein],affects^binding|increases^reaction,21924250
ispronicline,C490152,,CHRNA4,1137,protein,Homo sapiens,9606,ispronicline binds to and results in increased activity of [CHRNA4 protein binds to CHRNB2 protein],affects^binding|increases^activity,20167427
ispronicline,C490152,,CHRNB2,1141,protein,Homo sapiens,9606,ispronicline binds to and results in increased activity of [CHRNA4 protein binds to CHRNB2 protein],affects^binding|increases^activity,20167427
Isradipine,D017275,75695-93-1,NCOA2,10499,protein,Homo sapiens,9606,Isradipine inhibits the reaction [Chenodeoxycholic Acid promotes the reaction [NCOA2 protein modified form binds to NR1H4 protein]],affects^binding|decreases^reaction|increases^reaction,27773686
Isradipine,D017275,75695-93-1,NR1H4,9971,protein,Homo sapiens,9606,Isradipine inhibits the reaction [Chenodeoxycholic Acid promotes the reaction [NCOA2 protein modified form binds to NR1H4 protein]],affects^binding|decreases^reaction|increases^reaction,27773686
istradefylline,C111599,,ADORA2A,135,protein,Homo sapiens,9606,"istradefylline inhibits the reaction [1,3-dipropyl-8-cyclopentylxanthine binds to ADORA2A protein]",affects^binding|decreases^reaction,21210664
Itraconazole,D017964,84625-61-6,AR,367,protein,Homo sapiens,9606,Itraconazole binds to and results in decreased activity of AR protein,affects^binding|decreases^activity,25752796
Itraconazole,D017964,84625-61-6,CYP3A4,1576,protein,Homo sapiens,9606,Itraconazole binds to and results in decreased activity of CYP3A4 protein,affects^binding|decreases^activity,18218784
Itraconazole,D017964,84625-61-6,NCOA1,8648,protein,Homo sapiens,9606,Itraconazole promotes the reaction [Rifampin promotes the reaction [NR1I2 protein binds to NCOA1 protein]],affects^binding|increases^reaction,17998298
Itraconazole,D017964,84625-61-6,NR1I2,8856,protein,Homo sapiens,9606,Itraconazole promotes the reaction [Rifampin promotes the reaction [NR1I2 protein binds to NCOA1 protein]],affects^binding|increases^reaction,17998298
Ivermectin,D007559,70288-86-7,ABCB1,5243,protein,Homo sapiens,9606,Ivermectin binds to ABCB1 protein,affects^binding,8917702
Ivermectin,D007559,70288-86-7,KPNA4,3840,protein,Homo sapiens,9606,Ivermectin inhibits the reaction [KPNA4 protein binds to Adenovirus E1 Proteins],affects^binding|decreases^reaction,32641484
Ivermectin,D007559,70288-86-7,MXD1,4084,protein,Homo sapiens,9606,Ivermectin inhibits the reaction [MXD1 protein binds to SIN3A protein],affects^binding|decreases^reaction,26078298
Ivermectin,D007559,70288-86-7,NCOA2,10499,protein,Homo sapiens,9606,Ivermectin inhibits the reaction [Chenodeoxycholic Acid promotes the reaction [NCOA2 protein modified form binds to NR1H4 protein]],affects^binding|decreases^reaction|increases^reaction,27773686
Ivermectin,D007559,70288-86-7,NR1H4,9971,protein,Homo sapiens,9606,Ivermectin inhibits the reaction [Chenodeoxycholic Acid promotes the reaction [NCOA2 protein modified form binds to NR1H4 protein]],affects^binding|decreases^reaction|increases^reaction,27773686
Ivermectin,D007559,70288-86-7,SIN3A,25942,protein,Homo sapiens,9606,Ivermectin inhibits the reaction [MXD1 protein binds to SIN3A protein],affects^binding|decreases^reaction,26078298
IWR-1 compound,C585534,,TNKS2,80351,protein,Homo sapiens,9606,IWR-1 compound binds to and results in decreased activity of TNKS2 protein,affects^binding|decreases^activity,28001384
jasplakinolide,C057531,102396-24-7,ACTG1,71,protein,Homo sapiens,9606,jasplakinolide inhibits the reaction [UPF1 protein binds to ACTG1 protein],affects^binding|decreases^reaction,28743738
jasplakinolide,C057531,102396-24-7,UPF1,5976,protein,Homo sapiens,9606,jasplakinolide inhibits the reaction [UPF1 protein binds to ACTG1 protein],affects^binding|decreases^reaction,28743738
jasplakinolide,C057531,102396-24-7,UPF2,26019,protein,Homo sapiens,9606,jasplakinolide inhibits the reaction [UPF2 protein binds to ACTG1 protein],affects^binding|decreases^reaction,28743738
jasplakinolide,C057531,102396-24-7,UPF3B,65109,protein,Homo sapiens,9606,jasplakinolide inhibits the reaction [UPF3B protein binds to ACTG1 protein],affects^binding|decreases^reaction,28743738
JB-788,C554161,,DRD2,1813,protein,Homo sapiens,9606,JB-788 binds to and results in decreased activity of DRD2 protein,affects^binding|decreases^activity,20580787
JB-788,C554161,,HTR1A,3350,protein,Homo sapiens,9606,JB-788 binds to and results in increased activity of HTR1A protein,affects^binding|increases^activity,20580787
JBP 485,C412308,,SLC15A1,6564,protein,Homo sapiens,9606,JBP 485 binds to and results in decreased activity of SLC15A1 protein,affects^binding|decreases^activity,21712612
JHW 015,C402944,,CNR2,1269,protein,Homo sapiens,9606,JHW 015 binds to and results in increased activity of CNR2 protein,affects^binding|increases^activity,27194477
(+)-JQ1 compound,C561695,,AFF4,27125,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [AFF4 protein binds to MYC promoter],affects^binding|decreases^reaction,24466310
(+)-JQ1 compound,C561695,,AR,367,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [BRD4 protein binds to AR protein],affects^binding|decreases^reaction,24759320
(+)-JQ1 compound,C561695,,ARNT,405,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [Oxygen deficiency promotes the reaction [ARNT protein binds to CA9 promoter]],affects^binding|decreases^reaction|increases^reaction,27292261
(+)-JQ1 compound,C561695,,BRD1,23774,protein,Homo sapiens,9606,(+)-JQ1 compound binds to BRD1 protein,affects^binding,20871596
(+)-JQ1 compound,C561695,,BRD2,6046,protein,Homo sapiens,9606,(+)-JQ1 compound binds to BRD2 protein,affects^binding,20871596
(+)-JQ1 compound,C561695,,BRD3,8019,protein,Homo sapiens,9606,(+)-JQ1 compound binds to BRD3 protein,affects^binding,20871596
(+)-JQ1 compound,C561695,,BRD4,23476,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to BRD4 protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,BRDT,676,protein,Homo sapiens,9606,(+)-JQ1 compound binds to BRDT protein,affects^binding,20871596
(+)-JQ1 compound,C561695,,CAPG,822,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to CAPG protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,CDK9,1025,protein,Homo sapiens,9606,[(+)-JQ1 compound co-treated with 3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide] inhibits the reaction [CDK9 protein binds to BCL2 promoter],affects^binding|affects^cotreatment|decreases^reaction,31594641
(+)-JQ1 compound,C561695,,DDB1,1642,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to DDB1 protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,DIS3,22894,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to DIS3 protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,EP300,2033,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [EP300 protein promotes the reaction [RELA protein modified form binds to BRD4 protein]],affects^binding|decreases^reaction|increases^reaction,23686307
(+)-JQ1 compound,C561695,,ERG,2078,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [ERG protein binds to BRD4 protein],affects^binding|decreases^reaction,25982114
(+)-JQ1 compound,C561695,,ESR1,2099,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [Estradiol promotes the reaction [ESR1 protein binds to XBP1 promoter]],affects^binding|decreases^reaction|increases^reaction,25721606
(+)-JQ1 compound,C561695,,EZH2,2146,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [EZH2 protein binds to MIR26A1 promoter],affects^binding|decreases^reaction,23538750
(+)-JQ1 compound,C561695,,HNRNPK,3190,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to HNRNPK protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,IL1B,3553,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [[Hydrogen Peroxide co-treated with IL1B protein] promotes the reaction [BRD4 protein binds to CXCL8 promoter]],affects^binding|affects^cotreatment|decreases^reaction|increases^reaction,24759736
(+)-JQ1 compound,C561695,,MED1,5469,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [BRD4 protein binds to MED1 protein],affects^binding|decreases^reaction,26735014
(+)-JQ1 compound,C561695,,MYC,4609,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [MYC protein binds to MIR26A1 promoter],affects^binding|decreases^reaction,23538750
(+)-JQ1 compound,C561695,,MYOF,26509,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to MYOF protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,NCOA3,8202,protein,Homo sapiens,9606,(+)-JQ1 compound affects the reaction [Estradiol promotes the reaction [NCOA3 protein binds to GREB1 promoter]],affects^binding|affects^reaction|increases^reaction,25721606
(+)-JQ1 compound,C561695,,NRBP1,29959,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to NRBP1 protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,NUTM1,256646,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [NUTM1 protein modified form binds to SOX2 enhancer],affects^binding|decreases^reaction,24736545
(+)-JQ1 compound,C561695,,POLR2A,5430,protein,Homo sapiens,9606,[(+)-JQ1 compound co-treated with 3-((6-(2-methoxyphenyl)pyrimidin-4-yl)amino)phenyl)methane sulfonamide] inhibits the reaction [POLR2A protein binds to BCL2 promoter],affects^binding|affects^cotreatment|decreases^reaction,31594641
(+)-JQ1 compound,C561695,,POU5F1,5460,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [BRD4 protein binds to POU5F1 protein],affects^binding|decreases^reaction,28322577
(+)-JQ1 compound,C561695,,PPP2CA,5515,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to PPP2CA protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,RAD23B,5887,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to RAD23B protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,RELA,5970,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [EP300 protein promotes the reaction [RELA protein modified form binds to BRD4 protein]],affects^binding|decreases^reaction|increases^reaction,23686307
(+)-JQ1 compound,C561695,,STAT5A,6776,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [Lipopolysaccharides promotes the reaction [STAT5A protein binds to CSF2RA promoter]],affects^binding|decreases^reaction|increases^reaction,25725100
(+)-JQ1 compound,C561695,,STAT5B,6777,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [Lipopolysaccharides promotes the reaction [STAT5B protein binds to CSF2RA promoter]],affects^binding|decreases^reaction|increases^reaction,25725100
(+)-JQ1 compound,C561695,,TNF,7124,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [TNF protein promotes the reaction [BRD4 protein binds to CCL2 enhancer]],affects^binding|decreases^reaction|increases^reaction,25263595
(+)-JQ1 compound,C561695,,TNFSF11,8600,protein,Homo sapiens,9606,(+)-JQ1 compound inhibits the reaction [TNFSF11 protein promotes the reaction [BRD4 protein binds to MMP9 promoter]],affects^binding|decreases^reaction|increases^reaction,24646477
(+)-JQ1 compound,C561695,,TRIM33,51592,protein,Homo sapiens,9606,(+)-JQ1 compound promotes the reaction [TRIM33 protein binds to MYC promoter],affects^binding|increases^reaction,27432991
(+)-JQ1 compound,C561695,,TXNRD1,7296,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to TXNRD1 protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,TYMS,7298,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to TYMS protein,affects^binding,24972113
(+)-JQ1 compound,C561695,,USP10,9100,protein,Homo sapiens,9606,(+)-JQ1 compound analog binds to USP10 protein,affects^binding,24972113
juvenile hormone III,C036585,5255/4/9,NR1H4,9971,protein,Homo sapiens,9606,juvenile hormone III binds to and results in increased activity of NR1H4 protein,affects^binding|increases^activity,15491415
JWH-073,C568258,,CNR1,1268,protein,Homo sapiens,9606,JWH-073 binds to CNR1 protein,affects^binding,27449567
JWH-073,C568258,,CNR2,1269,protein,Homo sapiens,9606,JWH-073 binds to CNR2 protein,affects^binding,27449567
JWH-073,C568258,,HTR2B,3357,protein,Homo sapiens,9606,JWH-073 binds to HTR2B protein,affects^binding,27449567
K127 compound,C530922,,ACHE,43,protein,Homo sapiens,9606,K127 compound binds to and results in decreased activity of ACHE protein,affects^binding|decreases^activity,20417629
K-12 lipopolysaccharide,C114999,,IL10,3586,protein,Homo sapiens,9606,[K-12 lipopolysaccharide binds to and results in increased activity of TLR4 protein] which results in increased secretion of IL10 protein,affects^binding|increases^activity|increases^secretion,23266719
K-12 lipopolysaccharide,C114999,,IL6,3569,protein,Homo sapiens,9606,[K-12 lipopolysaccharide binds to and results in increased activity of TLR4 protein] which results in increased secretion of IL6 protein,affects^binding|increases^activity|increases^secretion,23266719
K-12 lipopolysaccharide,C114999,,TLR4,7099,protein,Homo sapiens,9606,[K-12 lipopolysaccharide binds to and results in increased activity of TLR4 protein] which results in increased secretion of IL10 protein,affects^binding|increases^activity|increases^secretion,23266719
K-12 lipopolysaccharide,C114999,,TNF,7124,protein,Homo sapiens,9606,[K-12 lipopolysaccharide binds to and results in increased activity of TLR4 protein] which results in increased secretion of TNF protein,affects^binding|increases^activity|increases^secretion,23266719
kaempferide,C449720,,SOD1,6647,protein,Homo sapiens,9606,kaempferide binds to and affects the folding of SOD1 protein mutant form,affects^binding|affects^folding,30260512
kaempferol,C006552,520-18-3,AHR,196,protein,Homo sapiens,9606,kaempferol binds to AHR protein,affects^binding,17012224
kaempferol,C006552,520-18-3,AR,367,protein,Homo sapiens,9606,kaempferol binds to and results in increased activity of AR protein,affects^binding|increases^activity,33049310
kaempferol,C006552,520-18-3,ARNT,405,protein,Homo sapiens,9606,kaempferol inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [ARNT protein binds to CYP1A1 enhancer]],affects^binding|decreases^reaction|increases^reaction,20846786
kaempferol,C006552,520-18-3,BBC3,27113,protein,Homo sapiens,9606,kaempferol promotes the reaction [BBC3 protein binds to BCL2L1 protein],affects^binding|increases^reaction,19028473
kaempferol,C006552,520-18-3,BCL2L1,598,protein,Homo sapiens,9606,kaempferol promotes the reaction [BBC3 protein binds to BCL2L1 protein],affects^binding|increases^reaction,19028473
kaempferol,C006552,520-18-3,CYP1B1,1545,protein,Homo sapiens,9606,kaempferol binds to and results in decreased activity of CYP1B1 protein,affects^binding|decreases^activity,21053930
kaempferol,C006552,520-18-3,EP300,2033,protein,Homo sapiens,9606,kaempferol promotes the reaction [Oxygen deficiency promotes the reaction [HIF1A protein binds to EP300 protein]],affects^binding|increases^reaction,20153296
kaempferol,C006552,520-18-3,ESR1,2099,protein,Homo sapiens,9606,kaempferol binds to and results in increased activity of ESR1 protein,affects^binding|increases^activity,15182386|29162470|33049310|9751507
kaempferol,C006552,520-18-3,ESR2,2100,protein,Homo sapiens,9606,kaempferol binds to and results in increased activity of ESR2 protein,affects^binding|increases^activity,15182386|33049310|9751507
kaempferol,C006552,520-18-3,FOS,2353,protein,Homo sapiens,9606,kaempferol inhibits the reaction [TNF protein results in increased activity of [FOS protein binds to JUN protein]],affects^binding|decreases^reaction|increases^activity,15322261
kaempferol,C006552,520-18-3,HIF1A,3091,protein,Homo sapiens,9606,kaempferol promotes the reaction [Oxygen deficiency promotes the reaction [HIF1A protein binds to EP300 protein]],affects^binding|increases^reaction,20153296
kaempferol,C006552,520-18-3,JUN,3725,protein,Homo sapiens,9606,kaempferol inhibits the reaction [TNF protein results in increased activity of [FOS protein binds to JUN protein]],affects^binding|decreases^reaction|increases^activity,15322261
kaempferol,C006552,520-18-3,NCOA3,8202,protein,Homo sapiens,9606,kaempferol promotes the reaction [NCOA3 protein binds to GREB1 enhancer],affects^binding|increases^reaction,20846786
kaempferol,C006552,520-18-3,NR1I2,8856,protein,Homo sapiens,9606,kaempferol binds to and results in increased activity of NR1I2 protein,affects^binding|increases^activity,33049310
kaempferol,C006552,520-18-3,PGR,5241,protein,Homo sapiens,9606,kaempferol binds to PGR protein,affects^binding,14579009
kaempferol,C006552,520-18-3,PPARG,5468,protein,Homo sapiens,9606,kaempferol binds to and results in increased activity of PPARG protein,affects^binding|increases^activity,33049310
kaempferol,C006552,520-18-3,PYCARD,29108,protein,Homo sapiens,9606,kaempferol inhibits the reaction [Uric Acid promotes the reaction [PYCARD protein binds to PYCARD protein]],affects^binding|decreases^reaction|increases^reaction,29960001
kaempferol,C006552,520-18-3,SOD1,6647,protein,Homo sapiens,9606,kaempferol binds to and affects the folding of SOD1 protein mutant form,affects^binding|affects^folding,30260512
kaempferol,C006552,520-18-3,TNF,7124,protein,Homo sapiens,9606,kaempferol inhibits the reaction [TNF protein results in increased activity of [FOS protein binds to JUN protein]],affects^binding|decreases^reaction|increases^activity,15322261
kaempferol,C006552,520-18-3,TP53,7157,protein,Homo sapiens,9606,TP53 protein affects the reaction [kaempferol promotes the reaction [BBC3 protein binds to BCL2L1 protein]],affects^binding|affects^reaction|increases^reaction,19028473
kalafungin,C013079,11048-15-0,AKT1,207,protein,Homo sapiens,9606,kalafungin binds to and results in decreased activity of AKT1 protein,affects^binding|decreases^activity,19309081
"kallidin, des-Arg(10)-",C052787,71800-36-7,BDKRB1,623,protein,Homo sapiens,9606,"dexamethasone 21-phosphate inhibits the reaction [IL1B protein promotes the reaction [kallidin, des-Arg(10)- binds to BDKRB1 protein]]",affects^binding|decreases^reaction|increases^reaction,17931716
"kallidin, des-Arg(10)-",C052787,71800-36-7,IL1B,3553,protein,Homo sapiens,9606,"dexamethasone 21-phosphate inhibits the reaction [IL1B protein promotes the reaction [kallidin, des-Arg(10)- binds to BDKRB1 protein]]",affects^binding|decreases^reaction|increases^reaction,17931716
"kallidin, des-Arg(10)-",C052787,71800-36-7,IL1RN,3557,protein,Homo sapiens,9606,"IL1RN protein inhibits the reaction [IL1B protein promotes the reaction [kallidin, des-Arg(10)- binds to BDKRB1 protein]]",affects^binding|decreases^reaction|increases^reaction,17931716
"kallidin, des-Arg(10)-",C052787,71800-36-7,TNF,7124,protein,Homo sapiens,9606,"dexamethasone 21-phosphate inhibits the reaction [TNF protein promotes the reaction [kallidin, des-Arg(10)- binds to BDKRB1 protein]]",affects^binding|decreases^reaction|increases^reaction,17931716
kamebakaurin,C047382,73981-34-7,NFKB1,4790,protein,Homo sapiens,9606,kamebakaurin binds to and results in decreased activity of NFKB1 protein,affects^binding|decreases^activity,11877450
KB 130015,C446946,,THRA,7067,protein,Homo sapiens,9606,KB 130015 inhibits the reaction [Triiodothyronine binds to and results in increased activity of THRA protein],affects^binding|decreases^reaction|increases^activity,11806713
KB 130015,C446946,,THRB,7068,protein,Homo sapiens,9606,KB 130015 inhibits the reaction [Triiodothyronine binds to and results in increased activity of THRB protein],affects^binding|decreases^reaction|increases^activity,11806713
Ketamine,D007649,6740-88-1,CHRM1,1128,protein,Homo sapiens,9606,Ketamine inhibits the reaction [Scopolamine Derivatives binds to CHRM1 protein],affects^binding|decreases^reaction,12456425
Ketamine,D007649,6740-88-1,CHRM2,1129,protein,Homo sapiens,9606,Ketamine inhibits the reaction [Scopolamine Derivatives binds to CHRM2 protein],affects^binding|decreases^reaction,12456425
Ketamine,D007649,6740-88-1,CHRM3,1131,protein,Homo sapiens,9606,Ketamine inhibits the reaction [Scopolamine Derivatives binds to CHRM3 protein],affects^binding|decreases^reaction,12456425
Ketamine,D007649,6740-88-1,LBP,3929,protein,Homo sapiens,9606,Ketamine inhibits the reaction [Lipopolysaccharides binds to LBP protein],affects^binding|decreases^reaction,19540866
Ketanserin,D007650,74050-98-9,ADRA1A,148,protein,Homo sapiens,9606,Ketanserin inhibits the reaction [Prazosin binds to ADRA1A protein],affects^binding|decreases^reaction,11937776
Ketanserin,D007650,74050-98-9,ADRA1B,147,protein,Homo sapiens,9606,Ketanserin inhibits the reaction [Prazosin binds to ADRA1B protein],affects^binding|decreases^reaction,11937776
Ketanserin,D007650,74050-98-9,ADRA1D,146,protein,Homo sapiens,9606,Ketanserin inhibits the reaction [Prazosin binds to ADRA1D protein],affects^binding|decreases^reaction,11937776
Ketanserin,D007650,74050-98-9,HTR2A,3356,protein,Homo sapiens,9606,Aripiprazole inhibits the reaction [Ketanserin binds to HTR2A protein],affects^binding|decreases^reaction,16314884
Ketanserin,D007650,74050-98-9,HTR7,3363,protein,Homo sapiens,9606,[Ketanserin binds to and results in decreased activity of HTR7 protein] inhibits the reaction [5-carboxamidotryptamine results in increased abundance of Cyclic AMP],affects^binding|decreases^activity|decreases^reaction|increases^abundance,14578406
Ketoconazole,D007654,65277-42-1,ABCB1,5243,protein,Homo sapiens,9606,Ketoconazole binds to and results in decreased activity of ABCB1 protein,affects^binding|decreases^activity,23976943
Ketoconazole,D007654,65277-42-1,AR,367,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Stanozolol binds to and results in increased activity of AR protein],affects^binding|decreases^reaction|increases^activity,29162470
Ketoconazole,D007654,65277-42-1,ATF1,466,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Dinoprostone promotes the reaction [ATF1 protein modified form binds to PTGS2 promoter]],affects^binding|decreases^reaction|increases^reaction,12164941
Ketoconazole,D007654,65277-42-1,CD247,919,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Calcifediol promotes the reaction [[[CD3G protein binds to CD3D protein binds to CD3E protein binds to CD247 protein] which co-treated with CD28 protein] results in increased expression of VDR protein]],affects^binding|affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,24792400
Ketoconazole,D007654,65277-42-1,CD28,940,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Calcifediol promotes the reaction [[[CD3G protein binds to CD3D protein binds to CD3E protein binds to CD247 protein] which co-treated with CD28 protein] results in increased expression of VDR protein]],affects^binding|affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,24792400
Ketoconazole,D007654,65277-42-1,CD3D,915,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Calcifediol promotes the reaction [[[CD3G protein binds to CD3D protein binds to CD3E protein binds to CD247 protein] which co-treated with CD28 protein] results in increased expression of VDR protein]],affects^binding|affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,24792400
Ketoconazole,D007654,65277-42-1,CD3E,916,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Calcifediol promotes the reaction [[[CD3G protein binds to CD3D protein binds to CD3E protein binds to CD247 protein] which co-treated with CD28 protein] results in increased expression of VDR protein]],affects^binding|affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,24792400
Ketoconazole,D007654,65277-42-1,CD3G,917,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Calcifediol promotes the reaction [[[CD3G protein binds to CD3D protein binds to CD3E protein binds to CD247 protein] which co-treated with CD28 protein] results in increased expression of VDR protein]],affects^binding|affects^cotreatment|decreases^reaction|increases^expression|increases^reaction,24792400
Ketoconazole,D007654,65277-42-1,CREB1,1385,protein,Homo sapiens,9606,Ketoconazole inhibits the reaction [Dinoprostone promotes the reaction [CREB1 protein modified form binds to PTGS2 promoter]],affects^binding|decreases^reaction|increases^reaction,12164941
Ketoconazole,D007654,65277-42-1,CYP1A1,1543,protein,Homo sapiens,9606,Ketoconazole binds to and results in decreased activity of and results in increased expression of CYP1A1 protein,affects^binding|decreases^activity|increases^expression,26886340
