node_1,node_2_name
DB01309,IGF1R
DB01320,SCN5A
DB01324,SLC12A3
DB01325,SLC12A1
DB01325,SLC12A2
DB01325,SLC12A3
DB01325,CA1
DB01325,CA2
DB01327,PON1
DB01327,IL15
DB01327,IL2
DB01340,ACE
DB01348,ACE
DB01351,GABRA1
DB01351,GABRA2
DB01351,GABRA3
DB01351,GABRA4
DB01351,GABRA5
DB01351,GABRA6
DB01351,CHRNA4
DB01351,CHRNA7
DB01351,GRIA2
DB01351,GRIK2
DB01353,GABRA2
DB01353,GABRA3
DB01353,GABRA4
DB01353,GABRA5
DB01353,GABRA6
DB01353,GABRA1
DB01353,CHRNA4
DB01353,CHRNA7
DB01353,GRIA2
DB01353,GRIK2
DB01357,ESR1
DB01359,ADRB1
DB01359,ADRB2
DB01359,HTR1A
DB01359,HTR1B
DB01364,DRD2
DB01364,ADRA1A
DB01364,ADRB1
DB01364,ADRB2
DB01364,SLC6A2
DB01365,ADRA1A
DB01365,ADRA1B
DB01365,ADRA1D
DB01365,ADRA2A
DB01365,ADRA2B
DB01365,ADRA2C
DB01365,DRD2
DB01365,ADRB1
DB01365,ADRB2
DB01365,ADRB3
DB01366,ADRB2
DB01367,MAOB
DB01367,BCL2
DB01378,ATP1A1
DB01380,ESRRB
DB01380,ESRRG
DB01380,NR3C1
DB01380,ESRRA
DB01380,ANXA1
DB01382,KCNJ1
DB01382,KCNJ10
DB01382,ABCC8
DB01392,ADRA2A
DB01392,ADRA2B
DB01392,ADRA2C
DB01392,HTR1A
DB01392,HTR1B
DB01392,HTR1D
DB01392,DRD2
DB01392,DRD3
DB01392,HTR2A
DB01392,HTR2C
DB01392,KCNJ1
DB01392,KCNJ10
DB01392,KCNJ11
DB01392,KCNJ12
DB01392,KCNJ14
DB01392,KCNJ15
DB01392,KCNJ8
DB01392,HTR2B
DB01393,PPARD
DB01393,PPARG
DB01393,PPARA
DB01393,NR1I2
DB01393,RXRA
DB01393,RXRB
DB01393,RXRG
DB01394,TUBB
DB01395,NR3C2
DB01395,AR
DB01395,PGR
DB01395,NR3C1
DB01396,ATP1B2
DB01396,ATP1B3
DB01396,ATP1A1
DB01396,ATP1A3
DB01396,ATP1B1
DB01396,ATP1A2
DB01399,PTGS2
DB01399,PTGS1
DB01400,ACHE
DB01401,PTGS1
DB01401,PTGS2
DB01403,DRD2
DB01403,DRD1
DB01403,DRD5
DB01403,DRD3
DB01403,DRD4
DB01403,HTR2A
DB01403,HTR2C
DB01403,HRH1
DB01403,CHRM1
DB01403,CHRM2
DB01403,CHRM3
DB01403,CHRM4
DB01403,CHRM5
DB01403,ADRA1A
DB01403,ADRA1B
DB01403,ADRA1D
DB01403,ADRA2A
DB01403,ADRA2B
DB01403,ADRA2C
DB01406,ESR1
DB01406,AR
DB01406,PGR
DB01406,GNRHR
DB01406,CCL2
DB01407,ADRB2
DB01407,ADRB1
DB01407,ADRB3
DB01407,NGF
DB01407,TNF
DB01409,CHRM3
DB01409,CHRM1
DB01409,CHRM2
DB01409,CHRM4
DB01409,CHRM5
DB01410,SERPINA6
DB01410,NR3C1
DB01418,VKORC1
DB01420,AR
DB01426,SCN5A
DB01427,PDE4A
DB01427,PDE4B
DB01427,PDE4C
DB01427,PDE4D
DB01427,PDE3A
DB01427,PDE3B
DB01427,TNF
DB01430,ATP1A1
DB01435,PTGS1
DB01435,PTGS2
DB01436,VDR
DB01436,CYP27B1
DB01436,RXRA
DB01437,GABRA1
DB01437,CYP2D6
DB01437,GABRA2
DB01437,GABRA3
DB01437,GABRA4
DB01437,GABRA5
DB01437,GABRA6
DB01437,GABRB1
DB01437,GABRB2
DB01437,GABRB3
DB01437,GABRD
DB01437,GABRE
DB01437,GABRG1
DB01437,GABRG2
DB01437,GABRG3
DB01437,GABRP
DB01437,GABRQ
DB01438,SCN1A
DB01440,GABBR1
DB01440,GABBR2
DB01440,SLC52A2
DB01452,OPRM1
DB01452,OPRK1
DB01452,OPRD1
DB01452,CES1
DB01558,GABRA1
DB01558,GABRA2
DB01558,GABRA3
DB01558,GABRA4
DB01558,GABRA5
DB01558,GABRA6
DB01558,GABRB1
DB01558,GABRB2
DB01558,GABRB3
DB01558,GABRD
DB01558,GABRE
DB01558,GABRG1
DB01558,GABRG2
DB01558,GABRG3
DB01558,GABRP
DB01558,GABRQ
DB01576,SLC18A2
DB01576,SLC6A2
DB01576,SLC6A3
DB01576,TAAR1
DB01576,ADRA1B
DB01576,ADRA1A
DB01576,ADRA1D
DB01576,ADRA2A
DB01576,ADRA2B
DB01576,ADRA2C
DB01577,DRD2
DB01577,ADRA1B
DB01577,SLC6A3
DB01577,SLC6A4
DB01577,SLC6A2
DB01577,SLC18A2
DB01577,SLC18A1
DB01577,TAAR1
DB01577,ADRA2A
DB01577,ADRA2B
DB01577,ADRA2C
DB01577,MAOA
DB01577,MAOB
DB01579,ADRA1A
DB01579,SLC6A2
DB01579,ADRA1B
DB01580,ADRB1
DB01580,ADRB3
DB01580,ADRB2
DB01586,AKR1C2
DB01586,BLVRA
DB01586,SLC23A2
DB01586,NR1H4
DB01588,TSPO
DB01588,GABRA1
DB01588,GABRA2
DB01588,GABRA3
DB01588,GABRA4
DB01588,GABRA5
DB01588,GABRA6
DB01588,GABRB1
DB01588,GABRB2
DB01588,GABRB3
DB01588,GABRD
DB01588,GABRE
DB01588,GABRG1
DB01588,GABRG2
DB01588,GABRG3
DB01588,GABRP
DB01588,GABRQ
DB01589,TSPO
DB01589,GABRA1
DB01589,GABRA2
DB01589,GABRA3
DB01589,GABRA4
DB01589,GABRA5
DB01589,GABRA6
DB01589,GABRB1
DB01589,GABRB2
DB01589,GABRB3
DB01589,GABRD
DB01589,GABRE
DB01589,GABRG1
DB01589,GABRG2
DB01589,GABRG3
DB01589,GABRP
DB01589,GABRQ
DB01590,MTOR
DB01591,CHRM3
DB01591,CHRM2
DB01591,CHRM4
DB01591,CHRM5
DB01591,CHRM1
DB01592,HBA1
DB01592,TFRC
DB01592,EGLN1
DB01592,HDAC8
DB01592,AHSP
DB01592,FXN
DB01592,FTH1
DB01592,FEN1
DB01592,NEIL1
DB01592,NEIL2
DB01592,POLB
DB01592,CP
DB01592,TF
DB01593,BDKRB1
DB01593,MGMT
DB01593,ALDOA
DB01593,EEF1A1
DB01593,ENO1
DB01593,GAPDHS
DB01593,NME1
DB01593,P4HB
DB01593,PDIA3
DB01593,PRDX1
DB01593,PSPH
DB01593,TPI1
DB01593,TUFM
DB01593,ESR1
DB01593,IL3
DB01593,MT2A
DB01593,CCS
DB01593,HDAC1
DB01593,HDAC4
DB01593,MPG
DB01593,SEMG1
DB01593,SOD1
DB01593,HDAC8
DB01593,SIVA1
DB01593,GLRA1
DB01593,MDM2
DB01593,INS
DB01593,UTRN
DB01593,ASPA
DB01593,S100A8
DB01593,S100A9
DB01593,MMP9
DB01593,TP73
DB01593,S100A2
DB01593,TP53
DB01593,MT3
DB01593,PDCD6
DB01593,DAND5
DB01593,MT1A
DB01593,A1BG
DB01593,A2M
DB01593,AGT
DB01593,AHSG
DB01593,APCS
DB01593,APOA1
DB01593,APOA2
DB01593,APOA4
DB01593,APOBR
DB01593,APOE
DB01593,APOL1
DB01593,C1QB
DB01593,C1QC
DB01593,C1R
DB01593,C1S
DB01593,C3
DB01593,C4B_2
DB01593,C4BPA
DB01593,C4BPB
DB01593,C5
DB01593,BRCC3
DB01593,C8A
DB01593,C8B
DB01593,C8G
DB01593,CFB
DB01593,CFH
DB01593,CFI
DB01593,CLU
DB01593,CP
DB01593,CPN1
DB01593,CPN2
DB01593,DCD
DB01593,DSP
DB01593,F12
DB01593,F13B
DB01593,F2
DB01593,FCN3
DB01593,FGA
DB01593,FN1
DB01593,GSN
DB01593,HBA1
DB01593,HBB
DB01593,HPR
DB01593,HRNR
DB01593,IGFALS
DB01593,ITIH1
DB01593,ITIH2
DB01593,ITIH3
DB01593,ITIH4
DB01593,JCHAIN
DB01593,JUP
DB01593,KLKB1
DB01593,KNG1
DB01593,KRT1
DB01593,KRT10
DB01593,KRT14
DB01593,KRT16
DB01593,KRT2
DB01593,KRT5
DB01593,KRT6A
DB01593,KRT9
DB01593,ORM2
DB01593,PGLYRP2
DB01593,PON1
DB01593,PZP
DB01593,S100A7
DB01593,SELENOP
DB01593,SERPINA1
DB01593,SERPINA3
DB01593,SERPINA4
DB01593,SERPINA6
DB01593,SERPIND1
DB01593,SHBG
DB01593,TF
DB01593,TTR
DB01593,VTN
DB01593,APLP1
DB01593,APLP2
DB01593,APP
DB01593,PARP1
DB01595,GABRA1
DB01595,GABRA2
DB01595,GABRA3
DB01595,GABRA4
DB01595,GABRA5
DB01595,GABRA6
DB01595,GABRB1
DB01595,GABRB2
DB01595,GABRB3
DB01595,GABRD
DB01595,GABRE
DB01595,GABRG1
DB01595,GABRG2
DB01595,GABRG3
DB01595,GABRP
DB01595,GABRQ
DB01595,SCN1A
DB01597,DPEP1
DB01599,ABCA1
DB01599,CES1
DB01600,PTGS1
DB01600,PTGS2
DB01611,TLR7
DB01611,TLR9
DB01611,ACE2
DB01616,HTR1A
DB01618,DRD2
DB01618,HTR1A
DB01618,HTR2A
DB01618,CHRM1
DB01619,HRH1
DB01620,HRH4
DB01620,HRH1
DB01620,NR1I3
DB01621,DRD2
DB01621,DRD1
DB01621,HTR2A
DB01621,HTR1A
DB01623,DRD2
DB01623,DRD1
DB01623,HTR2A
DB01624,DRD1
DB01624,DRD5
DB01624,DRD2
DB01624,ADRA1A
DB01624,ADRA2A
DB01624,HTR2A
DB01624,HRH1
DB01625,CHRM3
DB01625,CHRM4
DB01626,MAOB
DB01626,MAOA
DB01628,PTGS2
DB01656,PDE4A
DB01656,PDE4B
DB01656,PDE4C
DB01656,PDE4D
DB01698,AKR1C3
DB01698,CBR1
DB01708,G6PD
DB01708,ESR1
DB01708,ESR2
DB01708,GABRA1
DB01708,GABRA2
DB01708,GABRA3
DB01708,GABRA4
DB01708,GABRA5
DB01708,GABRA6
DB01708,GABRB1
DB01708,GABRB2
DB01708,GABRB3
DB01708,GABRD
DB01708,GABRE
DB01708,GABRG1
DB01708,GABRG2
DB01708,GABRG3
DB01708,GABRP
DB01708,GABRQ
DB01708,GRIN1
DB01708,GRIN2A
DB01708,GRIN2B
DB01708,GRIN2C
DB01708,GRIN2D
DB01708,GRIN3A
DB01708,GRIN3B
DB01708,AR
DB01708,PPARA
DB01708,SIGMAR1
DB01708,NR1I2
DB01708,NR1I3
DB01744,TRPV1
DB01744,TRPV3
DB01744,TRPA1
DB01744,TRPM8
DB01956,GRIN2B
DB01956,GLRB
DB01956,GLRA2
DB01956,GLRA3
DB01956,GABRA1
DB01956,GABRA2
DB01956,GABRA3
DB01956,GABRA4
DB01956,GABRA5
DB01956,GABRA6
DB01956,GABRB1
DB01956,GABRB2
DB01956,GABRB3
DB01956,GABRD
DB01956,GABRE
DB01956,GABRG1
DB01956,GABRG2
DB01956,GABRG3
DB01956,GABRP
DB01956,GABRQ
DB01956,GABBR1
DB01956,GLRA1
DB02300,VDR
DB02530,GABRG2
DB02530,SLC6A11
DB02530,ITGA4
DB02530,GABRA2
DB02530,GABRA3
DB02530,GABRB2
DB02530,GABRA1
DB02530,GABRA5
DB02530,SLC6A1
DB02530,GABBR1
DB02530,GABBR2
DB02530,GATM
DB02546,HDAC1
DB02546,HDAC2
DB02546,HDAC3
DB02546,HDAC6
DB02546,HDAC8
DB02546,HDAC11
DB02546,HDAC4
DB02546,HDAC5
DB02546,HDAC7
DB02546,HDAC9
DB02546,HDAC10
DB02638,AVPR1A
DB02638,AVPR1B
DB02638,AVPR2
DB02659,PLA2G1B
DB02659,FECH
DB02659,CES1
DB02659,ADH1C
DB02659,ESRRG
DB02659,FABP6
DB02659,COX4I1
DB02659,MT-CO1
DB02659,MT-CO2
DB02659,MT-CO3
DB02659,COX5A
DB02659,COX5B
DB02659,COX6C
DB02659,COX7B
DB02659,COX7C
DB02659,COX8A
DB02659,COX6A2
DB02659,COX6B1
DB02659,COX7A1
DB02659,NR1H4
DB02659,GPBAR1
DB02701,BST1
DB02701,PARP1
DB02701,SIRT5
DB02701,LDHA
DB02772,TAS1R2
DB02772,LYZ
DB02772,ACTA1
DB02772,ATOX1
DB02772,RTCB
DB02925,SLC12A1
DB03017,TLR4
DB03017,LTF
DB03017,PLA2G2A
DB03017,HNF4A
DB03017,VLDLR
DB03017,GLTP
DB03017,C8G
DB03017,PLA2G2D
DB03017,LY96
DB03017,PPARA
DB03017,GM2A
DB03017,ADH5
DB03085,G6PD
DB03128,CHRM1
DB03128,CHRM2
DB03128,CHRM3
DB03128,CHRM4
DB03128,CHRNA7
DB03255,CA1
DB03255,CA4
DB03255,CA12
DB03255,CA2
DB03255,CA14
DB03255,CA9
DB03255,ALB
DB03619,PCNA
DB03619,EFL1
DB03619,NR1H4
DB03619,GSTP1
DB03619,GPBAR1
DB03619,GSTA1
DB03619,GSTA2
DB03619,GSTM1
DB03619,GSTM2
DB03619,GSTM3
DB03619,GSTM4
DB03619,GSTM5
DB03619,GSTT1
DB03619,GSTT2
DB03619,GSTT2B
DB03619,HPGDS
DB03754,AMD1
DB03754,APP
DB03793,RAB9A
DB03793,SLC15A1
DB03793,DAO
DB03904,ARG1
DB03904,CA2
DB03904,CTNNB1
DB04115,TERT
DB04115,BIRC5
DB04272,TRPV4
DB04272,AKR1B1
DB04272,CS
DB04272,SRC
DB04272,RNASE1
DB04272,RNASE3
DB04272,IL4I1
DB04272,CTDSP1
DB04272,HGS
DB04272,MDH2
DB04272,CPB1
DB04272,LSM6
DB04272,PLEKHA1
DB04272,C8G
DB04272,APRT
DB04272,ITPA
DB04465,LGALS3
DB04465,GLB1
DB04465,GLT6D1
DB04465,GLTP
DB04575,ESR1
DB04743,PTGS2
DB04743,TNFSF10
DB04743,LTF
DB04743,PLA2G2E
DB04837,HRH1
DB04838,CACNA2D1
DB04838,CES1
DB04840,SLC6A2
DB04841,CACNA1A
DB04841,CACNA1G
DB04841,CACNA1H
DB04841,CACNA1I
DB04841,CALM1
DB04841,HRH1
DB04842,DRD2
DB04842,HTR2A
DB04842,CACNG1
DB04843,CHRM1
DB04843,CHRM5
DB04843,CHRM3
DB04844,SLC18A2
DB04844,DRD2
DB04845,TUBB3
DB04846,ADRB1
DB04846,ADRB2
DB04846,ADRB3
DB04846,ADRA2A
DB04846,ADRA2B
DB04846,ADRA2C
DB04854,XDH
DB04855,ADRA1A
DB04855,KCNA5
DB04855,ADRA1B
DB04855,ADRA1D
DB04855,ADRA2A
DB04855,ADRA2B
DB04855,ADRA2C
DB04855,KCNH2
DB04855,CACNA1C
DB04855,CACNA1D
DB04855,CACNA1F
DB04855,CACNA1S
DB04855,CACNB1
DB04855,CACNB2
DB04855,CACNB3
DB04855,CACNB4
DB04855,KCNK2
DB04855,SCN5A
DB04855,KCNJ3
DB04855,KCNQ1
DB04855,KCNJ12
DB04855,KCNJ14
DB04855,KCNJ2
DB04855,KCNJ4
DB04855,SLC8A1
DB04855,KCND3
DB04855,ADRB1
DB04855,THRA
DB04861,ADRB1
DB04861,ADRB2
DB04861,ADRB3
DB04865,RPL3
DB04868,ABL1
DB04868,KIT
DB04871,HTR2C
DB04876,DPP4
DB04880,PDE3A
DB04890,HRH1
DB04895,VEGFA
DB04896,SLC6A4
DB04896,SLC6A2
DB04896,GRIN1
DB04896,GRIN2A
DB04896,GRIN2B
DB04896,GRIN2C
DB04896,GRIN2D
DB04896,GRIN3A
DB04896,GRIN3B
DB04898,F2
DB04899,NPR1
DB04899,NPR2
DB04899,NPR3
DB04920,CACNA1F
DB04920,CACNA1S
DB04920,CACNA1D
DB04920,CACNA1C
DB04931,MC4R
DB04931,MC1R
DB04932,ADORA1
DB04932,ADORA2A
DB04932,ADORA2B
DB04938,ESR1
DB04941,ANO1
DB04941,CFTR
DB04946,HTR2A
DB04946,DRD2
DB04946,HTR1A
DB04946,HTR2C
DB04946,HTR6
DB04946,HTR7
DB04946,ADRA1A
DB04946,ADRA2A
DB04946,ADRA2B
DB04946,ADRA2C
DB04946,ADRB1
DB04946,ADRB2
DB04946,DRD1
DB04946,DRD3
DB04946,DRD4
DB04946,DRD5
DB04946,HRH1
DB04951,TGFB1
DB04953,KCNQ3
DB04953,KCNQ2
DB04953,KCNQ4
DB04953,KCNQ5
DB05015,HDAC1
DB05015,HDAC11
DB05015,HDAC2
DB05015,HDAC3
DB05015,HDAC4
DB05015,HDAC5
DB05015,HDAC6
DB05015,HDAC7
DB05015,HDAC8
DB05015,HDAC9
DB05015,HDAC10
DB05016,DMD
DB05039,ADRB2
DB05099,FGA
DB05239,MAP2K1
DB05246,CACNA1G
DB05260,IL1B
DB05260,RRM2
DB05260,ATP6V1B2
DB05271,DRD3
DB05271,DRD4
DB05271,DRD2
DB05271,DRD5
DB05271,DRD1
DB05271,HTR1A
DB05271,ADRA2B
DB05294,KDR
DB05294,RET
DB05294,EGFR
DB05294,VEGFA
DB05294,PTK6
DB05294,TEK
DB05311,KLKB1
DB05332,MPL
DB05351,ATP4A
DB05351,ATP4B
DB05351,DDAH1
DB05389,MAEA
DB05389,CD163
DB05521,SLCO1B1
DB05521,SLCO2B1
DB05541,SV2A
DB05541,SCN1A
DB05541,SCN10A
DB05541,SCN11A
DB05541,SCN2A
DB05541,SCN3A
DB05541,SCN4A
DB05541,SCN5A
DB05541,SCN7A
DB05541,SCN8A
DB05541,SCN9A
DB05541,SCN1B
DB05541,SCN2B
DB05541,SCN3B
DB05541,SCN4B
DB05578,KDR
DB05630,TOP1
DB05676,CDK4
DB05676,CDK6
DB05679,IL12B
DB05679,IL23A
DB05777,F2
DB05777,F5
DB05812,CYP17A1
DB05829,PTH2R
DB05829,PTH1R
DB05990,NR1H4
DB06016,DRD3
DB06016,DRD2
DB06016,HTR1A
DB06016,HTR2B
DB06016,HTR2A
DB06016,HRH1
DB06016,HTR2C
DB06016,ADRA1A
DB06144,DRD2
DB06144,HTR2A
DB06144,HTR2C
DB06144,HTR6
DB06144,KCNH2
DB06144,ADRA1A
DB06144,ADRA1B
DB06144,ADRA1D
DB06148,ADRA2A
DB06148,HTR2A
DB06148,HTR2C
DB06148,HRH1
DB06148,SLC6A2
DB06148,SLC6A4
DB06148,HRH4
DB06148,HTR1A
DB06148,ADRA2C
DB06148,HTR2B
DB06148,HTR1F
DB06148,ADRA2B
DB06148,DRD3
DB06148,OPRK1
DB06148,SLC6A3
DB06148,HTR7
DB06148,DRD2
DB06148,HTR6
DB06148,ADRA1A
DB06148,ADRA1B
DB06148,ADRA1D
DB06148,DRD1
DB06148,DRD5
DB06151,GSS
DB06151,SLC7A11
DB06151,ACY1
DB06151,IKBKB
DB06151,CHUK
DB06151,GRIN2B
DB06151,GRIN1
DB06151,GRIN2A
DB06151,GRIN2D
DB06151,GRIN3A
DB06152,IFNAR2
DB06152,CACNA1I
DB06153,CHRM1
DB06153,CHRM2
DB06153,CHRM3
DB06153,HTR2A
DB06153,HTR2B
DB06153,HTR2C
DB06153,HTR1A
DB06153,HTR1B
DB06153,HRH1
DB06153,ADRA1A
DB06153,ADRA1B
DB06153,ADRA1D
DB06153,ADRA2A
DB06153,ADRA2B
DB06153,ADRA2C
DB06155,CNR1
DB06155,GPR55
DB06168,IL1B
DB06176,HDAC1
DB06176,HDAC2
DB06176,HDAC4
DB06176,HDAC6
DB06176,ABCC1
DB06176,HDAC11
DB06176,HDAC3
DB06176,HDAC5
DB06176,HDAC7
DB06176,HDAC8
DB06176,HDAC9
DB06176,HDAC10
DB06193,TOP2A
DB06193,TOP2B
DB06196,BDKRB2
DB06196,ANPEP
DB06201,SCN9A
DB06201,GRM5
DB06202,ESR1
DB06202,ESR2
DB06202,CNR2
DB06203,DPP4
DB06204,OPRM1
DB06204,SLC6A2
DB06204,OPRK1
DB06204,OPRD1
DB06204,SLC6A4
DB06209,P2RY12
DB06210,MPL
DB06212,AVPR2
DB06212,AVPR1A
DB06213,ADORA2A
DB06216,HTR2A
DB06216,DRD2
DB06216,HTR1A
DB06216,HTR1B
DB06216,HTR2B
DB06216,HTR2C
DB06216,HTR5A
DB06216,HTR6
DB06216,HTR7
DB06216,DRD3
DB06216,DRD4
DB06216,DRD1
DB06216,ADRA1A
DB06216,ADRA2A
DB06216,ADRA2B
DB06216,ADRA2C
DB06216,HRH1
DB06216,HRH2
DB06216,ADRB1
DB06216,ADRB2
DB06217,SCN5A
DB06217,KCNA5
DB06217,KCND3
DB06217,KCNH2
DB06218,DPYSL2
DB06218,SCN11A
DB06218,SCN9A
DB06218,SCN3A
DB06218,SCN10A
DB06219,PNLIP
DB06228,F10
DB06230,OPRK1
DB06230,OPRD1
DB06230,OPRM1
DB06237,PDE5A
DB06243,ODC1
DB06262,ADRA1A
DB06262,ADRA1B
DB06262,ADRA1D
DB06262,ADRA2A
DB06262,ADRA2B
DB06262,ADRA2C
DB06262,ADRB1
DB06262,ADRB2
DB06262,ADRB3
DB06262,PAH
DB06267,PDE5A
DB06268,EDNRA
DB06268,EDNRB
DB06271,SERPIND1
DB06271,SERPINC1
DB06273,IL6R
DB06282,HRH1
DB06285,PTH
DB06285,PTH1R
DB06287,MTOR
DB06288,HTR7
DB06288,HTR2A
DB06288,DRD2
DB06288,DRD3
DB06288,OPRM1
DB06288,OPRD1
DB06288,OPRK1
DB06292,SLC5A2
DB06317,SLAMF7
DB06335,DPP4
DB06372,IL1B
DB06372,IL1A
DB06372,IL1RN
DB06401,ESR1
DB06401,ESR2
DB06403,EDNRA
DB06403,EDNRB
DB06410,VDR
DB06412,AR
DB06412,NPPB
DB06413,ADRA1D
DB06413,SLC6A3
DB06439,RELB
DB06439,NFKB1
DB06439,NFKB2
DB06439,RELA
DB06439,REL
DB06439,LPL
DB06441,P2RY12
DB06480,HTR4
DB06589,FLT1
DB06589,KDR
DB06589,FLT4
DB06589,PDGFRA
DB06589,PDGFRB
DB06589,KIT
DB06589,FGFR3
DB06589,ITK
DB06589,FGF1
DB06589,SH2B3
DB06594,HTR2C
DB06594,MTNR1A
DB06594,MTNR1B
DB06603,HDAC1
DB06603,HDAC11
DB06603,HDAC2
DB06603,HDAC3
DB06603,HDAC4
DB06603,HDAC5
DB06603,HDAC6
DB06603,HDAC7
DB06603,HDAC8
DB06603,HDAC9
DB06603,HDAC10
DB06605,F10
DB06616,ABL1
DB06616,LYN
DB06616,SRC
DB06616,MAP2K1
DB06616,MAP2K2
DB06616,MAP3K2
DB06616,CAMK2G
DB06616,FGR
DB06616,HCK
DB06616,TEC
DB06616,SLK
DB06626,ABL1
DB06626,FLT1
DB06626,KDR
DB06626,FLT4
DB06637,KCNA1
DB06637,KCNA2
DB06637,KCNA3
DB06637,KCNA4
DB06637,KCNA5
DB06637,KCNA6
DB06637,KCNA7
DB06637,KCNA10
DB06637,KCNB1
DB06637,KCNB2
DB06637,KCNC1
DB06637,KCNC2
DB06637,KCNC3
DB06637,KCND1
DB06637,KCND2
DB06637,KCND3
DB06643,TNFSF11
DB06650,MS4A1
DB06654,MAOB
DB06655,GLP1R
DB06663,SSTR3
DB06663,SSTR1
DB06663,SSTR2
DB06663,SSTR5
DB06674,TNF
DB06684,SLC6A4
DB06684,HTR1A
DB06688,ACP3
DB06689,F12
DB06691,HRH1
DB06692,PRSS1
DB06692,CTRB1
DB06692,PLG
DB06692,KLK1
DB06694,ADRA2A
DB06694,ADRA2B
DB06694,ADRA1A
DB06694,ADRA1B
DB06694,ADRA1D
DB06694,ADRA2C
DB06695,F2
DB06697,ATP1A1
DB06699,GNRHR
DB06700,SLC6A2
DB06700,SLC6A4
DB06700,SLC6A3
DB06701,SLC6A3
DB06701,SLC6A2
DB06701,SLC6A4
DB06702,CHRM3
DB06702,CHRM4
DB06702,CHRM1
DB06702,CHRM2
DB06702,CHRM5
DB06706,ADRA1A
DB06706,SLC18A2
DB06707,ADRA1D
DB06707,ADRA1B
DB06707,ADRA1A
DB06707,ADRA2A
DB06707,ADRA2B
DB06707,ADRA2C
DB06709,CHRM3
DB06709,CHRM2
DB06709,CHRM1
DB06709,CHRM4
DB06709,CHRM5
DB06710,AR
DB06710,ESR1
DB06711,DRD2
DB06711,ADRA2A
DB06711,ADRA1A
DB06713,PGR
DB06713,ALB
DB06713,AR
DB06714,SLC18A2
DB06714,ADRA2C
DB06714,TAAR1
DB06716,GABRB2
DB06716,GABRB3
DB06717,TACR1
DB06718,AR
DB06719,LHCGR
DB06719,GNRHR
DB06720,GBA1
DB06725,PTGS1
DB06725,PTGS2
DB06736,PTGS2
DB06736,PTGS1
DB06754,SERPINC1
DB06756,BHMT
DB06764,ADRA1A
DB06764,ADRA1B
DB06764,ADRA1D
DB06764,ADRA2C
DB06764,ADRA2A
DB06764,ADRA2B
DB06766,HRH1
DB06774,TRPV1
DB06774,PHB2
DB06775,CPS1
DB06777,NR1H4
DB06777,NR1I2
DB06777,GPBAR1
DB06777,AKR1C2
DB06782,APP
DB06785,GNRHR
DB06786,ESRRA
DB06786,ESRRB
DB06786,ESRRG
DB06786,SMO
DB06788,GNRHR
DB06791,SSTR2
DB06791,SSTR5
DB06800,OPRM1
DB06800,MC4R
DB06800,OPRK1
DB06809,CXCR4
DB06813,DHFR
DB06813,PDF
DB06813,FPGS
DB06813,TYMS
DB06819,HDAC1
DB06819,PRKCA
DB06819,HDAC11
DB06819,HDAC2
DB06819,HDAC3
DB06819,HDAC4
DB06819,HDAC5
DB06819,HDAC6
DB06819,HDAC7
DB06819,HDAC8
DB06819,HDAC9
DB06819,HDAC10
DB06824,CA14
DB06825,GNRHR
DB08604,NR1I2
DB08604,AR
DB08604,NR1I3
DB08604,PPARG
DB08604,TPO
DB08799,HRH1
DB08801,HRH1
DB08801,CHRM2
DB08804,AR
DB08804,FOS
DB08804,HTR2A
DB08804,HTR2B
DB08804,HTR2C
DB08804,HTR1B
DB08804,IGF1R
DB08804,DRD1
DB08804,DRD5
DB08804,DRD2
DB08804,DRD3
DB08804,DRD4
DB08814,PTGS1
DB08814,NFKB1
DB08814,NOS2
DB08814,PDE10A
DB08815,DRD2
DB08815,HTR2A
DB08815,HTR7
DB08815,HTR1A
DB08815,ADRA2C
DB08815,ADRA2A
DB08816,P2RY12
DB08818,CD44
DB08818,ICAM1
DB08818,HMMR
DB08818,LYVE1
DB08818,NCAN
DB08818,VCAN
DB08818,C1QBP
DB08818,HAPLN1
DB08818,HAPLN3
DB08818,HABP2
DB08818,LAYN
DB08818,STAB2
DB08818,TNFAIP6
DB08818,IMPG2
DB08818,HABP4
DB08819,PTGFR
DB08820,CFTR
DB08822,AGTR1
DB08827,MTTP
DB08828,SMO
DB08860,HMGCR
DB08860,ITGAL
DB08867,PGR
DB08867,NR3C1
DB08867,AR
DB08868,DRD3
DB08868,SPHK1
DB08868,S1PR5
DB08868,S1PR1
DB08868,S1PR3
DB08868,HDAC1
DB08868,S1PR4
DB08869,GHRHR
DB08870,TNFRSF8
DB08871,TUBB1
DB08871,BCL2
DB08872,SLC5A6
DB08872,CACNA2D1
DB08872,CACNA2D2
DB08875,MET
DB08875,KDR
DB08875,RET
DB08877,PLAUR
DB08877,JAK2
DB08877,JAK1
DB08877,JAK3
DB08877,TYK2
DB08879,TNFSF13B
DB08880,HMGCR
DB08880,DHODH
DB08881,BRAF
DB08882,DPP4
DB08883,GRIA2
DB08883,GRIA3
DB08883,GRIA4
DB08883,GRIA1
DB08885,VEGFA
DB08885,PGF
DB08885,VEGFB
DB08888,FN1
DB08888,A2M
DB08888,SERPINF2
DB08889,PSMB5
DB08889,PSMB8
DB08889,PSMB1
DB08889,PSMB9
DB08889,PSMB2
DB08889,PSMB10
DB08890,GUCY2C
DB08893,ADRB3
DB08893,ADRB1
DB08894,EPOR
DB08895,JAK1
DB08895,JAK2
DB08895,JAK3
