node_1,node_2_name
DB00320,ADRA1D
DB00320,ADRA2B
DB00320,ADRA2C
DB00320,DRD3
DB00320,DRD4
DB00320,HTR4
DB00320,ADRB3
DB00321,SLC6A2
DB00321,SLC6A4
DB00321,HTR2A
DB00321,HTR1A
DB00321,OPRD1
DB00321,OPRK1
DB00321,NTRK1
DB00321,NTRK2
DB00321,ADRA1A
DB00321,ADRA1D
DB00321,ADRA2A
DB00321,HRH1
DB00321,KCNQ2
DB00321,KCNA1
DB00321,HRH2
DB00321,HRH4
DB00321,SIGMAR1
DB00321,HTR2C
DB00321,ADRA1B
DB00321,HTR7
DB00321,HTR1D
DB00321,OPRM1
DB00321,HTR1B
DB00321,HTR6
DB00321,KCNQ3
DB00321,CHRM1
DB00321,CHRM2
DB00321,CHRM3
DB00321,CHRM4
DB00321,CHRM5
DB00321,KCNH2
DB00321,KCNH6
DB00321,KCNH7
DB00322,TYMS
DB00323,COMT
DB00324,NR3C1
DB00325,GUCY1A1
DB00325,GUCY1B1
DB00325,NPR1
DB00327,OPRM1
DB00327,OPRD1
DB00327,OPRK1
DB00328,PTGS2
DB00328,PLA2G2A
DB00328,PTGS1
DB00328,PTGR2
DB00328,PPARG
DB00328,GLO1
DB00328,PTGDR2
DB00328,PPARA
DB00328,AKR1C3
DB00328,EIF2AK2
DB00331,SLC47A1
DB00331,ACACB
DB00331,ETFDH
DB00331,PRKAB1
DB00331,GPD1
DB00332,CHRM3
DB00332,CHRM1
DB00332,CHRM2
DB00334,HTR2A
DB00334,DRD2
DB00334,DRD1
DB00334,DRD5
DB00334,DRD3
DB00334,DRD4
DB00334,HTR2C
DB00334,HTR3A
DB00334,HTR6
DB00334,HRH1
DB00334,ADRA1A
DB00334,ADRA1B
DB00334,CHRM1
DB00334,CHRM2
DB00334,CHRM3
DB00334,CHRM4
DB00334,ADRB1
DB00334,ADRB2
DB00334,ADRB3
DB00334,HTR1A
DB00334,HTR1B
DB00334,HTR1D
DB00334,HTR1E
DB00334,HTR1F
DB00334,GABRA1
DB00334,GABRA2
DB00334,GABRA3
DB00334,GABRA5
DB00334,GABRG1
DB00334,GABRG2
DB00334,GABRG3
DB00335,ADRB1
DB00335,ADRB2
DB00337,PPP3CA
DB00337,MTOR
DB00337,FKBP1A
DB00338,ATP4A
DB00338,ATP4B
DB00338,AHR
DB00340,CHRM1
DB00340,CHRM2
DB00340,CHRM3
DB00340,CHRM4
DB00340,CHRM5
DB00341,HRH1
DB00342,HRH1
DB00342,CHRM3
DB00342,CHRM1
DB00342,CHRM5
DB00342,CHRM4
DB00342,CHRM2
DB00342,KCNH2
DB00343,CACNA1C
DB00343,CACNA2D1
DB00343,CACNG1
DB00344,SLC6A2
DB00344,SLC6A4
DB00347,CACNA1G
DB00348,HPD
DB00349,GABRA1
DB00349,GABRA2
DB00349,GABRA3
DB00349,GABRA4
DB00349,GABRA5
DB00349,GABRA6
DB00349,GABRB1
DB00349,GABRB2
DB00349,GABRB3
DB00349,GABRD
DB00349,GABRE
DB00349,GABRG1
DB00349,GABRG2
DB00349,GABRG3
DB00349,GABRP
DB00349,GABRQ
DB00350,KCNJ1
DB00350,REN
DB00350,PTGS1
DB00351,PGR
DB00351,NR3C1
DB00356,KCNMA1
DB00357,CYP11A1
DB00357,CYP19A1
DB00360,PAH
DB00360,NOS3
DB00360,TH
DB00360,TPH1
DB00361,TUBB
DB00363,DRD2
DB00363,HTR2A
DB00363,DRD1
DB00363,DRD3
DB00363,DRD4
DB00363,DRD5
DB00363,HTR1A
DB00363,HTR1B
DB00363,HTR1D
DB00363,HTR1E
DB00363,HTR3A
DB00363,HTR2C
DB00363,HTR6
DB00363,HTR7
DB00363,ADRA2C
DB00363,HRH1
DB00363,HRH4
DB00363,ADRA1A
DB00363,ADRA1B
DB00363,ADRA2A
DB00363,ADRA2B
DB00363,CHRM1
DB00363,CHRM2
DB00363,CHRM3
DB00363,CHRM4
DB00363,CHRM5
DB00363,CALY
DB00363,GSTP1
DB00363,GABBR1
DB00363,GABBR2
DB00363,GABRA1
DB00363,GABRB1
DB00363,GABRG1
DB00364,PGA5
DB00364,FGF2
DB00364,EGF
DB00364,FGA
DB00364,FGB
DB00364,FGG
DB00366,HRH1
DB00366,NR1I3
DB00366,CHRM1
DB00366,CHRM2
DB00366,CHRM3
DB00366,CHRM4
DB00366,CHRM5
DB00367,PGR
DB00367,SRD5A1
DB00367,ESR1
DB00367,AR
DB00367,SHBG
DB00367,NR3C1
DB00368,ADRA1A
DB00368,ADRA1B
DB00368,ADRA1D
DB00368,ADRA2A
DB00368,ADRA2B
DB00368,ADRA2C
DB00368,ADRB1
DB00368,ADRB2
DB00368,ADRB3
DB00368,PAH
DB00368,SLC18A2
DB00368,SLC18A1
DB00370,HTR2A
DB00370,ADRA2A
DB00370,HTR2C
DB00370,ADRA1A
DB00370,ADRA1B
DB00370,ADRA1D
DB00370,OPRK1
DB00370,HRH1
DB00371,PDF
DB00371,PRKCE
DB00371,GABRA1
DB00371,GABRA2
DB00371,GABRA3
DB00371,GABRA4
DB00371,GABRA5
DB00371,GABRA6
DB00371,GABRB1
DB00371,GABRB2
DB00371,GABRB3
DB00371,GABRD
DB00371,GABRE
DB00371,GABRG1
DB00371,GABRG2
DB00371,GABRG3
DB00371,GABRP
DB00371,GABRQ
DB00372,DRD2
DB00373,ADRB1
DB00373,ADRB2
DB00374,PTGIR
DB00374,PTGER2
DB00374,PTGDR
DB00374,PPARD
DB00374,P2RY12
DB00376,CHRM1
DB00376,ADRB3
DB00376,CHRM2
DB00376,CHRM3
DB00376,CHRM4
DB00376,CHRM5
DB00377,HTR3A
DB00378,PGR
DB00379,SCN5A
DB00379,AHR
DB00380,TOP2A
DB00380,TOP2B
DB00381,CACNA1C
DB00381,CACNA2D1
DB00381,CACNA1I
DB00381,CACNA1B
DB00381,CACNB1
DB00381,CACNA2D3
DB00381,CA1
DB00381,SMPD1
DB00382,BCHE
DB00382,ACHE
DB00382,CES1
DB00383,CHRM5
DB00383,CHRM3
DB00383,CHRM1
DB00383,CHRM2
DB00384,SCNN1G
DB00384,SCNN1A
DB00384,SCNN1B
DB00384,SCNN1D
DB00385,TOP2B
DB00385,TOP2A
DB00387,CHRM3
DB00387,CHRM5
DB00387,CHRM1
DB00387,CHRM2
DB00387,CHRM4
DB00388,ADRA1A
DB00388,DRD2
DB00388,ADRA1B
DB00388,ADRA1D
DB00389,TPO
DB00390,ATP1A2
DB00390,ATP1A3
DB00390,ATP1B1
DB00390,ATP1B2
DB00390,ATP1B3
DB00390,SLCO4C1
DB00390,ATP1A1
DB00391,DRD2
DB00391,DRD3
DB00391,CA2
DB00391,CA3
DB00391,DRD4
DB00392,HRH1
DB00392,CHRM1
DB00392,GRIN3A
DB00392,CHRM2
DB00393,CACNA1C
DB00393,CACNA1D
DB00393,CACNA1F
DB00393,CACNA1S
DB00393,CACNB1
DB00393,CACNB2
DB00393,CACNB3
DB00393,CACNB4
DB00393,NR3C2
DB00393,AHR
DB00394,NR3C1
DB00395,GABRA1
DB00395,GABRB2
DB00395,GABRG2
DB00395,GABRA5
DB00395,GABRA3
DB00396,PGR
DB00396,NR3C2
DB00396,ESR1
DB00396,CYP17A1
DB00396,OPRK1
DB00396,ORM1
DB00396,NR3C1
DB00396,AR
DB00396,SHBG
DB00396,ESR2
DB00397,DRD1
DB00397,ADRB1
DB00397,ADRB2
DB00397,ADRA2A
DB00397,ADRA2B
DB00397,ADRA2C
DB00398,BRAF
DB00398,EGFR
DB00398,RAF1
DB00398,FLT4
DB00398,KDR
DB00398,FLT1
DB00398,FLT3
DB00398,PDGFRB
DB00398,KIT
DB00398,FGFR1
DB00398,RET
DB00399,GGPS1
DB00399,FDPS
DB00400,KRT12
DB00401,CACNA1C
DB00401,CACNA2D1
DB00401,CACNB2
DB00401,CACNA1D
DB00401,CACNA1S
DB00402,GABRA1
DB00402,TSPO
DB00402,GABRA2
DB00402,GABRA3
DB00402,GABRA4
DB00402,GABRA5
DB00402,GABRA6
DB00402,GABRB1
DB00402,GABRB2
DB00402,GABRB3
DB00402,GABRD
DB00402,GABRE
DB00402,GABRG1
DB00402,GABRG2
DB00402,GABRG3
DB00402,GABRP
DB00402,GABRQ
DB00403,CCKAR
DB00403,CCKBR
DB00404,GABRA1
DB00404,GABRA2
DB00404,GABRA3
DB00404,GABRA4
DB00404,GABRA5
DB00404,GABRA6
DB00404,GABRB1
DB00404,GABRB2
DB00404,GABRB3
DB00404,GABRD
DB00404,GABRE
DB00404,GABRG1
DB00404,GABRG2
DB00404,GABRG3
DB00404,GABRP
DB00404,GABRQ
DB00404,TSPO
DB00405,HRH1
DB00408,HTR2A
DB00408,DRD2
DB00408,HTR2C
DB00408,HTR1A
DB00408,HTR1B
DB00408,HTR1D
DB00408,HTR1E
DB00408,HTR3A
DB00408,HTR5A
DB00408,HTR6
DB00408,HTR7
DB00408,ADRA1A
DB00408,ADRA1B
DB00408,ADRA2A
DB00408,ADRA2B
DB00408,ADRA2C
DB00408,ADRB1
DB00408,CHRM1
DB00408,CHRM2
DB00408,CHRM3
DB00408,CHRM4
DB00408,CHRM5
DB00408,DRD1
DB00408,DRD5
DB00408,DRD3
DB00408,DRD4
DB00408,HRH1
DB00408,HRH2
DB00408,HRH4
DB00408,SLC6A4
DB00408,SLC6A2
DB00408,SLC6A3
DB00411,CHRM1
DB00411,CHRM2
DB00411,CHRNA2
DB00411,CHRM3
DB00411,CHRM4
DB00412,PPARG
DB00412,ACSL4
DB00412,PPARA
DB00412,PPARD
DB00412,RXRA
DB00412,RXRB
DB00412,RXRG
DB00413,DRD3
DB00413,DRD2
DB00413,DRD4
DB00413,HTR1A
DB00413,ADRA2A
DB00414,KCNJ1
DB00414,ABCC8
DB00415,SLC15A1
DB00415,SLC15A2
DB00415,TEK
DB00417,SLC15A1
DB00418,GABRA2
DB00418,GABRA3
DB00418,GABRA4
DB00418,GABRA5
DB00418,GABRA6
DB00418,GABRA1
DB00418,CHRNA4
DB00418,CHRNA7
DB00418,GRIA2
DB00418,GRIK2
DB00418,GRIN1
DB00418,GRIN2A
DB00418,GRIN2B
DB00418,GRIN2C
DB00418,GRIN2D
DB00418,GRIN3A
DB00418,GRIN3B
DB00419,UGCG
DB00420,DRD2
DB00420,CHRM5
DB00420,HTR2A
DB00420,HTR2C
DB00420,ADRA1A
DB00420,CHRM1
DB00420,HRH1
DB00421,NR3C2
DB00421,NR3C1
DB00421,AR
DB00421,PGR
DB00421,ESR1
DB00421,ESR2
DB00421,NR1I2
DB00421,CACNA1C
DB00421,CACNA1D
DB00421,CACNA1F
DB00421,CACNA1S
DB00421,CACNB1
DB00421,CACNB2
DB00421,CACNB3
DB00421,CACNB4
DB00421,CACNA1A
DB00422,SLC6A3
DB00422,HTR1A
DB00422,SLC6A2
DB00423,CA1
DB00424,CHRM1
DB00424,CHRM5
DB00424,CHRM2
DB00424,CHRM3
DB00424,CHRM4
DB00424,ADCY1
DB00425,GABRA1
DB00425,GABRG3
DB00425,GABRA2
DB00425,GABRA3
DB00425,GABRG2
DB00427,HRH1
DB00428,SLC2A2
DB00428,OGA
DB00429,PTGER1
DB00429,PTGFR
DB00432,TYMS
DB00433,DRD2
DB00433,HRH1
DB00433,ADRA1A
DB00433,ADRA1B
DB00433,ADRA1D
DB00433,ADRA2A
DB00433,ADRA2B
DB00433,ADRA2C
DB00434,HRH1
DB00434,HTR2A
DB00434,HTR2C
DB00434,HRH2
DB00434,HTR2B
DB00434,CHRM1
DB00434,CHRM2
DB00434,CHRM3
DB00434,HTR7
DB00435,GUCY1A1
DB00435,GUCY1B1
DB00435,GUCY1A2
DB00435,MT1A
DB00435,IDO1
DB00435,NOS3
DB00436,SLC12A3
DB00436,SLC12A1
DB00436,KCNMA1
DB00436,CA1
DB00436,CA2
DB00436,CA4
DB00437,XDH
DB00439,HMGCR
DB00440,DHFR
DB00441,RRM2
DB00441,RRM1
DB00441,TYMS
DB00441,CMPK1
DB00443,NR3C1
DB00444,TOP2A
DB00444,TOP2B
DB00445,TOP2B
DB00445,TOP2A
DB00446,CD55
DB00448,ATP4A
DB00448,MAPT
DB00449,ADRB1
DB00449,ADRA1A
DB00449,ADRA2A
DB00449,ADRB2
DB00449,BCHE
DB00449,ACHE
DB00450,ADRA1A
DB00450,DRD2
DB00451,ITGAV
DB00451,ITGB3
DB00451,THRA
DB00451,THRB
DB00452,CXCR4
DB00454,OPRK1
DB00454,GRIN1
DB00454,GRIN2B
DB00454,GRIN2A
DB00454,GRIN2C
DB00454,GRIN2D
DB00454,CHRM1
DB00454,CHRM2
DB00454,CHRM3
DB00454,CHRM4
DB00454,CHRM5
DB00454,OPRM1
DB00454,SLC6A3
DB00454,SLC6A2
DB00454,SLC6A4
DB00454,CES1
DB00455,HRH1
DB00455,KCNH2
DB00457,ADRA1A
DB00457,ADRA1B
DB00457,ADRA1D
DB00457,KCNH2
DB00457,ADRA2A
DB00457,ADRA2B
DB00458,SLC6A2
DB00458,SLC6A4
DB00458,HTR2A
DB00458,HRH1
DB00458,ADRA1A
DB00458,ADRA1D
DB00458,CHRM1
DB00458,CHRM2
DB00458,CHRM3
DB00458,CHRM4
DB00458,CHRM5
DB00458,KCND2
DB00458,KCND3
DB00458,HTR2C
DB00458,ADRA1B
DB00458,HTR7
DB00458,DRD1
DB00458,DRD5
DB00458,DRD2
DB00458,KCNH2
DB00458,SLC6A3
DB00458,HTR1A
DB00458,HTR6
DB00458,KCNH1
DB00458,ORM2
DB00459,RXRA
DB00459,STAT3
DB00459,RARA
DB00459,RARB
DB00459,RARG
DB00459,RXRG
DB00459,RXRB
DB00459,RBP1
DB00461,PTGS2
DB00461,PTGS1
DB00462,CHRM2
DB00462,CHRM1
DB00462,CHRM3
DB00464,PROS1
DB00464,PROC
DB00467,TOP2B
DB00467,TOP2A
DB00469,PTGS2
DB00469,PTGS1
DB00470,CNR1
DB00470,CNR2
DB00471,CYSLTR1
DB00471,ALOX5
DB00472,SLC6A4
DB00472,HTR2C
DB00472,CHRNA2
DB00472,CHRNA3
DB00472,CHRNB4
DB00472,CKS1B
DB00472,KCNH2
DB00475,TSPO
DB00475,GABRA1
DB00475,GABRA2
DB00475,GABRA3
DB00475,GABRA4
DB00475,GABRA5
DB00475,GABRA6
DB00475,GABRB1
DB00475,GABRB2
DB00475,GABRB3
DB00475,GABRD
DB00475,GABRE
DB00475,GABRG1
DB00475,GABRG2
DB00475,GABRG3
DB00475,GABRP
DB00475,GABRQ
DB00476,SLC6A4
DB00476,SLC6A2
DB00476,SLC6A3
DB00477,DRD2
DB00477,DRD1
DB00477,HTR1A
DB00477,HTR2A
DB00477,ADRA1A
DB00477,ADRA1B
DB00477,HRH1
DB00477,KCNH2
DB00477,DRD5
DB00477,DRD3
DB00477,DRD4
DB00477,HTR2C
DB00477,HTR2B
DB00477,ADRA1D
DB00477,ADRA2A
DB00477,ADRA2B
DB00477,ADRA2C
DB00477,CHRM1
DB00477,CHRM3
DB00477,SMPD1
DB00477,ORM1
DB00477,ORM2
DB00477,HTR6
DB00477,HTR7
DB00477,HRH4
DB00477,CALM1
DB00480,TNF
DB00480,CRBN
DB00480,TNFSF11
DB00480,CDH5
DB00480,PTGS2
DB00481,ESR1
DB00481,ESR2
DB00481,SERPINB9
DB00481,TFF1
DB00482,PTGS2
DB00482,STAT3
DB00482,NEU1
DB00482,CA2
DB00482,CA3
DB00482,CDH11
DB00482,PDPK1
DB00484,ADRA2A
DB00484,ADRA2B
DB00484,ADRA2C
DB00489,ADRB1
DB00489,ADRB2
DB00489,KCNH2
DB00491,GAA
DB00491,GANAB
DB00491,GANC
DB00491,MGAM
DB00492,ACE
DB00493,SLC22A6
DB00493,SLC22A8
DB00493,SLC22A11
DB00493,SLC22A7
DB00493,SLC15A1
DB00493,ALB
DB00493,SLC15A2
DB00494,COMT
DB00496,CHRM3
DB00496,CHRM1
DB00496,CHRM2
DB00496,CHRM4
DB00496,CHRM5
DB00497,OPRM1
DB00497,OPRK1
DB00497,OPRD1
DB00498,VKORC1
DB00499,AR
DB00499,AHR
DB00499,NR1I2
DB00500,PTGS2
DB00500,PTGS1
DB00501,HRH2
DB00502,HTR2C
DB00502,DRD2
DB00502,HTR2A
DB00502,DRD3
DB00502,MCHR1
DB00502,SLC18A2
DB00502,SIGMAR1
DB00502,HRH1
DB00502,CHRM3
DB00502,ADRA1A
DB00502,ADRA2A
DB00502,ADRA2B
DB00502,ADRA2C
DB00502,HTR1A
DB00502,HTR6
DB00502,HTR7
DB00502,GRIN2B
DB00502,DRD1
DB00503,NR1I2
DB00504,CHRNA2
DB00504,OPRM1
DB00508,DRD2
DB00508,DRD1
DB00508,HTR2B
DB00508,CHRM1
DB00508,CHRM2
DB00509,THRA
DB00509,THRB
DB00509,TPO
DB00511,ATP1A1
DB00513,PLG
DB00513,PLAT
DB00513,LPA
DB00514,SIGMAR1
DB00514,CYP19A1
DB00514,GRIN3A
DB00514,CHRNA2
DB00514,SLC6A4
DB00514,PGRMC1
DB00514,CHRNA3
DB00514,CHRNA4
DB00514,CHRNB4
DB00514,CHRNB2
DB00514,CHRNA7
DB00514,OPRM1
DB00514,OPRD1
DB00514,OPRK1
DB00514,CYBB
DB00514,CYBA
DB00514,NCF1
DB00514,NCF2
DB00514,NCF4
DB00514,RAC1
DB00514,RAC2
DB00514,SLC6A2
DB00515,MPG
DB00515,A2M
DB00515,TF
DB00515,ATOX1
DB00517,CHRM5
DB00517,CHRM1
DB00517,CHRM2
DB00517,CHRM3
DB00519,ACE
DB00521,ADRB2
DB00521,ADRB1
DB00523,RARA
DB00523,RXRA
DB00523,RARB
DB00523,RXRB
DB00523,RARG
DB00523,RXRG
DB00523,IGFBP3
DB00523,PSG5
DB00523,CYP26C1
DB00524,SLC12A3
DB00527,SCN5A
DB00527,SCN10A
DB00527,CALM1
DB00528,CACNG1
DB00528,CACNA2D1
DB00530,NR1I2
DB00530,EGFR
DB00531,NR1I2
DB00532,SCN5A
DB00532,NR1I2
DB00533,PTGS2
DB00533,ELN
DB00535,MPO
DB00537,TOP2A
DB00537,KCNH2
DB00539,ESR1
DB00539,SHBG
DB00540,SLC6A2
DB00540,SLC6A4
DB00540,HTR2A
DB00540,HTR1A
DB00540,HRH1
DB00540,ADRA1A
DB00540,ADRA1D
DB00540,HTR2C
DB00540,ADRA1B
DB00540,ADRA2A
DB00540,ADRA2B
DB00540,ADRA2C
DB00540,ADRB1
DB00540,ADRB2
DB00540,ADRB3
DB00540,DRD2
DB00540,PGRMC1
DB00540,SIGMAR1
DB00540,CHRM1
DB00540,CHRM2
DB00540,CHRM3
DB00540,CHRM4
DB00540,CHRM5
DB00541,TUBB
DB00541,TUBA4A
DB00542,ACE
DB00543,SLC6A4
DB00543,SLC6A2
DB00543,DRD2
DB00543,DRD1
DB00543,ADRA2A
DB00543,ADRA1A
DB00543,CHRM1
DB00543,GABRA1
DB00543,HTR2A
DB00543,HTR2C
DB00543,HTR6
DB00543,HTR7
DB00543,DRD3
DB00543,DRD4
DB00543,HRH1
DB00543,ADRA1B
DB00543,ADRA1D
DB00543,CHRM2
DB00543,CHRM3
DB00543,CHRM4
DB00543,CHRM5
DB00543,HTR2B
DB00543,HTR3A
DB00543,HTR1A
DB00543,HTR1B
DB00543,ADRA2B
DB00543,ADRA2C
DB00543,HRH4
DB00543,GABRA2
DB00543,GABRA3
DB00543,GABRA4
DB00543,GABRA5
DB00543,GABRA6
DB00543,GABRB1
DB00543,GABRB2
DB00543,GABRB3
DB00543,GABRD
DB00543,GABRE
DB00543,GABRG1
DB00543,GABRG2
DB00543,GABRG3
DB00543,GABRP
DB00543,GABRQ
DB00543,SLC6A3
DB00544,TERT
DB00544,DPYD
DB00544,TYMS
DB00545,F10
DB00545,BCHE
DB00545,ACHE
DB00547,ESRRG
DB00547,NR3C1
DB00547,ESRRB
DB00547,ESRRA
DB00548,SRD5A3
DB00548,SRD5A1
DB00548,AKR1D1
DB00548,SRD5A2
DB00548,TYR
DB00549,CYSLTR1
DB00550,DIO1
DB00550,TPO
DB00551,MMP12
DB00552,ADA
DB00553,CYP2A6
DB00554,PTGS2
DB00554,PTGS1
DB00555,CACNA1E
DB00555,SCN11A
DB00555,SCN1A
DB00555,SCN10A
DB00555,SCN2A
DB00555,SCN3A
DB00555,SCN4A
DB00555,SCN5A
DB00555,SCN7A
DB00555,SCN8A
DB00555,SCN9A
DB00555,ADORA1
DB00555,ADORA2A
DB00555,ADRA1A
DB00555,ADRA2A
DB00555,ADRB1
DB00555,DRD1
DB00555,DRD5
DB00555,DRD2
DB00555,GABRA1
DB00555,GABRA2
DB00555,GABRA3
DB00555,GABRA4
DB00555,GABRA5
DB00555,GABRA6
DB00555,GABRB1
DB00555,GABRB2
DB00555,GABRB3
DB00555,GABRD
DB00555,GABRE
DB00555,GABRG1
DB00555,GABRG2
DB00555,GABRG3
DB00555,GABRP
DB00555,GABRQ
DB00555,HRH1
DB00555,OPRK1
DB00555,CHRNA1
DB00555,HTR2A
DB00555,HTR3A
DB00555,GRIA1
DB00557,HRH1
DB00557,KCNH2
DB00559,EDNRB
DB00559,EDNRA
DB00561,KCNK3
DB00561,KCNK9
DB00562,SLC12A3
DB00562,CA1
DB00562,CA13
DB00562,CA14
DB00562,CA2
DB00562,CA3
DB00562,CA4
DB00562,CA5A
DB00562,CA5B
DB00562,CA6
DB00562,CA7
DB00562,CA9
DB00562,CA12
DB00563,TYMS
DB00563,SLC19A1
DB00563,SLC46A1
DB00563,ATIC
DB00563,DHFR
DB00564,SCN1A
DB00564,SCN10A
DB00564,SCN11A
DB00564,SCN2A
DB00564,SCN3A
DB00564,SCN4A
DB00564,SCN5A
DB00564,SCN7A
DB00564,SCN8A
DB00564,SCN9A
DB00564,CHRNA4
DB00564,NR1I2
DB00568,HRH1
DB00568,CACNA1C
DB00568,CACNA1D
DB00568,CACNA1F
DB00568,CACNA1S
DB00568,CACNA1G
DB00568,CACNA1H
DB00568,CACNA1I
DB00568,DRD2
DB00568,DRD1
DB00568,DRD5
DB00568,CHRM1
DB00568,CHRM2
DB00568,CHRM3
DB00568,CHRM4
DB00568,CHRM5
DB00569,F10
DB00569,SERPINC1
DB00570,TUBB2A
DB00570,TUBA1A
DB00570,TUBB
DB00570,TUBD1
DB00570,TUBG1
DB00570,TUBE1
DB00570,JUN
DB00571,ADRB1
DB00571,ADRB2
DB00571,ADRB3
DB00571,HTR1A
DB00571,HTR1B
DB00572,CHRM1
DB00572,CHRM2
DB00572,CHRM3
DB00572,CHRM4
DB00572,CHRM5
DB00572,GLRA1
DB00572,CHRNA4
DB00572,CHRNB2
DB00573,PTGS2
DB00573,PTGS1
DB00573,PPARA
DB00573,PPARG
DB00574,SLC6A4
DB00574,HTR1D
DB00574,HTR2C
DB00574,SIGMAR1
DB00574,HTR2A
DB00574,HTR2B
DB00574,HTR1A
DB00575,AOC3
DB00575,ADRA2B
DB00575,ADRA2C
DB00575,ADRA2A
DB00575,ADRA1A
DB00575,ADRA1B
DB00575,ADRA1D
DB00579,SLC6A2
DB00579,SLC6A3
DB00579,SLC6A4
DB00579,SLC18A2
DB00580,PTGS2
DB00580,CA2
DB00580,CA3
DB00583,CPT1B
DB00583,XDH
DB00583,CES1
DB00583,MPO
DB00583,CPT1A
DB00583,SLC22A4
DB00583,SLC22A5
DB00583,CRAT
DB00583,SLC25A29
DB00583,SLC25A20
DB00583,CROT
DB00583,CPT2
DB00584,ACE
DB00585,HRH2
DB00586,PTGS2
DB00586,PTGS1
DB00588,NR3C1
DB00588,PGR
DB00588,PLA2G4A
DB00588,NR3C2
DB00589,DRD2
DB00589,DRD3
DB00589,DRD4
DB00589,HTR2A
DB00589,HTR2C
DB00589,DRD1
DB00589,DRD5
DB00589,HTR1A
DB00589,HTR1D
DB00589,HTR2B
DB00589,HTR1B
DB00589,ADRA2A
DB00589,ADRA2B
DB00589,ADRA2C
DB00589,HTR7
DB00590,ADRA1A
DB00590,ADRA1D
DB00590,KCNH2
DB00590,KCNH6
DB00590,KCNH7
DB00590,ADRA1B
DB00591,NR3C1
DB00591,ANXA1
DB00591,ANXA2
DB00591,ANXA3
DB00591,ANXA4
DB00591,ANXA5
DB00591,PLA2G1B
DB00593,CACNA1G
DB00594,SCNN1A
DB00594,SCNN1B
DB00594,SCNN1G
DB00594,SCNN1D
DB00594,AOC1
DB00594,ASIC2
DB00594,ASIC1
DB00594,SLC9A1
DB00594,PLAU
DB00596,ESRRA
DB00596,ESRRB
DB00596,ESRRG
DB00596,NR3C1
DB00598,ADRB1
DB00598,ADRB2
DB00598,ADRA1A
DB00598,ADRA1B
DB00598,ADRA1D
DB00599,GABRA1
DB00599,GABRA2
DB00599,GABRA3
DB00599,GABRA4
DB00599,GABRA5
DB00599,GABRA6
DB00599,CHRNA4
DB00599,CHRNA7
DB00599,GRIA2
DB00599,GRIK2
DB00599,FAAH
DB00599,CHRM3
DB00600,TYR
DB00603,PGR
DB00603,ESR1
DB00603,ABCB1
DB00603,GABRA1
DB00603,GABRA2
DB00603,GABRA3
DB00603,GABRA4
DB00603,GABRA5
DB00603,GABRA6
DB00603,GABRB1
DB00603,GABRB2
DB00603,GABRB3
DB00603,GABRD
DB00603,GABRE
DB00603,GABRG1
DB00603,GABRG2
DB00603,GABRG3
DB00603,GABRP
DB00603,GABRQ
DB00604,HTR4
DB00604,HTR3A
DB00604,HTR2A
DB00604,KCNH2
DB00605,PTGS2
DB00605,AKR1B1
DB00605,PTGS1
DB00605,MAPK3
DB00605,PPARD
DB00605,PTGDR2
DB00605,AKR1B10
DB00606,FXYD2
DB00606,CA1
DB00606,CA13
DB00606,CA14
DB00606,CA2
DB00606,CA3
DB00606,CA4
DB00606,CA5A
DB00606,CA5B
DB00606,CA6
DB00606,CA7
DB00606,CA9
DB00606,SFRP4
DB00608,ACKR1
DB00608,GSTA2
DB00608,TNF
DB00608,TLR9
DB00608,HMGB1
DB00608,GSTM1
DB00608,ACE2
DB00610,DRD2
DB00610,ADRA1A
DB00611,OPRK1
DB00611,OPRD1
DB00611,OPRM1
DB00612,ADRB1
DB00612,ADRB2
DB00615,HSP90AA1
DB00615,HSP90B1
DB00617,CACNA1G
DB00617,CACNA1I
DB00619,BCR
DB00619,MCL1
DB00619,KIT
DB00619,RET
DB00619,PDGFRA
DB00619,ABL1
DB00619,PDGFRB
DB00619,NTRK1
DB00619,CSF1R
DB00619,DDR1
DB00619,DDR2
DB00620,NR3C1
DB00621,AR
DB00622,CACNA1C
DB00622,CACNB2
DB00622,CACNA2D1
DB00622,CACNA1D
DB00622,PDE1A
DB00622,PDE1B
DB00622,ADRA1A
DB00622,ADRA1B
DB00622,ADRA1D
DB00622,CHRM1
DB00622,CHRM2
DB00622,CHRM3
DB00622,CHRM4
DB00622,CHRM5
DB00622,CACNG1
DB00622,CACNG2
DB00622,CACNG3
DB00622,CACNG4
DB00622,CACNG5
DB00622,CACNG6
DB00622,CACNG7
DB00622,CACNG8
DB00622,CACNA2D2
DB00622,CACNA2D3
DB00622,CACNA2D4
DB00622,CACNA1F
DB00622,CACNA1S
DB00622,CACNB1
DB00622,CACNB3
DB00622,CACNB4
DB00622,CACNA1B
DB00622,CACNA1A
DB00622,CACNA1E
DB00622,CACNA1G
DB00622,CACNA1H
DB00622,CACNA1I
DB00622,CALM1
DB00623,HTR1B
DB00623,DRD2
DB00623,DRD1
DB00623,AR
DB00623,HTR2A
DB00623,HTR2C
DB00623,CALM1
DB00624,AR
DB00624,ESR1
DB00624,NR3C2
DB00626,IDE
DB00626,A2M
DB00627,HCAR3
DB00627,DGAT2
DB00627,HCAR2
DB00627,QPRT
DB00627,NNMT
DB00628,GABRA1
DB00628,GABRA2
DB00628,GABRA3
DB00628,GABRA4
DB00628,GABRA5
