# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
Soybean Oil,D013024,8001-22-7,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,18420879
"soybean oil, phospholipid emulsion",C545823,,Cardiotoxicity,MESH:D066126,therapeutic,,,,24438483
"soybean oil, phospholipid emulsion",C545823,,Cardiovascular Diseases,MESH:D002318,therapeutic,,,,17098328|17448066|24091473
"soybean oil, phospholipid emulsion",C545823,,Drug Overdose,MESH:D062787,therapeutic,,,,17098328
"soybean oil, phospholipid emulsion",C545823,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,8192439
"soybean oil, phospholipid emulsion",C545823,,Heart Arrest,MESH:D006323,therapeutic,,,,12772136|16857549|18420881|19237909|19299810|19436187|19517666|19624627|24438483|9579517
"soybean oil, phospholipid emulsion",C545823,,Hypotension,MESH:D007022,therapeutic,,,,17098328|19849674
"soybean oil, phospholipid emulsion",C545823,,"Meningitis, Cryptococcal",MESH:D016919,therapeutic,,,,8089520
"soybean oil, phospholipid emulsion",C545823,,Seizures,MESH:D012640,therapeutic,,,,17448066|18211454|19299810|19436187
"soybean oil, phospholipid emulsion",C545823,,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,18299100
SP2509,C000594309,,"Prostatic Neoplasms, Castration-Resistant",MESH:D064129,therapeutic,,,,29581250
spantide,C042867,91224-37-2,Edema,MESH:D004487,therapeutic,,,,7508328
spantide,C042867,91224-37-2,Neurogenic Inflammation,MESH:D020078,therapeutic,,,,17961222
spantide,C042867,91224-37-2,"Urinary Bladder, Overactive",MESH:D053201,therapeutic,,,,7516984
spantide II,C065446,129176-97-2,Hyperalgesia,MESH:D006930,therapeutic,,,,15265675
sparfloxacin,C061363,,Community-Acquired Infections,MESH:D017714,therapeutic,,,,9636854
sparfloxacin,C061363,,"Pneumonia, Pneumococcal",MESH:D011018,therapeutic,,,,9636854
sparfloxacin,C061363,,Prostatitis,MESH:D011472,therapeutic,,,,21427997
sparfloxacin,C061363,,Urinary Tract Infections,MESH:D014552,therapeutic,,,,10440621
sparfosic acid,C013195,,Colorectal Neoplasms,MESH:D015179,therapeutic,,,,6491697
sparfosic acid,C013195,,Neoplasms,MESH:D009369,therapeutic,,,,3815730
Sparteine,D013034,90-39-1,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,52953|7193016
spautin-1,C000591235,,Inflammation,MESH:D007249,therapeutic,,,,28867211
SPD 502,C119326,,Epilepsy,MESH:D004827,therapeutic,,,,19787095
SPD 502,C119326,,Pain,MESH:D010146,therapeutic,,,,15275824
spectaline,C480880,,Pain,MESH:D010146,therapeutic,,,,14598202
Spectinomycin,D000198,1695-77-8,Gonorrhea,MESH:D006069,therapeutic,,,,2943086
Spectinomycin,D000198,1695-77-8,Neisseriaceae Infections,MESH:D016870,therapeutic,,,,8335312
Spectinomycin,D000198,1695-77-8,Urethritis,MESH:D014526,therapeutic,,,,2943086
Spermidine,D013095,124-20-9,Hyperkinesis,MESH:D006948,therapeutic,,,,2819921
Spermidine,D013095,124-20-9,Seizures,MESH:D012640,therapeutic,,,,1228250
Spermine,D013096,71-44-3,Heart Diseases,MESH:D006331,therapeutic,,,,1841040
Spermine,D013096,71-44-3,Hyperkinesis,MESH:D006948,therapeutic,,,,1228250|2819921
Spermine,D013096,71-44-3,Seizures,MESH:D012640,therapeutic,,,,1228250
spinosad,C415329,,Flea Infestations,MESH:D058267,therapeutic,,,,25869961
spinosad,C415329,,Lice Infestations,MESH:D010373,therapeutic,,,,21834600
Spiperone,D013134,749-02-0,Bradycardia,MESH:D001919,therapeutic,,,,2207497
Spiperone,D013134,749-02-0,Hypokinesia,MESH:D018476,therapeutic,,,,9137910
Spiperone,D013134,749-02-0,Substance-Related Disorders,MESH:D019966,therapeutic,,,,12413863
spiradoline,C051272,87151-85-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,19747933|19859697
spiradoline,C051272,87151-85-7,Hyperalgesia,MESH:D006930,therapeutic,,,,17225166
spirapril,C052555,83647-97-6,Hypertension,MESH:D006973,therapeutic,,,,11773991|8737752
"spiro(imidazo-(1,2-a)pyridine-3,2-indan)-2(3H)-one",C511224,,Learning Disabilities,MESH:D007859,therapeutic,,,,16474004
Spironolactone,D013148,52-01-7,Acne Vulgaris,MESH:D000152,therapeutic,,,,15752283
Spironolactone,D013148,52-01-7,Ascites,MESH:D001201,therapeutic,,,,11356442|4951338
Spironolactone,D013148,52-01-7,Atrial Fibrillation,MESH:D001281,therapeutic,,,,20082611
Spironolactone,D013148,52-01-7,Autistic Disorder,MESH:D001321,therapeutic,,,,17150311
Spironolactone,D013148,52-01-7,Cardiomegaly,MESH:D006332,therapeutic,,,,11592866
Spironolactone,D013148,52-01-7,Cardiomyopathies,MESH:D009202,therapeutic,,,,15741423|4909201
Spironolactone,D013148,52-01-7,"Cardiomyopathy, Dilated",MESH:D002311,therapeutic,,,,16275882|18628775
Spironolactone,D013148,52-01-7,Cardiovascular Diseases,MESH:D002318,therapeutic,,,,11230374
Spironolactone,D013148,52-01-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,19799583
Spironolactone,D013148,52-01-7,Cognition Disorders,MESH:D003072,therapeutic,,,,9130285
Spironolactone,D013148,52-01-7,"Diabetes Insipidus, Nephrogenic",MESH:D018500,therapeutic,,,,11465810
Spironolactone,D013148,52-01-7,Diabetic Nephropathies,MESH:D003928,therapeutic,,,,20042665|30734886
Spironolactone,D013148,52-01-7,Diarrhea,MESH:D003967,therapeutic,,,,24101390
Spironolactone,D013148,52-01-7,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,4418514
Spironolactone,D013148,52-01-7,Dyslipidemias,MESH:D050171,therapeutic,,,,31295448|37328115
Spironolactone,D013148,52-01-7,Edema,MESH:D004487,therapeutic,,,,2126792
Spironolactone,D013148,52-01-7,Fibrosis,MESH:D005355,therapeutic,,,,11592866
Spironolactone,D013148,52-01-7,"Glomerulonephritis, Membranoproliferative",MESH:D015432,therapeutic,,,,16928621
Spironolactone,D013148,52-01-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,therapeutic,,,,19429930
Spironolactone,D013148,52-01-7,Glucose Intolerance,MESH:D018149,therapeutic,,,,31295448|33359182
Spironolactone,D013148,52-01-7,Heart Diseases,MESH:D006331,therapeutic,,,,10888242|17984673
Spironolactone,D013148,52-01-7,Heart Failure,MESH:D006333,therapeutic,,,,11250985|11300427|16285075|16368292|19414940|19838493|21378469|9302344|9595286|9886706
Spironolactone,D013148,52-01-7,Hyperaldosteronism,MESH:D006929,therapeutic,,,,19224505|20009770|7305153|9198849
Spironolactone,D013148,52-01-7,Hyperglycemia,MESH:D006943,therapeutic,,,,33359182
Spironolactone,D013148,52-01-7,Hypernatremia,MESH:D006955,therapeutic,,,,10100081
Spironolactone,D013148,52-01-7,Hypertension,MESH:D006973,therapeutic,,,,107696|1103606|12424430|12682699|15496307|16789524|16886567|17309946|19534021|20009770|21130975|21135038|2191588|22074142|323586|369652|4575841|45830|648737|6998872|764929|9198849|9303031
Spironolactone,D013148,52-01-7,"Hypertension, Malignant",MESH:D006974,therapeutic,,,,8723367
Spironolactone,D013148,52-01-7,"Hypertension, Portal",MESH:D006975,therapeutic,,,,12385542
Spironolactone,D013148,52-01-7,"Hypertrophy, Left Ventricular",MESH:D017379,therapeutic,,,,18586661|19534021
Spironolactone,D013148,52-01-7,Hypokalemia,MESH:D007008,therapeutic,,,,10100081|11868798|15949161|1623802|2209135|323586|6860532|7357812
Spironolactone,D013148,52-01-7,Hypokalemic Periodic Paralysis,MESH:D020514,therapeutic,,,,19822448
Spironolactone,D013148,52-01-7,Insulin Resistance,MESH:D007333,therapeutic,,,,31295448|33359182
Spironolactone,D013148,52-01-7,Kidney Diseases,MESH:D007674,therapeutic,,,,17984673
Spironolactone,D013148,52-01-7,Liver Cirrhosis,MESH:D008103,therapeutic,,,,25204689
Spironolactone,D013148,52-01-7,Myocardial Infarction,MESH:D009203,therapeutic,,,,17587755
Spironolactone,D013148,52-01-7,Neuralgia,MESH:D009437,therapeutic,,,,20846523
Spironolactone,D013148,52-01-7,"Obesity, Abdominal",MESH:D056128,therapeutic,,,,31295448
Spironolactone,D013148,52-01-7,Paralysis,MESH:D010243,therapeutic,,,,4418514
Spironolactone,D013148,52-01-7,Peptic Ulcer,MESH:D010437,therapeutic,,,,5569832
Spironolactone,D013148,52-01-7,Polycystic Ovary Syndrome,MESH:D011085,therapeutic,,,,31295448
Spironolactone,D013148,52-01-7,Proteinuria,MESH:D011507,therapeutic,,,,18382267|21135038
Spironolactone,D013148,52-01-7,Seizures,MESH:D012640,therapeutic,,,,5569832
Spironolactone,D013148,52-01-7,"Sleep Apnea, Obstructive",MESH:D020181,therapeutic,,,,20016520
Spironolactone,D013148,52-01-7,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,25308750
Spironolactone,D013148,52-01-7,Vascular Diseases,MESH:D014652,therapeutic,,,,15496307
Spironolactone,D013148,52-01-7,"Ventricular Dysfunction, Left",MESH:D018487,therapeutic,,,,11300427|14725033
Spironolactone,D013148,52-01-7,Ventricular Remodeling,MESH:D020257,therapeutic,,,,17079761
Spironolactone,D013148,52-01-7,Weight Gain,MESH:D015430,therapeutic,,,,31295448|33359182
Spironolactone,D013148,52-01-7,Weight Loss,MESH:D015431,therapeutic,,,,24101390
SPL-334,C000602674,,Inflammation,MESH:D007249,therapeutic,,,,26209236
SPL-334,C000602674,,Pulmonary Fibrosis,MESH:D011658,therapeutic,,,,26209236
SPL-334,C000602674,,Weight Loss,MESH:D015431,therapeutic,,,,26209236
SQ 29548,C045749,98299-61-7,Bradycardia,MESH:D001919,therapeutic,,,,16524625
SQ 29548,C045749,98299-61-7,Hypertension,MESH:D006973,therapeutic,,,,16524625
Squalene,D013185,111-02-4,"Carcinoma, Renal Cell",MESH:D002292,therapeutic,,,,33219891
Squalene,D013185,111-02-4,Myocardial Infarction,MESH:D009203,therapeutic,,,,15225664
squamosamide,C084439,142750-35-4,Parkinsonian Disorders,MESH:D020734,therapeutic,,,,21295016
SR1001,C558809,,Glucose Intolerance,MESH:D018149,therapeutic,,,,28698385
SR1001,C558809,,Insulin Resistance,MESH:D007333,therapeutic,,,,28698385
SR 11302,C106195,,Necrosis,MESH:D009336,therapeutic,,,,26908177
SR 140333,C085215,153050-21-6,Diarrhea,MESH:D003967,therapeutic,,,,9219603
SR 140333,C085215,153050-21-6,Edema,MESH:D004487,therapeutic,,,,11554618
SR 140333,C085215,153050-21-6,Extravasation of Diagnostic and Therapeutic Materials,MESH:D005119,therapeutic,,,,10729373|11522602|9622145
SR 140333,C085215,153050-21-6,Pain,MESH:D010146,therapeutic,,,,9865506
SR 140333,C085215,153050-21-6,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,11976266
SR 140333,C085215,153050-21-6,"Urinary Bladder, Overactive",MESH:D053201,therapeutic,,,,7658588
SR 142801,C091554,,Hyperkinesis,MESH:D006948,therapeutic,,,,17004936
SR 142801,C091554,,Pain,MESH:D010146,therapeutic,,,,9308027
SR 27897,C080460,136381-85-6,Anorexia,MESH:D000855,therapeutic,,,,24385417
SR 48692,C079087,146362-70-1,Weight Gain,MESH:D015430,therapeutic,,,,37952698
SR 48968,C073839,,Bronchial Diseases,MESH:D001982,therapeutic,,,,15774269|9851584
SR 48968,C073839,,Diarrhea,MESH:D003967,therapeutic,,,,9179376|9219603
SR 48968,C073839,,Edema,MESH:D004487,therapeutic,,,,19399481
SR 48968,C073839,,Hypotension,MESH:D007022,therapeutic,,,,15774269
SR 48968,C073839,,Pain,MESH:D010146,therapeutic,,,,9308027|9865506
SR 48968,C073839,,"Reflex, Abnormal",MESH:D012021,therapeutic,,,,7957606|8032584
SR 48968,C073839,,"Urinary Bladder, Overactive",MESH:D053201,therapeutic,,,,10602251|7516984|7752389|7812599
SR 48968,C073839,,Urination Disorders,MESH:D014555,therapeutic,,,,7957606
SR 95191,C051273,94011-82-2,Catalepsy,MESH:D002375,therapeutic,,,,3100770
SRT1720,C525422,,Cardiotoxicity,MESH:D066126,therapeutic,,,,37030624
SRT1720,C525422,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,19724016|27818225|37028458
SRT1720,C525422,,Cholestasis,MESH:D002779,therapeutic,,,,27818225
SRT1720,C525422,,Fatty Liver,MESH:D005234,therapeutic,,,,19724016|22355589
SRT1720,C525422,,Fibrosis,MESH:D005355,therapeutic,,,,37030624
SRT1720,C525422,,Inflammation,MESH:D007249,therapeutic,,,,22355589
SRT1720,C525422,,Insulin Resistance,MESH:D007333,therapeutic,,,,22355589
SRT1720,C525422,,Myocardial Infarction,MESH:D009203,therapeutic,,,,23024374
SRT1720,C525422,,Necrosis,MESH:D009336,therapeutic,,,,28827156
SRT1720,C525422,,"Ventricular Dysfunction, Left",MESH:D018487,therapeutic,,,,37030624
SRT2183,C525423,,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,,,,23681230
"S,S'-1,4-phenylenebis(1,2-ethanediyl)bisisoselenourea",C530804,,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,therapeutic,,,,19497413
"S,S'-1,4-phenylene-bis(1,2-ethanediyl)bis-isothiourea",C118852,,Esophageal Neoplasms,MESH:D004938,therapeutic,,,,15150132
SSR180575,C456740,,Neurodegenerative Diseases,MESH:D019636,therapeutic,,,,12023539|21916402
SSR180711,C516833,,Memory Disorders,MESH:D008569,therapeutic,,,,18848931
ST2825,C525002,,Weight Loss,MESH:D015431,therapeutic,,,,34811946
ST 679,C065762,104076-16-6,Ileitis,MESH:D007079,therapeutic,,,,12706472
STA 9090,C533237,,Urinary Bladder Neoplasms,MESH:D001749,therapeutic,,,,24784839
Stalevo,C481098,,Parkinson Disease,MESH:D010300,therapeutic,,,,14718682
STAMP-I protocol,C411764,,Breast Neoplasms,MESH:D001943,therapeutic,,,,10816028
Stanford-NCOG protocol,C442100,,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,,,,11757723
Stanford V protocol,C093371,,Hodgkin Disease,MESH:D006689,therapeutic,,,,10694546|16172458
stannous chloride,C023599,7772-99-8,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,,,,16959961
stannous chloride,C023599,7772-99-8,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,,,,16959961
stannous chloride,C023599,7772-99-8,Diabetic Angiopathies,MESH:D003925,therapeutic,,,,16959961
stannous chloride,C023599,7772-99-8,Hypertension,MESH:D006973,therapeutic,,,,16959961
Stanozolol,D013197,10418-03-8,"Angioedemas, Hereditary",MESH:D054179,therapeutic,,,,17765757
Staphylococcal Protein A,D013205,,Anemia,MESH:D000740,therapeutic,,,,9735323
Staphylococcal Protein A,D013205,,Hemolytic-Uremic Syndrome,MESH:D006463,therapeutic,,,,12421219|15384034|2658095|9152802
Staphylococcal Protein A,D013205,,Hemorrhagic Disorders,MESH:D006474,therapeutic,,,,2658095
Staphylococcal Protein A,D013205,,"Purpura, Thrombocytopenic, Idiopathic",MESH:D016553,therapeutic,,,,2658095
Starch,D013213,9005-25-8,Stomach Ulcer,MESH:D013276,therapeutic,,,,28849987
stattic,C517409,,Fibrosis,MESH:D005355,therapeutic,,,,25740948
Staurosporine,D019311,62996-74-1,Edema,MESH:D004487,therapeutic,,,,8273558
Stavudine,D018119,3056-17-5,Acquired Immunodeficiency Syndrome,MESH:D000163,therapeutic,,,,7861015|7861017
Stavudine,D018119,3056-17-5,AIDS Dementia Complex,MESH:D015526,therapeutic,,,,19139369
Stavudine,D018119,3056-17-5,AIDS-Related Complex,MESH:D000386,therapeutic,,,,7861017
Stavudine,D018119,3056-17-5,Anemia,MESH:D000740,therapeutic,,,,17760739
Stavudine,D018119,3056-17-5,HIV Infections,MESH:D015658,therapeutic,,,,10320127|10476771|10534145|10534154|10708286|11061656|11141242|11303821|11356442|11442229|11486172|11741175|12473835|12799577|15547198|16135977|16288408|17259905|18261327|19328734|20232757|7861018|9007205|9317091|9562777
Stavudine,D018119,3056-17-5,HIV Seropositivity,MESH:D006679,therapeutic,,,,11110045
Stearic Acids,D013229,,Seizures,MESH:D012640,therapeutic,,,,2341972
stearoyl alpha-lysolecithin,C026564,5655-17-4,Endotoxemia,MESH:D019446,therapeutic,,,,19265175
stepholidine,C010513,,"Dyskinesia, Drug-Induced",MESH:D004409,therapeutic,,,,18707801
Steroids,D013256,,Acute Kidney Injury,MESH:D058186,therapeutic,,,,9550661
Steroids,D013256,,"Adrenal Hyperplasia, Congenital",MESH:D000312,therapeutic,,,,2317381
Steroids,D013256,,Anaphylaxis,MESH:D000707,therapeutic,,,,19261964
Steroids,D013256,,"Anemia, Hemolytic, Autoimmune",MESH:D000744,therapeutic,,,,9404778
Steroids,D013256,,Angioedema,MESH:D000799,therapeutic,,,,11801934|2115661|7988234
Steroids,D013256,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,6691775
Steroids,D013256,,Churg-Strauss Syndrome,MESH:D015267,therapeutic,,,,16646306
Steroids,D013256,,"Colitis, Ulcerative",MESH:D003093,therapeutic,,,,9517663
Steroids,D013256,,Constipation,MESH:D003248,therapeutic,,,,20178728
Steroids,D013256,,Crohn Disease,MESH:D003424,therapeutic,,,,20178728
Steroids,D013256,,Cryptogenic Organizing Pneumonia,MESH:D018549,therapeutic,,,,9404778
Steroids,D013256,,Cysticercosis,MESH:D003551,therapeutic,,,,9724010
Steroids,D013256,,"Dermatitis, Atopic",MESH:D003876,therapeutic,,,,8287990
Steroids,D013256,,Drug Eruptions,MESH:D003875,therapeutic,,,,17432815
Steroids,D013256,,Drug Hypersensitivity,MESH:D004342,therapeutic,,,,9404778
Steroids,D013256,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,2082056
Steroids,D013256,,Eosinophilia,MESH:D004802,therapeutic,,,,17432815
Steroids,D013256,,Erythema Multiforme,MESH:D004892,therapeutic,,,,1110434
Steroids,D013256,,Erythema Nodosum,MESH:D004893,therapeutic,,,,14648024|8483331
Steroids,D013256,,Eyelid Neoplasms,MESH:D005142,therapeutic,,,,8644806
Steroids,D013256,,Facial Dermatoses,MESH:D005148,therapeutic,,,,8287990
Steroids,D013256,,Glomerulonephritis,MESH:D005921,therapeutic,,,,6691775|8267029|9283219
Steroids,D013256,,Granuloma,MESH:D006099,therapeutic,,,,9724010
Steroids,D013256,,Granulomatosis with Polyangiitis,MESH:D014890,therapeutic,,,,12160980
Steroids,D013256,,Hemangioma,MESH:D006391,therapeutic,,,,2723973|8120748|8455125
Steroids,D013256,,"Hemangioma, Capillary",MESH:D018324,therapeutic,,,,8644806
Steroids,D013256,,Hemolysis,MESH:D006461,therapeutic,,,,17432815
Steroids,D013256,,Leukemia,MESH:D007938,therapeutic,,,,581272
Steroids,D013256,,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,12669407
Steroids,D013256,,Leukoencephalopathies,MESH:D056784,therapeutic,,,,11966594
Steroids,D013256,,"Lupus Erythematosus, Systemic",MESH:D008180,therapeutic,,,,2082056
Steroids,D013256,,Lupus Nephritis,MESH:D008181,therapeutic,,,,10713653
Steroids,D013256,,"Lymphoma, Non-Hodgkin",MESH:D008228,therapeutic,,,,9519935
Steroids,D013256,,"Nephritis, Interstitial",MESH:D009395,therapeutic,,,,11793135|20178728|6691775|9550661|9582560|9823562
Steroids,D013256,,Nose Diseases,MESH:D009668,therapeutic,,,,18830903
Steroids,D013256,,Papilledema,MESH:D010211,therapeutic,,,,16131795
Steroids,D013256,,Proteinuria,MESH:D011507,therapeutic,,,,7015825
Steroids,D013256,,Renal Insufficiency,MESH:D051437,therapeutic,,,,7015825
Steroids,D013256,,Status Asthmaticus,MESH:D013224,therapeutic,,,,3725482
Steroids,D013256,,Tennis Elbow,MESH:D013716,therapeutic,,,,25096313
"Steroids, Heterocyclic",D013260,,Liver Neoplasms,MESH:D008113,therapeutic,,,,20849869
steviol,C012042,471-80-7,Fatty Liver,MESH:D005234,therapeutic,,,,25554529
stevioside,C012043,57817-89-7,Fatty Liver,MESH:D005234,therapeutic,,,,25554529
stevioside,C012043,57817-89-7,Memory Disorders,MESH:D008569,therapeutic,,,,20871768
STF 083010,C556690,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,30538632
STF 083010,C556690,,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,,,,30538632
STF 083010,C556690,,Necrosis,MESH:D009336,therapeutic,,,,30538632
stiripentol,C021092,49763-96-4,Epilepsy,MESH:D004827,therapeutic,,,,35597399
stiripentol,C021092,49763-96-4,Seizures,MESH:D012640,therapeutic,,,,10454489
STO 609,C458525,,Ovarian Diseases,MESH:D010049,therapeutic,,,,33290805
STO 609,C458525,,Weight Loss,MESH:D015431,therapeutic,,,,33290805
Streptomycin,D013307,57-92-1,Actinomycosis,MESH:D000196,therapeutic,,,,4764162
Streptomycin,D013307,57-92-1,Ataxia,MESH:D001259,therapeutic,,,,8588611
Streptomycin,D013307,57-92-1,Bronchopneumonia,MESH:D001996,therapeutic,,,,17599591
Streptomycin,D013307,57-92-1,Campylobacter Infections,MESH:D002169,therapeutic,,,,947847
Streptomycin,D013307,57-92-1,Deafness,MESH:D003638,therapeutic,,,,6017588
Streptomycin,D013307,57-92-1,"Endocarditis, Bacterial",MESH:D004697,therapeutic,,,,2504123|37350|3800348|4694550|6426359
Streptomycin,D013307,57-92-1,Escherichia coli Infections,MESH:D004927,therapeutic,,,,1107297
Streptomycin,D013307,57-92-1,Hearing Loss,MESH:D034381,therapeutic,,,,6431880|9482564
Streptomycin,D013307,57-92-1,Heart Valve Diseases,MESH:D006349,therapeutic,,,,6426359
Streptomycin,D013307,57-92-1,Meniere Disease,MESH:D008575,therapeutic,,,,141554|6017588|6425780|6431880|8296861|8588611|9482564
Streptomycin,D013307,57-92-1,Meningitis,MESH:D008581,therapeutic,,,,947847
Streptomycin,D013307,57-92-1,"Meningitis, Haemophilus",MESH:D008583,therapeutic,,,,4825630|913899
Streptomycin,D013307,57-92-1,"Meningitis, Viral",MESH:D008587,therapeutic,,,,4694550
Streptomycin,D013307,57-92-1,"Mycobacterium Infections, Nontuberculous",MESH:D009165,therapeutic,,,,9546693
Streptomycin,D013307,57-92-1,Pneumonia,MESH:D011014,therapeutic,,,,4998180|6028697
Streptomycin,D013307,57-92-1,Proteus Infections,MESH:D011512,therapeutic,,,,1107297
Streptomycin,D013307,57-92-1,Tuberculosis,MESH:D014376,therapeutic,,,,12102302|14755385|16550135|16933231|3672366|367861|4131429|5314737|5495335|5547475|6184934|822548|8584531
