# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
bromperidol decanoate,C077144,75067-66-2,Schizophrenia,MESH:D012559,therapeutic,,,,1487623
Bronchodilator Agents,D001993,,Airway Obstruction,MESH:D000402,therapeutic,,,,11256554
Bronchodilator Agents,D001993,,Asthma,MESH:D001249,therapeutic,,,,10069892|7443604
Bronchodilator Agents,D001993,,Status Asthmaticus,MESH:D013224,therapeutic,,,,1684024|8086092
bropirimine,C033560,56741-95-8,"Carcinoma, Transitional Cell",MESH:D002295,therapeutic,,,,2297754
bropirimine,C033560,56741-95-8,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,2297754
bropirimine,C033560,56741-95-8,Urinary Bladder Neoplasms,MESH:D001749,therapeutic,,,,2297754
Broxaldine,C007982,3684-46-6,Amebiasis,MESH:D000562,therapeutic,,,,3081428
broxyquinoline,C002276,521-74-4,Amebiasis,MESH:D000562,therapeutic,,,,3081428
bruceantin,C002550,41451-75-6,Lymphoma,MESH:D008223,therapeutic,,,,19412536
brucine,C083806,357-57-3,"Anemia, Aplastic",MESH:D000741,therapeutic,,,,21518503
brucine,C083806,357-57-3,Body Weight Changes,MESH:D001836,therapeutic,,,,30027798
brucine,C083806,357-57-3,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,,,,23933019|24060683
brucine,C083806,357-57-3,"Carcinoma, Squamous Cell",MESH:D002294,therapeutic,,,,20485822
brucine,C083806,357-57-3,Hepatomegaly,MESH:D006529,therapeutic,,,,24060683
brucine,C083806,357-57-3,Liver Neoplasms,MESH:D008113,therapeutic,,,,21761723
brucine,C083806,357-57-3,"Liver Neoplasms, Experimental",MESH:D008114,therapeutic,,,,24060683
brucine,C083806,357-57-3,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,30027798
brucine,C083806,357-57-3,Multiple Myeloma,MESH:D009101,therapeutic,,,,21518496
brucine,C083806,357-57-3,Neoplasm Metastasis,MESH:D009362,therapeutic,,,,23933019
brucine,C083806,357-57-3,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,21684292
bryophyllin A,C057147,105608-32-0,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,11388478
bryostatin 1,C046785,83314-01-6,Leukemia,MESH:D007938,therapeutic,,,,15070760
bryostatin 1,C046785,83314-01-6,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,therapeutic,,,,10741703
bryostatin 1,C046785,83314-01-6,"Lymphoma, Non-Hodgkin",MESH:D008228,therapeutic,,,,10741703
BTSA1 compound,C000624319,,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,29017059
BU 224,C105826,,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,16301242
bucillamine,C026535,65002-17-7,"Arthritis, Rheumatoid",MESH:D001172,therapeutic,,,,1677490|3623827
bucindolol,C024307,70369-47-0,Heart Failure,MESH:D006333,therapeutic,,,,14597587|16844790|2862850|7271381
bucindolol,C024307,70369-47-0,Tachycardia,MESH:D013610,therapeutic,,,,2868744
Bucladesine,D003994,362-74-3,Cholestasis,MESH:D002779,therapeutic,,,,12029626
Bucladesine,D003994,362-74-3,"Infertility, Male",MESH:D007248,therapeutic,,,,20811015
bucumolol,C024221,58409-59-9,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,44326
Budesonide,D019819,51333-22-3,Airway Obstruction,MESH:D000402,therapeutic,,,,30189237
Budesonide,D019819,51333-22-3,Asthma,MESH:D001249,therapeutic,,,,10347961|10400838|10806605|10893010|10894975|11555383|11694816|12113382|12604023|14641354|15136378|15341026|15572850|18489783|20004779|22607479|6958474|9701427
Budesonide,D019819,51333-22-3,Bronchial Hyperreactivity,MESH:D016535,therapeutic,,,,30189237
Budesonide,D019819,51333-22-3,Bronchopulmonary Dysplasia,MESH:D001997,therapeutic,,,,11158452
Budesonide,D019819,51333-22-3,"Colitis, Ulcerative",MESH:D003093,therapeutic,,,,9297069
Budesonide,D019819,51333-22-3,Crohn Disease,MESH:D003424,therapeutic,,,,11417618
Budesonide,D019819,51333-22-3,Dyspnea,MESH:D004417,therapeutic,,,,20016425
Budesonide,D019819,51333-22-3,Fatigue,MESH:D005221,therapeutic,,,,16270719
Budesonide,D019819,51333-22-3,Gas Poisoning,MESH:D005739,therapeutic,,,,20016425
Budesonide,D019819,51333-22-3,Gastrointestinal Diseases,MESH:D005767,therapeutic,,,,20223723
Budesonide,D019819,51333-22-3,"Lung Diseases, Obstructive",MESH:D008173,therapeutic,,,,9232087
Budesonide,D019819,51333-22-3,Lung Injury,MESH:D055370,therapeutic,,,,25313925
Budesonide,D019819,51333-22-3,Lung Neoplasms,MESH:D008175,therapeutic,,,,12117777|16733249|17163412
Budesonide,D019819,51333-22-3,Nasal Obstruction,MESH:D015508,therapeutic,,,,16270719|7503405
Budesonide,D019819,51333-22-3,Pulmonary Edema,MESH:D011654,therapeutic,,,,11734451
Budesonide,D019819,51333-22-3,Pulmonary Eosinophilia,MESH:D011657,therapeutic,,,,10850854|11734451
Budesonide,D019819,51333-22-3,Pulmonary Fibrosis,MESH:D011658,therapeutic,,,,30189237
Budesonide,D019819,51333-22-3,Respiratory Sounds,MESH:D012135,therapeutic,,,,16101941
Budesonide,D019819,51333-22-3,"Rhinitis, Allergic, Seasonal",MESH:D006255,therapeutic,,,,10070173|15526043|7503405
Budesonide,D019819,51333-22-3,Sleep Wake Disorders,MESH:D012893,therapeutic,,,,16270719
budipine,C026710,57982-78-2,Parkinson Disease,MESH:D010300,therapeutic,,,,11199819
budlein A,C520233,,Edema,MESH:D004487,therapeutic,,,,17320857
budlein A,C520233,,Hyperalgesia,MESH:D006930,therapeutic,,,,17320857
budlein A,C520233,,Pain,MESH:D010146,therapeutic,,,,17320857
budralazine,C006153,36798-79-5,Tachycardia,MESH:D013610,therapeutic,,,,6268123
bufalin,C022777,465-21-4,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,therapeutic,,,,27444971
bufalin,C022777,465-21-4,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,23949904
bufalin,C022777,465-21-4,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,23091618|27444971
bufalin,C022777,465-21-4,Osteosarcoma,MESH:D012516,therapeutic,,,,23091618
bufei jianpi,C000610679,,"Pulmonary Disease, Chronic Obstructive",MESH:D029424,therapeutic,,,,28887809
Bu-Fei-Yi-Shen,C574914,,"Hypertrophy, Right Ventricular",MESH:D017380,therapeutic,,,,26469778
Bu-Fei-Yi-Shen,C574914,,Inflammation,MESH:D007249,therapeutic,,,,33545548
Bu-Fei-Yi-Shen,C574914,,"Pulmonary Disease, Chronic Obstructive",MESH:D029424,therapeutic,,,,23107470|24280466|25204290|26469778|27146975|27562320|27699176|28887809|29454913|32344236|33545548
buflomedil,C010651,55837-25-7,Vertigo,MESH:D014717,therapeutic,,,,2651175
bufuralol,C010831,54340-62-4,Tachycardia,MESH:D013610,therapeutic,,,,10756546|10780909
bumecain,C000661,30103-44-7,Atrial Flutter,MESH:D001282,therapeutic,,,,6628657
bumecain,C000661,30103-44-7,Ventricular Fibrillation,MESH:D014693,therapeutic,,,,6628657
Bumetanide,D002034,28395-03-1,Dyspnea,MESH:D004417,therapeutic,,,,19843838
Bumetanide,D002034,28395-03-1,Edema,MESH:D004487,therapeutic,,,,9824779
Bumetanide,D002034,28395-03-1,Heart Failure,MESH:D006333,therapeutic,,,,19843838|6788266
Bumetanide,D002034,28395-03-1,Hyperalgesia,MESH:D006930,therapeutic,,,,16709721
Bumetanide,D002034,28395-03-1,Hypertension,MESH:D006973,therapeutic,,,,17259435|6788266
Bumetanide,D002034,28395-03-1,"Hypertension, Malignant",MESH:D006974,therapeutic,,,,6112544
Bumetanide,D002034,28395-03-1,Kidney Diseases,MESH:D007674,therapeutic,,,,9824779
Bumetanide,D002034,28395-03-1,Myocardial Ischemia,MESH:D017202,therapeutic,,,,3204556
Bumetanide,D002034,28395-03-1,Nephrotic Syndrome,MESH:D009404,therapeutic,,,,19843838
Bumetanide,D002034,28395-03-1,Neurogenic Inflammation,MESH:D020078,therapeutic,,,,16709721
bunazosin,C018176,80755-51-7,Hypertension,MESH:D006973,therapeutic,,,,1837320|8931848
bunazosin,C018176,80755-51-7,"Hypertrophy, Left Ventricular",MESH:D017379,therapeutic,,,,1837320
bunazosin,C018176,80755-51-7,Myocardial Infarction,MESH:D009203,therapeutic,,,,19930840
bunazosin,C018176,80755-51-7,Myocardial Ischemia,MESH:D017202,therapeutic,,,,1837320
Bungarotoxins,D002038,,Bradycardia,MESH:D001919,therapeutic,,,,17222905
Bungarotoxins,D002038,,Hypertension,MESH:D006973,therapeutic,,,,17222905|19910175
Bungarotoxins,D002038,,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,18844224
Bungarotoxins,D002038,,Tachycardia,MESH:D013610,therapeutic,,,,19910175
Bupivacaine,D002045,2180-92-9,"Fasciitis, Plantar",MESH:D036981,therapeutic,,,,17015890
Bupivacaine,D002045,2180-92-9,Intervertebral Disc Displacement,MESH:D007405,therapeutic,,,,9794061
Bupivacaine,D002045,2180-92-9,Labor Pain,MESH:D048949,therapeutic,,,,10691221|10741192|10781475|10839903|10989857|11412729|11412732|1218170|12712868|1289376|12933419|14984867|15055890|1547044|17697771|17935933|19329014|19377050|20527340|3289768|3631562|3810235|7386835|7618720|8646094|878830|8872691|9818112|9840847|9972757
Bupivacaine,D002045,2180-92-9,Low Back Pain,MESH:D017116,therapeutic,,,,7716603
Bupivacaine,D002045,2180-92-9,Myocardial Ischemia,MESH:D017202,therapeutic,,,,7484038
Bupivacaine,D002045,2180-92-9,Myofascial Pain Syndromes,MESH:D009209,therapeutic,,,,19446144
Bupivacaine,D002045,2180-92-9,Neuralgia,MESH:D009437,therapeutic,,,,3188830
Bupivacaine,D002045,2180-92-9,"Neuralgia, Postherpetic",MESH:D051474,therapeutic,,,,8499215
Bupivacaine,D002045,2180-92-9,Pain,MESH:D010146,therapeutic,,,,10070450|10445770|10522581|10825327|11576059|1218181|12707139|15041598|15166572|15220782|16037173|16275412|17137669|1847291|19469101|19897799|2006747|2025473|3407988|6536516|6784596|7091617|7605766|7618726|7947427|843977|9414063|9570604|9717591
Bupivacaine,D002045,2180-92-9,"Pain, Intractable",MESH:D010148,therapeutic,,,,15082141
Bupivacaine,D002045,2180-92-9,"Pain, Postoperative",MESH:D010149,therapeutic,,,,10051932|10215237|10447906|10520911|10691217|10960384|11133631|11359592|1148075|11916814|12492791|12538184|12598277|1340763|1385919|15025617|15310347|15365421|15562083|15564946|15920222|16618299|1731557|17961837|19329015|19411261|20006254|20716080|20833531|20971226|2646848|3422792|4057027|6362693|7618678|7851354|8053587|8067230|8087910|8160955|8214466|8437068|8457049|8484525|8982897|9352758|9404164|9466101|9542557|9570608|9583555|9613540|9620513|9698952|9836029|9856709
Bupivacaine,D002045,2180-92-9,Paralysis,MESH:D010243,therapeutic,,,,843977
Bupivacaine,D002045,2180-92-9,Paresis,MESH:D010291,therapeutic,,,,843977
Bupivacaine,D002045,2180-92-9,Postoperative Nausea and Vomiting,MESH:D020250,therapeutic,,,,15562083
Bupivacaine,D002045,2180-92-9,Pre-Eclampsia,MESH:D011225,therapeutic,,,,15310446
Bupivacaine,D002045,2180-92-9,Radiculopathy,MESH:D011843,therapeutic,,,,9794061
Bupivacaine,D002045,2180-92-9,Reflex Sympathetic Dystrophy,MESH:D012019,therapeutic,,,,8484525
Bupivacaine,D002045,2180-92-9,"Tachycardia, Ventricular",MESH:D017180,therapeutic,,,,8659767
Bupivacaine,D002045,2180-92-9,"Urinary Bladder, Overactive",MESH:D053201,therapeutic,,,,11371925
Bupranolol,D002046,23284-25-5,Anxiety Disorders,MESH:D001008,therapeutic,,,,6359726
Bupranolol,D002046,23284-25-5,Hypertension,MESH:D006973,therapeutic,,,,2565296
Bupranolol,D002046,23284-25-5,Neurotic Disorders,MESH:D009497,therapeutic,,,,6359726
Bupranolol,D002046,23284-25-5,Psychophysiologic Disorders,MESH:D011602,therapeutic,,,,6359726
Bupranolol,D002046,23284-25-5,Sleep Initiation and Maintenance Disorders,MESH:D007319,therapeutic,,,,6359726
Bupranolol,D002046,23284-25-5,Tachycardia,MESH:D013610,therapeutic,,,,2565296
Buprenorphine,D002047,52485-79-7,Abdominal Pain,MESH:D015746,therapeutic,,,,12659611
Buprenorphine,D002047,52485-79-7,Alcohol-Induced Disorders,MESH:D020751,therapeutic,,,,16493349
Buprenorphine,D002047,52485-79-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,10932843|11164693|11377924|12028741|12028854|12757969|12884887|14749690|15217203|15804873|15857725|16493349|16756418|18604522|20881947|9384844|9457145
Buprenorphine,D002047,52485-79-7,"Depressive Disorder, Major",MESH:D003865,therapeutic,,,,14510037
Buprenorphine,D002047,52485-79-7,Edema,MESH:D004487,therapeutic,,,,6123475
Buprenorphine,D002047,52485-79-7,Hepatic Encephalopathy,MESH:D006501,therapeutic,,,,10896028
Buprenorphine,D002047,52485-79-7,"Hepatitis C, Chronic",MESH:D019698,therapeutic,,,,19383935
Buprenorphine,D002047,52485-79-7,Heroin Dependence,MESH:D006556,therapeutic,,,,10529020|10630350|11164693|11377924|11481150|12392802|12756210|15349002|16493349|16814005|18294936|18621943|19224082|19269730|21866885
Buprenorphine,D002047,52485-79-7,Hyperalgesia,MESH:D006930,therapeutic,,,,16154698|18701828|18766156|20081245
Buprenorphine,D002047,52485-79-7,Myocardial Infarction,MESH:D009203,therapeutic,,,,3069539
Buprenorphine,D002047,52485-79-7,Opioid-Related Disorders,MESH:D009293,therapeutic,,,,12028741|12028854|12757969|14749690|15857725|15977920|17015570|17306725|18686025|18720267|18956527|19392907|19931991|20177760|21142534|21317595
Buprenorphine,D002047,52485-79-7,Pain,MESH:D010146,therapeutic,,,,16012418|16154698|16547090|16877185|17089985|18236140|18662364|18686025|19066981|2785813|7571027
Buprenorphine,D002047,52485-79-7,"Pain, Postoperative",MESH:D010149,therapeutic,,,,15021279|17919544|19836984|6402201|6614422|8301822
Buprenorphine,D002047,52485-79-7,Respiratory Insufficiency,MESH:D012131,therapeutic,,,,11812504
Buprenorphine,D002047,52485-79-7,Seizures,MESH:D012640,therapeutic,,,,14745842
Buprenorphine,D002047,52485-79-7,Sphincter of Oddi Dysfunction,MESH:D046628,therapeutic,,,,12659611
Buprenorphine,D002047,52485-79-7,Substance-Related Disorders,MESH:D019966,therapeutic,,,,10862807|11058673|14563539|9384844
Buprenorphine,D002047,52485-79-7,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,10993435|12578519|15371928|19224082|2776393|8201637
Buprenorphine,D002047,52485-79-7,Vomiting,MESH:D014839,therapeutic,,,,6123475
"Buprenorphine, Naloxone Drug Combination",D000069479,,Heroin Dependence,MESH:D006556,therapeutic,,,,19948382
"Buprenorphine, Naloxone Drug Combination",D000069479,,Morphine Dependence,MESH:D009021,therapeutic,,,,21270789
"Buprenorphine, Naloxone Drug Combination",D000069479,,Opioid-Related Disorders,MESH:D009293,therapeutic,,,,17517480|17565668
"Buprenorphine, Naloxone Drug Combination",D000069479,,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,21270789
Bupropion,D016642,34841-39-9,Amphetamine-Related Disorders,MESH:D019969,therapeutic,,,,14674962|16163531|16319910|17581531|19010609|19608354|20397286
Bupropion,D016642,34841-39-9,Attention Deficit Disorder with Hyperactivity,MESH:D001289,therapeutic,,,,11916368|15705013|2124222
Bupropion,D016642,34841-39-9,Bipolar Disorder,MESH:D001714,therapeutic,,,,10327382|10742884|19573494|7929019
Bupropion,D016642,34841-39-9,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,11916368|16461866
Bupropion,D016642,34841-39-9,Depressive Disorder,MESH:D003866,therapeutic,,,,10363731|10596735|10742886|10759343|10817105|10852090|11199957|11465677|11847943|12416604|12505823|12598790|12775141|12851023|15014590|15122973|15261357|15291673|1530081|1541606|15564978|15643110|15765832|1592841|16511872|16841623|16880481|16974189|17196068|17414231|1744061|1765576|17890983|18622783|19039677|20219165|20740488|3114333|7929019|8010365|8276736|8599416|9164423|9448656|9714265
Bupropion,D016642,34841-39-9,"Depressive Disorder, Major",MESH:D003865,therapeutic,,,,20140131|7258365|7804386
Bupropion,D016642,34841-39-9,Drug Overdose,MESH:D062787,therapeutic,,,,11928786
Bupropion,D016642,34841-39-9,Dysthymic Disorder,MESH:D019263,therapeutic,,,,17606668
Bupropion,D016642,34841-39-9,Fatigue,MESH:D005221,therapeutic,,,,17110836
Bupropion,D016642,34841-39-9,Mood Disorders,MESH:D019964,therapeutic,,,,15910521
Bupropion,D016642,34841-39-9,Pica,MESH:D010842,therapeutic,,,,17062834
Bupropion,D016642,34841-39-9,Restless Legs Syndrome,MESH:D012148,therapeutic,,,,17189751
Bupropion,D016642,34841-39-9,"Sexual Dysfunctions, Psychological",MESH:D020018,therapeutic,,,,7951639|9511948
Bupropion,D016642,34841-39-9,Substance Withdrawal Syndrome,MESH:D013375,therapeutic,,,,16088250
Bupropion,D016642,34841-39-9,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890,therapeutic,,,,16785264
Bupropion,D016642,34841-39-9,Tobacco Use Disorder,MESH:D014029,therapeutic,,,,10200854|10453796|10759343|11381283|11465677|11785718|11928786|12598790|12637866|12775141|12911050|12968991|13129839|15003088|15247860|15261357|15367832|15526043|15570532|16055620|16400747|17062834|17717775|18264649|18467537|18673114|18714109|18840021|19039677|20219165|20388087|20435957|20556777|21319801|21354251|21658141
Burinex K,C044661,,Myocardial Ischemia,MESH:D017202,therapeutic,,,,3204556
Buserelin,D002064,57982-77-1,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,8291869
bushen huoxue,C527851,,Infertility,MESH:D007246,therapeutic,,,,37332356
Buspirone,D002065,36505-84-7,Anxiety Disorders,MESH:D001008,therapeutic,,,,10901839|12420156|12527476|12600694|16185722|1664741|17064759|17329302|19664757|2015445|2247245|2293776|2568095|2870641|3379031|3379150|8666569
Buspirone,D002065,36505-84-7,Apnea,MESH:D001049,therapeutic,,,,10640309
Buspirone,D002065,36505-84-7,Ataxia,MESH:D001259,therapeutic,,,,11494197
Buspirone,D002065,36505-84-7,Autistic Disorder,MESH:D001321,therapeutic,,,,18056831
Buspirone,D002065,36505-84-7,Bipolar Disorder,MESH:D001714,therapeutic,,,,11180215
Buspirone,D002065,36505-84-7,Bradycardia,MESH:D001919,therapeutic,,,,2207497
Buspirone,D002065,36505-84-7,Bruxism,MESH:D002012,therapeutic,,,,19740153
Buspirone,D002065,36505-84-7,Catalepsy,MESH:D002375,therapeutic,,,,12398907|2250574|2907585|8386235
Buspirone,D002065,36505-84-7,Cerebellar Ataxia,MESH:D002524,therapeutic,,,,11096749
Buspirone,D002065,36505-84-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,11777668
Buspirone,D002065,36505-84-7,Depressive Disorder,MESH:D003866,therapeutic,,,,11847943|12527476|1664741|20564960|3379031|8666569|9179637
Buspirone,D002065,36505-84-7,"Dyskinesia, Drug-Induced",MESH:D004409,therapeutic,,,,15899244|16511872|17553556|19371586|20592420|8149361
Buspirone,D002065,36505-84-7,Edema,MESH:D004487,therapeutic,,,,15748628
Buspirone,D002065,36505-84-7,Fever,MESH:D005334,therapeutic,,,,21990073
Buspirone,D002065,36505-84-7,Hallucinations,MESH:D006212,therapeutic,,,,8561216
Buspirone,D002065,36505-84-7,Movement Disorders,MESH:D009069,therapeutic,,,,17306893|19283364
Buspirone,D002065,36505-84-7,Mydriasis,MESH:D015878,therapeutic,,,,7697953
Buspirone,D002065,36505-84-7,Nerve Degeneration,MESH:D009410,therapeutic,,,,37341015
Buspirone,D002065,36505-84-7,Obsessive-Compulsive Disorder,MESH:D009771,therapeutic,,,,1552034
Buspirone,D002065,36505-84-7,Parkinsonian Disorders,MESH:D020734,therapeutic,,,,17553556
Buspirone,D002065,36505-84-7,Personality Disorders,MESH:D010554,therapeutic,,,,11220492|9004110|9512081
Buspirone,D002065,36505-84-7,Prenatal Exposure Delayed Effects,MESH:D011297,therapeutic,,,,20564960
Buspirone,D002065,36505-84-7,Psychotic Disorders,MESH:D011618,therapeutic,,,,8561216
Buspirone,D002065,36505-84-7,Seizures,MESH:D012640,therapeutic,,,,19800952
Buspirone,D002065,36505-84-7,"Sexual Dysfunctions, Psychological",MESH:D020018,therapeutic,,,,10350034
Buspirone,D002065,36505-84-7,Sleep Bruxism,MESH:D020186,therapeutic,,,,11157444
Buspirone,D002065,36505-84-7,Tremor,MESH:D014202,therapeutic,,,,16643965
Busulfan,D002066,55-98-1,Breast Neoplasms,MESH:D001943,therapeutic,,,,10955873
Busulfan,D002066,55-98-1,Hematologic Neoplasms,MESH:D019337,therapeutic,,,,11019834|12374454|20861613
Busulfan,D002066,55-98-1,Hodgkin Disease,MESH:D006689,therapeutic,,,,10955873
Busulfan,D002066,55-98-1,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,therapeutic,,,,10373061|11069031|11917947|2012399|2635285|267281|272822|3165601|5278972|5280623|6846998
Busulfan,D002066,55-98-1,"Leukemia, Myeloid",MESH:D007951,therapeutic,,,,2332518|2889964|4548568|5244541|6219940
Busulfan,D002066,55-98-1,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,11069031|20172040
Busulfan,D002066,55-98-1,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",MESH:D054438,therapeutic,,,,1349249
Busulfan,D002066,55-98-1,Leukocyte Disorders,MESH:D007960,therapeutic,,,,2273607
Busulfan,D002066,55-98-1,"Lymphoma, B-Cell",MESH:D016393,therapeutic,,,,1790426
Busulfan,D002066,55-98-1,"Lymphoma, Non-Hodgkin",MESH:D008228,therapeutic,,,,10955873|19767780
Busulfan,D002066,55-98-1,"Lymphoma, T-Cell",MESH:D016399,therapeutic,,,,1790426
Busulfan,D002066,55-98-1,Medulloblastoma,MESH:D008527,therapeutic,,,,14595385
Busulfan,D002066,55-98-1,Multiple Myeloma,MESH:D009101,therapeutic,,,,10955873
Busulfan,D002066,55-98-1,Neuroblastoma,MESH:D009447,therapeutic,,,,14595385
Busulfan,D002066,55-98-1,Ovarian Neoplasms,MESH:D010051,therapeutic,,,,10955873
Busulfan,D002066,55-98-1,Polycythemia Vera,MESH:D011087,therapeutic,,,,4691200
Busulfan,D002066,55-98-1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,,,,11069031
Busulfan,D002066,55-98-1,"Sarcoma, Ewing",MESH:D012512,therapeutic,,,,14595385|9404924
Busulfan,D002066,55-98-1,Splenomegaly,MESH:D013163,therapeutic,,,,2332518
Busulfan,D002066,55-98-1,"Thrombocythemia, Essential",MESH:D013920,therapeutic,,,,9051142
Busulfan,D002066,55-98-1,Thrombocytosis,MESH:D013922,therapeutic,,,,15886082
Busulfan,D002066,55-98-1,Thromboembolism,MESH:D013923,therapeutic,,,,19636672
Butaclamol,D002069,36504-93-5,"Death, Sudden",MESH:D003645,therapeutic,,,,571916
Butaclamol,D002069,36504-93-5,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,1171496
Butaclamol,D002069,36504-93-5,Neurobehavioral Manifestations,MESH:D019954,therapeutic,,,,1171496|571916
Butaclamol,D002069,36504-93-5,Psychotic Disorders,MESH:D011618,therapeutic,,,,1171496|31480
Butaclamol,D002069,36504-93-5,Vomiting,MESH:D014839,therapeutic,,,,1171496
"butane-2,3-dione thiosemicarbazone oxime",C578612,,Testicular Diseases,MESH:D013733,therapeutic,,,,23038000
"butaphosphan, cyanocobalamin drug combination",C546561,,Muscular Diseases,MESH:D009135,therapeutic,,,,19886254
butein,C040918,487-52-5,Dental Pulp Necrosis,MESH:D003790,therapeutic,,,,23318726
butenolide,C004511,497-23-4,"Leukemia, Erythroblastic, Acute",MESH:D004915,therapeutic,,,,23867916
butenolide,C004511,497-23-4,Lung Neoplasms,MESH:D008175,therapeutic,,,,23867916
Buthionine Sulfoximine,D019328,5072-26-4,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,22902350|7503798
Buthionine Sulfoximine,D019328,5072-26-4,Gastrointestinal Neoplasms,MESH:D005770,therapeutic,,,,10555748
Buthionine Sulfoximine,D019328,5072-26-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,10555748
Buthionine Sulfoximine,D019328,5072-26-4,Lung Neoplasms,MESH:D008175,therapeutic,,,,21844013|2943713
Buthionine Sulfoximine,D019328,5072-26-4,Melanoma,MESH:D008545,therapeutic,,,,12467214
Buthionine Sulfoximine,D019328,5072-26-4,"Micronuclei, Chromosome-Defective",MESH:D048629,therapeutic,,,,20079720
Buthionine Sulfoximine,D019328,5072-26-4,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,3759592
Buthionine Sulfoximine,D019328,5072-26-4,Urinary Bladder Neoplasms,MESH:D001749,therapeutic,,,,10555748
butorphan,C520649,,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,21351746
Butorphanol,D002077,42408-82-2,Hyperalgesia,MESH:D006930,therapeutic,,,,17225166
Butorphanol,D002077,42408-82-2,Labor Pain,MESH:D048949,therapeutic,,,,15851889
Butorphanol,D002077,42408-82-2,Pain,MESH:D010146,therapeutic,,,,15281515|6711945
Butorphanol,D002077,42408-82-2,"Pain, Postoperative",MESH:D010149,therapeutic,,,,375401|4025903
Butorphanol,D002077,42408-82-2,Pruritus,MESH:D011537,therapeutic,,,,29669290
Butoxamine,D002078,2922-20-5,Stomach Ulcer,MESH:D013276,therapeutic,,,,9055195
Butoxamine,D002078,2922-20-5,Tachycardia,MESH:D013610,therapeutic,,,,6018752
Butter,D002079,8029-34-3,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,,,,24450870
Butter,D002079,8029-34-3,Prenatal Exposure Delayed Effects,MESH:D011297,therapeutic,,,,24450870
Butylated Hydroxyanisole,D002083,25013-16-5,Acute Lung Injury,MESH:D055371,therapeutic,,,,1559913
Butylated Hydroxyanisole,D002083,25013-16-5,Adenoma,MESH:D000236,therapeutic,,,,30844440
Butylated Hydroxyanisole,D002083,25013-16-5,Breast Neoplasms,MESH:D001943,therapeutic,,,,23027624
Butylated Hydroxyanisole,D002083,25013-16-5,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,,,,6142774
Butylated Hydroxyanisole,D002083,25013-16-5,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,6515131|6629324
Butylated Hydroxyanisole,D002083,25013-16-5,Colitis,MESH:D003092,therapeutic,,,,30844440
Butylated Hydroxyanisole,D002083,25013-16-5,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,6506766|8910858
Butylated Hydroxyanisole,D002083,25013-16-5,Heart Diseases,MESH:D006331,therapeutic,,,,8910858
Butylated Hydroxyanisole,D002083,25013-16-5,"Hypertension, Pulmonary",MESH:D006976,therapeutic,,,,1559913
Butylated Hydroxyanisole,D002083,25013-16-5,Learning Disabilities,MESH:D007859,therapeutic,,,,25242404
Butylated Hydroxyanisole,D002083,25013-16-5,"Liver Diseases, Parasitic",MESH:D008109,therapeutic,,,,3005948
Butylated Hydroxyanisole,D002083,25013-16-5,Liver Neoplasms,MESH:D008113,therapeutic,,,,10503899|1906380|6680729
Butylated Hydroxyanisole,D002083,25013-16-5,"Mammary Neoplasms, Animal",MESH:D015674,therapeutic,,,,19526586
Butylated Hydroxyanisole,D002083,25013-16-5,Memory Disorders,MESH:D008569,therapeutic,,,,25242404
